,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Borja Valero,"€ 57,942","€ 3,013,000","€ 3,119,046",M,31,Spain,Fiorentina,Serie A,2016-2017
2,Cristian Tello,"€ 51,115","€ 2,658,000","€ 2,751,551",F,24,Spain,Fiorentina,Serie A,2016-2017
3,Khouma Babacar,"€ 47,731","€ 2,482,000","€ 2,569,357",F,23,Senegal,Fiorentina,Serie A,2016-2017
4,Josip Ilicic,"€ 40,904","€ 2,127,000","€ 2,201,862",F,28,Slovenia,Fiorentina,Serie A,2016-2017
5,Carlos Sánchez,"€ 40,904","€ 2,127,000","€ 2,201,862",M,30,Colombia,Fiorentina,Serie A,2016-2017
6,Nikola Kalinic,"€ 40,904","€ 2,127,000","€ 2,201,862",F,28,Croatia,Fiorentina,Serie A,2016-2017
7,Gonzalo Rodríguez,"€ 40,904","€ 2,127,000","€ 2,201,862",D,32,Argentina,Fiorentina,Serie A,2016-2017
8,Milan Badelj,"€ 37,481","€ 1,949,000","€ 2,017,597",M,27,Croatia,Fiorentina,Serie A,2016-2017
9,Matías Vecino,"€ 37,481","€ 1,949,000","€ 2,017,597",M,24,Uruguay,Fiorentina,Serie A,2016-2017
10,Davide Astori,"€ 37,481","€ 1,949,000","€ 2,017,597",D,29,Italy,Fiorentina,Serie A,2016-2017
11,Federico Bernardeschi,"€ 34,096","€ 1,773,000","€ 1,835,403",M,22,Italy,Fiorentina,Serie A,2016-2017
12,Riccardo Saponara,"€ 30,673","€ 1,595,000","€ 1,651,138",M,24,Italy,Fiorentina,Serie A,2016-2017
13,Sebastián Cristóforo,"€ 23,846","€ 1,240,000","€ 1,283,643",M,22,Uruguay,Fiorentina,Serie A,2016-2017
14,Ciprian Tatarusanu,"€ 23,846","€ 1,240,000","€ 1,283,643",K,30,Romania,Fiorentina,Serie A,2016-2017
15,Carlos Salcedo,"€ 17,038","€ 886,000","€ 917,184",D,22,Mexico,Fiorentina,Serie A,2016-2017
16,Marco Sportiello,"€ 17,038","€ 886,000","€ 917,184",K,24,Italy,Fiorentina,Serie A,2016-2017
17,Hrvoje Milic,"€ 17,038","€ 886,000","€ 917,184",D,27,Croatia,Fiorentina,Serie A,2016-2017
18,Bartlomiej Dragowski,"€ 6,827","€ 355,000","€ 367,495",K,18,Poland,Fiorentina,Serie A,2016-2017
19,Maximiliano Olivera,"€ 5,885","€ 306,000","€ 316,770",D,24,Uruguay,Fiorentina,Serie A,2016-2017
20,Ianis Hagi,"€ 3,058","€ 159,000","€ 164,596",M,17,Romania,Fiorentina,Serie A,2016-2017
21,Federico Chiesa,"€ 2,385","€ 124,000","€ 128,364",M,18,Italy,Fiorentina,Serie A,2016-2017
22,Riccardo Baroni,€ 250,"€ 13,000","€ 13,458",D,17,Italy,Fiorentina,Serie A,2016-2017
23,Michele Cerofolini,€ 250,"€ 13,000","€ 13,458",K,17,Italy,Fiorentina,Serie A,2016-2017
24,Fabio Maistro,€ 250,"€ 13,000","€ 13,458",M,18,Italy,Fiorentina,Serie A,2016-2017
25,Giacomo Satalino,€ 250,"€ 13,000","€ 13,458",K,17,Italy,Fiorentina,Serie A,2016-2017
26,Simone Ghidotti,€ 250,"€ 13,000","€ 13,458",K,16,Italy,Fiorentina,Serie A,2016-2017
27,Jan Mlakar,€ 250,"€ 13,000","€ 13,458",F,17,Slovenia,Fiorentina,Serie A,2016-2017
28,Hernán Toledo,€ 0,€ 0,€ 0,F,20,Argentina,Fiorentina,Serie A,2016-2017
29,Mauro Zárate,€ 0,€ 0,€ 0,F,29,Argentina,Fiorentina,Serie A,2016-2017
30,Giuseppe Rossi,€ 0,€ 0,€ 0,F,29,Italy,Fiorentina,Serie A,2016-2017
31,Gilberto,€ 0,€ 0,€ 0,D,23,Brazil,Fiorentina,Serie A,2016-2017
32,Nenad Tomović,€ 0,€ 0,€ 0,D,28,Serbia,Fiorentina,Serie A,2016-2017
33,Ricardo Bagadur,€ 0,€ 0,€ 0,D,20,Croatia,Fiorentina,Serie A,2016-2017
34,Amidu Salifu,€ 0,€ 0,€ 0,M,23,Ghana,Fiorentina,Serie A,2016-2017
35,Sebastien De Maio,€ 0,€ 0,€ 0,D,29,France,Fiorentina,Serie A,2016-2017
36,Josh Pérez,€ 0,€ 0,€ 0,F,18,El Salvador,Fiorentina,Serie A,2016-2017
37,Tomás Reymão,€ 0,€ 0,€ 0,M,17,Portugal,Fiorentina,Serie A,2016-2017
38,Kevin Diks,€ 0,€ 0,€ 0,D,19,Netherlands,Fiorentina,Serie A,2016-2017
39,Luca Lezzerini,€ 0,€ 0,€ 0,K,21,Italy,Fiorentina,Serie A,2016-2017
40,Marcos Alonso,€ 0,€ 0,€ 0,D,25,Spain,Fiorentina,Serie A,2016-2017
41,Jaime Báez,€ 0,€ 0,€ 0,F,21,Uruguay,Fiorentina,Serie A,2016-2017
42,Matías Fernández,€ 0,€ 0,€ 0,M,30,Chile,Fiorentina,Serie A,2016-2017
