,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Riccardo Saponara,"€ 30,673","€ 1,595,000","€ 1,651,138",M,24,Italy,Empoli,Serie A,2016-2017
2,Alberto Gilardino,"€ 23,846","€ 1,240,000","€ 1,283,643",F,33,Italy,Empoli,Serie A,2016-2017
3,Omar El Kaddouri,"€ 20,442","€ 1,063,000","€ 1,100,414",M,25,Morocco,Empoli,Serie A,2016-2017
4,Mame Thiam,"€ 15,827","€ 823,000","€ 851,966",F,23,Senegal,Empoli,Serie A,2016-2017
5,Andrea Costa,"€ 13,635","€ 709,000","€ 733,954",D,30,Italy,Empoli,Serie A,2016-2017
6,José Mauri,"€ 13,635","€ 709,000","€ 733,954",M,20,Italy,Empoli,Serie A,2016-2017
7,Manuel Pucciarelli,"€ 13,635","€ 709,000","€ 733,954",F,25,Italy,Empoli,Serie A,2016-2017
8,Manuel Pasqual,"€ 13,635","€ 709,000","€ 733,954",D,34,Italy,Empoli,Serie A,2016-2017
9,Massimo Maccarone,"€ 11,942","€ 621,000","€ 642,857",F,36,Italy,Empoli,Serie A,2016-2017
10,Vincent Laurini,"€ 11,942","€ 621,000","€ 642,857",D,27,France,Empoli,Serie A,2016-2017
11,Miha Zajc,"€ 10,308","€ 536,000","€ 554,865",M,22,Slovenia,Empoli,Serie A,2016-2017
12,Lukasz Skorupski,"€ 10,231","€ 532,000","€ 550,724",K,25,Poland,Empoli,Serie A,2016-2017
13,Levan Mchedlidze,"€ 10,231","€ 532,000","€ 550,724",F,26,Georgia,Empoli,Serie A,2016-2017
14,Daniele Croce,"€ 10,231","€ 532,000","€ 550,724",M,33,Italy,Empoli,Serie A,2016-2017
15,Marco Zambelli,"€ 8,519","€ 443,000","€ 458,592",D,30,Italy,Empoli,Serie A,2016-2017
16,Guido Marilungo,"€ 6,827","€ 355,000","€ 367,495",F,26,Italy,Empoli,Serie A,2016-2017
17,Marcel Büchel,"€ 6,827","€ 355,000","€ 367,495",M,25,Liechtenstein,Empoli,Serie A,2016-2017
18,Andrés Tello,"€ 6,827","€ 355,000","€ 367,495",M,19,Colombia,Empoli,Serie A,2016-2017
19,Giuseppe Bellusci,"€ 6,827","€ 355,000","€ 367,495",D,26,Italy,Empoli,Serie A,2016-2017
20,Matheus Pereira,"€ 6,615","€ 344,000","€ 356,107",M,18,Brazil,Empoli,Serie A,2016-2017
21,Alberto Pelagotti,"€ 5,115","€ 266,000","€ 275,362",K,27,Italy,Empoli,Serie A,2016-2017
22,Federico Dimarco,"€ 5,115","€ 266,000","€ 275,362",D,18,Italy,Empoli,Serie A,2016-2017
23,Federico Barba,"€ 5,115","€ 266,000","€ 275,362",D,22,Italy,Empoli,Serie A,2016-2017
24,Assane Dioussé,"€ 5,115","€ 266,000","€ 275,362",M,18,Senegal,Empoli,Serie A,2016-2017
25,Rade Krunic,"€ 5,115","€ 266,000","€ 275,362",M,22,Bosnia-Herzegovina,Empoli,Serie A,2016-2017
26,Maurizio Pugliesi,"€ 2,731","€ 142,000","€ 146,998",K,39,Italy,Empoli,Serie A,2016-2017
27,Arnel Jakupovic,"€ 1,769","€ 92,000","€ 95,238",F,18,Austria,Empoli,Serie A,2016-2017
28,Lapo Carradori,€ 250,"€ 13,000","€ 13,458",D,18,Italy,Empoli,Serie A,2016-2017
29,Gabriel Meli,€ 250,"€ 13,000","€ 13,458",K,17,Italy,Empoli,Serie A,2016-2017
30,Davide Seminara,€ 250,"€ 13,000","€ 13,458",D,17,Italy,Empoli,Serie A,2016-2017
31,Davide Buglio,€ 250,"€ 13,000","€ 13,458",M,18,Italy,Empoli,Serie A,2016-2017
32,Samuele Damiani,€ 250,"€ 13,000","€ 13,458",M,18,Italy,Empoli,Serie A,2016-2017
33,Alessio Zini,€ 250,"€ 13,000","€ 13,458",D,18,Italy,Empoli,Serie A,2016-2017
34,Elia Giampà,€ 250,"€ 13,000","€ 13,458",D,18,Italy,Empoli,Serie A,2016-2017
35,Hamed Junior Traorè,€ 250,"€ 13,000","€ 13,458",M,16,Cote d'Ivoire,Empoli,Serie A,2016-2017
36,Alberto Picchi,€ 250,"€ 13,000","€ 13,458",M,18,Italy,Empoli,Serie A,2016-2017
37,Frédéric Veseli,€ 0,€ 0,€ 0,D,23,Albania,Empoli,Serie A,2016-2017
38,Roman Chanturia,€ 0,€ 0,€ 0,F,20,Georgia,Empoli,Serie A,2016-2017
39,Uroš Ćosić,€ 0,€ 0,€ 0,D,23,Serbia,Empoli,Serie A,2016-2017
40,Raffaele Maiello,€ 0,€ 0,€ 0,M,24,Italy,Empoli,Serie A,2016-2017
41,Luca Bittante,€ 0,€ 0,€ 0,D,22,Italy,Empoli,Serie A,2016-2017
42,Franco Signorelli,€ 0,€ 0,€ 0,M,25,Venezuela,Empoli,Serie A,2016-2017
