,Unnamed: 0,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
0,1,Carlos Bacca,"€ 112,635","€ 5,857,000","€ 6,063,144",F,29,Colombia,Ac Milan,Serie A,2016-2017
1,2,Riccardo Montolivo,"€ 80,442","€ 4,183,000","€ 4,330,226",M,31,Italy,Ac Milan,Serie A,2016-2017
2,3,Keisuke Honda,"€ 80,442","€ 4,183,000","€ 4,330,226",M,30,Japan,Ac Milan,Serie A,2016-2017
3,4,Ignazio Abate,"€ 74,019","€ 3,849,000","€ 3,984,470",D,29,Italy,Ac Milan,Serie A,2016-2017
4,5,Alessio Romagnoli,"€ 64,346","€ 3,346,000","€ 3,463,766",D,21,Italy,Ac Milan,Serie A,2016-2017
5,6,Andrea Bertolacci,"€ 64,346","€ 3,346,000","€ 3,463,766",M,25,Italy,Ac Milan,Serie A,2016-2017
6,7,Cristián Zapata,"€ 54,712","€ 2,845,000","€ 2,945,133",D,29,Colombia,Ac Milan,Serie A,2016-2017
7,8,Gerard Deulofeu,"€ 53,327","€ 2,773,000","€ 2,870,599",M,22,Spain,Ac Milan,Serie A,2016-2017
8,9,Mattia De Sciglio,"€ 48,269","€ 2,510,000","€ 2,598,342",D,23,Italy,Ac Milan,Serie A,2016-2017
9,10,Luca Antonelli,"€ 48,269","€ 2,510,000","€ 2,598,342",D,29,Italy,Ac Milan,Serie A,2016-2017
10,11,Andrea Poli,"€ 48,269","€ 2,510,000","€ 2,598,342",M,26,Italy,Ac Milan,Serie A,2016-2017
11,12,Juraj Kucka,"€ 48,269","€ 2,510,000","€ 2,598,342",M,29,Slovakia,Ac Milan,Serie A,2016-2017
12,13,José Sosa,"€ 48,269","€ 2,510,000","€ 2,598,342",M,31,Argentina,Ac Milan,Serie A,2016-2017
13,14,Lucas Ocampos,"€ 34,096","€ 1,773,000","€ 1,835,403",F,21,Argentina,Ac Milan,Serie A,2016-2017
14,15,Gabriel Paletta,"€ 32,173","€ 1,673,000","€ 1,731,883",D,30,Italy,Ac Milan,Serie A,2016-2017
15,16,Gianluca Lapadula,"€ 32,173","€ 1,673,000","€ 1,731,883",F,26,Italy,Ac Milan,Serie A,2016-2017
16,17,Giacomo Bonaventura,"€ 32,173","€ 1,673,000","€ 1,731,883",M,26,Italy,Ac Milan,Serie A,2016-2017
17,18,Suso,"€ 32,173","€ 1,673,000","€ 1,731,883",M,22,Spain,Ac Milan,Serie A,2016-2017
18,19,Marco Storari,"€ 27,269","€ 1,418,000","€ 1,467,908",K,39,Italy,Ac Milan,Serie A,2016-2017
19,20,Gabriel,"€ 25,750","€ 1,339,000","€ 1,386,128",K,23,Brazil,Ac Milan,Serie A,2016-2017
20,21,Gustavo Gómez,"€ 25,750","€ 1,339,000","€ 1,386,128",D,23,Paraguay,Ac Milan,Serie A,2016-2017
21,22,Mario Pasalic,"€ 25,750","€ 1,339,000","€ 1,386,128",M,21,Croatia,Ac Milan,Serie A,2016-2017
22,23,Leonel Vangioni,"€ 25,750","€ 1,339,000","€ 1,386,128",D,29,Argentina,Ac Milan,Serie A,2016-2017
23,24,Davide Calabria,"€ 19,308","€ 1,004,000","€ 1,039,337",D,19,Italy,Ac Milan,Serie A,2016-2017
