,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Joe Hart,"€ 124,423","€ 6,470,000","€ 6,697,719",K,29,England,Torino,Serie A,2016-2017
2,Juan Iturbe,"€ 78,385","€ 4,076,000","€ 4,219,460",M,23,Paraguay,Torino,Serie A,2016-2017
3,Andrea Belotti,"€ 51,192","€ 2,662,000","€ 2,755,692",F,22,Italy,Torino,Serie A,2016-2017
4,Adem Ljajic,"€ 47,731","€ 2,482,000","€ 2,569,357",M,24,Serbia,Torino,Serie A,2016-2017
5,Nikola Maksimovic,"€ 40,904","€ 2,127,000","€ 2,201,862",D,24,Serbia,Torino,Serie A,2016-2017
6,Mirko Valdifiori,"€ 27,269","€ 1,418,000","€ 1,467,908",M,30,Italy,Torino,Serie A,2016-2017
7,Marco Benassi,"€ 23,846","€ 1,240,000","€ 1,283,643",M,21,Italy,Torino,Serie A,2016-2017
8,Lorenzo De Silvestri,"€ 23,846","€ 1,240,000","€ 1,283,643",D,28,Italy,Torino,Serie A,2016-2017
9,Leandro Castán,"€ 23,846","€ 1,240,000","€ 1,283,643",D,29,Brazil,Torino,Serie A,2016-2017
10,Maxi López,"€ 20,442","€ 1,063,000","€ 1,100,414",F,32,Argentina,Torino,Serie A,2016-2017
11,Luca Rossettini,"€ 20,442","€ 1,063,000","€ 1,100,414",D,31,Italy,Torino,Serie A,2016-2017
12,Davide Zappacosta,"€ 20,442","€ 1,063,000","€ 1,100,414",D,24,Italy,Torino,Serie A,2016-2017
13,Emiliano Moretti,"€ 20,442","€ 1,063,000","€ 1,100,414",D,35,Italy,Torino,Serie A,2016-2017
14,Cristian Molinaro,"€ 17,038","€ 886,000","€ 917,184",D,32,Italy,Torino,Serie A,2016-2017
15,Afriyie Acquah,"€ 17,038","€ 886,000","€ 917,184",M,24,Ghana,Torino,Serie A,2016-2017
16,Daniele Baselli,"€ 17,038","€ 886,000","€ 917,184",M,24,Italy,Torino,Serie A,2016-2017
17,Joel Obi,"€ 16,154","€ 840,000","€ 869,565",M,25,Nigeria,Torino,Serie A,2016-2017
18,Cesare Bovo,"€ 14,308","€ 744,000","€ 770,186",D,33,Italy,Torino,Serie A,2016-2017
19,Danilo Avelar,"€ 13,635","€ 709,000","€ 733,954",D,27,Brazil,Torino,Serie A,2016-2017
20,Panagiotis Tachtsidis,"€ 13,635","€ 709,000","€ 733,954",M,25,Greece,Torino,Serie A,2016-2017
21,Bruno Peres,"€ 12,846","€ 668,000","€ 691,511",D,26,Brazil,Torino,Serie A,2016-2017
22,Daniele Padelli,"€ 11,308","€ 588,000","€ 608,695",K,30,Italy,Torino,Serie A,2016-2017
23,Antonio Barreca,"€ 11,000","€ 572,000","€ 592,132",D,21,Italy,Torino,Serie A,2016-2017
