,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Kalidou Koulibaly,"€ 213,654","€ 11,110,000","€ 11,318,177",D,28,Senegal,Napoli,Serie A,2019-2020
2,Lorenzo Insigne,"€ 163,846","€ 8,520,000","€ 8,679,646",F,28,Italy,Napoli,Serie A,2019-2020
3,Dries Mertens,"€ 160,192","€ 8,330,000","€ 8,486,086",F,32,Belgium,Napoli,Serie A,2019-2020
4,Konstantinos Manolas,"€ 142,500","€ 7,410,000","€ 7,548,847",D,28,Greece,Napoli,Serie A,2019-2020
5,José Callejón,"€ 106,923","€ 5,560,000","€ 5,664,182",F,32,Spain,Napoli,Serie A,2019-2020
6,Hirving Lozano,"€ 98,654","€ 5,130,000","€ 5,226,125",F,24,Mexico,Napoli,Serie A,2019-2020
7,Arkadiusz Milik,"€ 89,038","€ 4,630,000","€ 4,716,756",F,25,Poland,Napoli,Serie A,2019-2020
8,Faouzi Ghoulam,"€ 85,385","€ 4,440,000","€ 4,523,196",D,28,Algeria,Napoli,Serie A,2019-2020
9,Allan,"€ 71,154","€ 3,700,000","€ 3,769,330",M,28,Brazil,Napoli,Serie A,2019-2020
10,Mário Rui,"€ 64,038","€ 3,330,000","€ 3,392,397",D,28,Portugal,Napoli,Serie A,2019-2020
11,Fernando Llorente,"€ 61,731","€ 3,210,000","€ 3,270,148",F,34,Spain,Napoli,Serie A,2019-2020
12,Elseid Hysaj,"€ 56,923","€ 2,960,000","€ 3,015,464",D,25,Albania,Napoli,Serie A,2019-2020
13,Matteo Politano,"€ 56,923","€ 2,960,000","€ 3,015,464",F,26,Italy,Napoli,Serie A,2019-2020
14,Fabián Ruiz,"€ 53,462","€ 2,780,000","€ 2,832,091",M,23,Spain,Napoli,Serie A,2019-2020
15,Amin Younes,"€ 53,462","€ 2,780,000","€ 2,832,091",F,26,Germany,Napoli,Serie A,2019-2020
16,Diego Demme,"€ 49,231","€ 2,560,000","€ 2,607,969",M,28,Germany,Napoli,Serie A,2019-2020
17,Stanislav Lobotka,"€ 44,423","€ 2,310,000","€ 2,353,284",M,25,Slovakia,Napoli,Serie A,2019-2020
18,Giovanni Di Lorenzo,"€ 42,692","€ 2,220,000","€ 2,261,598",D,26,Italy,Napoli,Serie A,2019-2020
19,Nikola Maksimovic,"€ 42,692","€ 2,220,000","€ 2,261,598",D,27,Serbia,Napoli,Serie A,2019-2020
20,Lorenzo Tonelli,"€ 39,231","€ 2,040,000","€ 2,078,225",D,29,Italy,Napoli,Serie A,2019-2020
21,Piotr Zielinski,"€ 39,231","€ 2,040,000","€ 2,078,225",M,25,Poland,Napoli,Serie A,2019-2020
22,Eljif Elmas,"€ 36,923","€ 1,920,000","€ 1,955,977",M,19,North Macedonia,Napoli,Serie A,2019-2020
23,Alex Meret,"€ 35,577","€ 1,850,000","€ 1,884,665",K,22,Italy,Napoli,Serie A,2019-2020
24,David Ospina,"€ 34,615","€ 1,800,000","€ 1,833,728",K,31,Colombia,Napoli,Serie A,2019-2020
25,Kévin Malcuit,"€ 28,462","€ 1,480,000","€ 1,507,732",D,28,France,Napoli,Serie A,2019-2020
26,Orestis Karnezis,"€ 17,885","€ 930,000","€ 947,426",K,34,Greece,Napoli,Serie A,2019-2020
27,Amato Ciciretti,"€ 17,115","€ 890,000","€ 906,677",F,25,Italy,Napoli,Serie A,2019-2020
28,Sebastiano Luperto,"€ 14,231","€ 740,000","€ 753,866",D,23,Italy,Napoli,Serie A,2019-2020
29,Gianluca Gaetano,"€ 7,115","€ 370,000","€ 376,933",F,19,Italy,Napoli,Serie A,2019-2020
30,Leandrinho,"€ 2,308","€ 120,000","€ 122,249",F,20,Brazil,Napoli,Serie A,2019-2020
