,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Andrea Petagna,"€ 42,692","€ 2,220,000","€ 2,261,598",F,24,Italy,Spal,Serie A,2019-2020
2,Etrit Berisha,"€ 35,577","€ 1,850,000","€ 1,884,665",K,30,Albania,Spal,Serie A,2019-2020
3,Alberto Paloschi,"€ 35,577","€ 1,850,000","€ 1,884,665",F,29,Italy,Spal,Serie A,2019-2020
4,Alberto Cerri,"€ 35,577","€ 1,850,000","€ 1,884,665",F,23,Italy,Spal,Serie A,2019-2020
5,Jacopo Sala,"€ 32,115","€ 1,670,000","€ 1,701,292",D,27,Italy,Spal,Serie A,2019-2020
6,Lucas Castro,"€ 28,462","€ 1,480,000","€ 1,507,732",M,30,Argentina,Spal,Serie A,2019-2020
7,Simone Missiroli,"€ 25,000","€ 1,300,000","€ 1,324,359",M,33,Italy,Spal,Serie A,2019-2020
8,Jasmin Kurtic,"€ 25,000","€ 1,300,000","€ 1,324,359",M,30,Slovenia,Spal,Serie A,2019-2020
9,Mirko Valdifiori,"€ 25,000","€ 1,300,000","€ 1,324,359",M,33,Italy,Spal,Serie A,2019-2020
10,Alessandro Murgia,"€ 25,000","€ 1,300,000","€ 1,324,359",M,23,Italy,Spal,Serie A,2019-2020
11,Kevin Bonifazi,"€ 21,346","€ 1,110,000","€ 1,130,799",D,23,Italy,Spal,Serie A,2019-2020
12,Nenad Tomović,"€ 21,346","€ 1,110,000","€ 1,130,799",D,32,Serbia,Spal,Serie A,2019-2020
13,Nenad Tomović,"€ 21,346","€ 1,110,000","€ 1,130,799",D,32,Serbia,Spal,Serie A,2019-2020
14,Marko Jankovic,"€ 17,885","€ 930,000","€ 947,426",F,24,Montenegro,Spal,Serie A,2019-2020
15,Bryan Dabo,"€ 17,885","€ 930,000","€ 947,426",M,27,Burkina Faso,Spal,Serie A,2019-2020
16,Francesco Vicari,"€ 17,885","€ 930,000","€ 947,426",D,25,Italy,Spal,Serie A,2019-2020
17,Federico Di Francesco,"€ 14,808","€ 770,000","€ 784,428",F,25,Italy,Spal,Serie A,2019-2020
18,Bartosz Salamon,"€ 14,231","€ 740,000","€ 753,866",D,28,Poland,Spal,Serie A,2019-2020
19,Felipe,"€ 14,231","€ 740,000","€ 753,866",D,35,Brazil,Spal,Serie A,2019-2020
20,Marco D'Alessandro,"€ 14,231","€ 740,000","€ 753,866",M,28,Italy,Spal,Serie A,2019-2020
21,Ervin Zukanovic,"€ 14,038","€ 730,000","€ 743,679",D,32,Bosnia-Herzegovina,Spal,Serie A,2019-2020
22,Thiago Cionek,"€ 12,500","€ 650,000","€ 662,180",D,33,Poland,Spal,Serie A,2019-2020
23,Mattia Valoti,"€ 12,500","€ 650,000","€ 662,180",M,26,Italy,Spal,Serie A,2019-2020
24,Mohamed Fares,"€ 12,500","€ 650,000","€ 662,180",M,23,Algeria,Spal,Serie A,2019-2020
25,Arkadiusz Reca,"€ 10,769","€ 560,000","€ 570,493",D,24,Poland,Spal,Serie A,2019-2020
26,Sergio Floccari,"€ 10,769","€ 560,000","€ 570,493",F,37,Italy,Spal,Serie A,2019-2020
27,Igor,"€ 9,808","€ 510,000","€ 519,556",D,21,Brazil,Spal,Serie A,2019-2020
28,Gabriele Moncini,"€ 8,846","€ 460,000","€ 468,619",F,23,Italy,Spal,Serie A,2019-2020
29,Karlo Letica,"€ 7,500","€ 390,000","€ 397,308",K,22,Croatia,Spal,Serie A,2019-2020
30,Demba Thiam,"€ 5,385","€ 280,000","€ 285,247",K,21,Senegal,Spal,Serie A,2019-2020
31,Gabriel Strefezza,"€ 3,654","€ 190,000","€ 193,560",M,22,Brazil,Spal,Serie A,2019-2020
32,Paolo Cannistrà,€ 769,"€ 40,000","€ 40,750",D,18,Italy,Spal,Serie A,2019-2020
33,Riccardo Mastrilli,€ 769,"€ 40,000","€ 40,750",D,22,Italy,Spal,Serie A,2019-2020
