,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,David López,"€ 86,538","€ 4,500,000","€ 4,639,191",D,29,Spain,Espanyol,La Liga,2019-2020
2,Diego López,"€ 84,231","€ 4,380,000","€ 4,515,479",K,37,Spain,Espanyol,La Liga,2019-2020
3,Pablo Piatti,"€ 63,269","€ 3,290,000","€ 3,391,764",F,30,Argentina,Espanyol,La Liga,2019-2020
4,Lei Wu,"€ 40,385","€ 2,100,000","€ 2,164,956",F,27,China,Espanyol,La Liga,2019-2020
5,Marc Roca,"€ 36,731","€ 1,910,000","€ 1,969,079",M,22,Spain,Espanyol,La Liga,2019-2020
6,Sergi Darder,"€ 36,538","€ 1,900,000","€ 1,958,770",M,25,Spain,Espanyol,La Liga,2019-2020
7,Facundo Ferreyra,"€ 32,115","€ 1,670,000","€ 1,721,655",F,28,Argentina,Espanyol,La Liga,2019-2020
8,Dídac Vilà,"€ 20,769","€ 1,080,000","€ 1,113,406",D,30,Spain,Espanyol,La Liga,2019-2020
9,Leandro Cabrera,"€ 19,615","€ 1,020,000","€ 1,051,550",D,28,Uruguay,Espanyol,La Liga,2019-2020
10,Jonathan Calleri,"€ 19,615","€ 1,020,000","€ 1,051,550",F,25,Argentina,Espanyol,La Liga,2019-2020
11,Sébastien Corchia,"€ 18,462","€ 960,000","€ 989,694",D,28,France,Espanyol,La Liga,2019-2020
12,Víctor Sánchez,"€ 18,269","€ 950,000","€ 979,385",M,32,Spain,Espanyol,La Liga,2019-2020
13,Raúl de Tomás,"€ 17,115","€ 890,000","€ 917,529",F,25,Spain,Espanyol,La Liga,2019-2020
14,Bernardo Espinosa,"€ 15,000","€ 780,000","€ 804,126",D,30,Colombia,Espanyol,La Liga,2019-2020
15,Adrià Pedrosa,"€ 14,615","€ 760,000","€ 783,508",D,21,Spain,Espanyol,La Liga,2019-2020
16,Fernando Calero,"€ 14,615","€ 760,000","€ 783,508",D,23,Spain,Espanyol,La Liga,2019-2020
17,Esteban Granero,"€ 14,038","€ 730,000","€ 752,580",M,32,Spain,Espanyol,La Liga,2019-2020
18,Matías Vargas,"€ 13,462","€ 700,000","€ 721,652",F,22,Argentina,Espanyol,La Liga,2019-2020
19,Oier Olazábal,"€ 12,500","€ 650,000","€ 670,105",K,30,Spain,Espanyol,La Liga,2019-2020
20,Ander Iturraspe,"€ 12,308","€ 640,000","€ 659,796",M,30,Spain,Espanyol,La Liga,2019-2020
21,Adrián Embarba,"€ 11,538","€ 600,000","€ 618,559",F,27,Spain,Espanyol,La Liga,2019-2020
22,Oscar Melendo,"€ 11,538","€ 600,000","€ 618,559",F,22,Spain,Espanyol,La Liga,2019-2020
23,Naldo,"€ 10,962","€ 570,000","€ 587,631",D,31,Brazil,Espanyol,La Liga,2019-2020
24,Javi López,"€ 9,038","€ 470,000","€ 484,538",D,33,Spain,Espanyol,La Liga,2019-2020
25,Andrés Prieto,"€ 9,038","€ 470,000","€ 484,538",K,25,Spain,Espanyol,La Liga,2019-2020
26,Víctor Gómez,"€ 5,962","€ 310,000","€ 319,589",D,19,Spain,Espanyol,La Liga,2019-2020
27,Javi Puado,"€ 5,000","€ 260,000","€ 268,042",F,21,Spain,Espanyol,La Liga,2019-2020
28,Víctor Campuzano,"€ 3,462","€ 180,000","€ 185,568",F,22,Spain,Espanyol,La Liga,2019-2020
29,Pipa,"€ 3,077","€ 160,000","€ 164,949",D,21,Spain,Espanyol,La Liga,2019-2020
30,Lluis López,"€ 2,308","€ 120,000","€ 123,712",D,22,Spain,Espanyol,La Liga,2019-2020
31,Pol Lozano,"€ 1,731","€ 90,000","€ 92,784",M,19,Spain,Espanyol,La Liga,2019-2020
