,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Neymar,"€ 832,692","€ 43,300,000","€ 44,011,130",F,27,Brazil,Psg,Ligue 1,2019-2020
2,Kylian Mbappé,"€ 617,115","€ 32,090,000","€ 32,617,024",F,20,France,Psg,Ligue 1,2019-2020
3,Thiago Silva,"€ 346,154","€ 18,000,000","€ 18,295,620",D,34,Brazil,Psg,Ligue 1,2019-2020
4,Keylor Navas,"€ 314,615","€ 16,360,000","€ 16,628,685",K,32,Costa Rica,Psg,Ligue 1,2019-2020
5,Edinson Cavani,"€ 310,385","€ 16,140,000","€ 16,405,072",F,32,Uruguay,Psg,Ligue 1,2019-2020
6,Mauro Icardi,"€ 279,808","€ 14,550,000","€ 14,788,959",F,26,Argentina,Psg,Ligue 1,2019-2020
7,Marco Verratti,"€ 276,923","€ 14,400,000","€ 14,636,496",M,26,Italy,Psg,Ligue 1,2019-2020
8,Marquinhos,"€ 276,923","€ 14,400,000","€ 14,636,496",D,25,Brazil,Psg,Ligue 1,2019-2020
9,Ángel Di María,"€ 253,846","€ 13,200,000","€ 13,416,788",F,31,Argentina,Psg,Ligue 1,2019-2020
10,Leandro Paredes,"€ 173,077","€ 9,000,000","€ 9,147,810",M,25,Argentina,Psg,Ligue 1,2019-2020
11,Presnel Kimpembe,"€ 154,615","€ 8,040,000","€ 8,172,043",D,24,France,Psg,Ligue 1,2019-2020
12,Ander Herrera,"€ 150,000","€ 7,800,000","€ 7,928,102",M,30,Spain,Psg,Ligue 1,2019-2020
13,Julian Draxler,"€ 138,462","€ 7,200,000","€ 7,318,248",M,25,Germany,Psg,Ligue 1,2019-2020
14,Idrissa Gueye,"€ 115,385","€ 6,000,000","€ 6,098,540",M,29,Senegal,Psg,Ligue 1,2019-2020
15,Abdou Diallo,"€ 103,846","€ 5,400,000","€ 5,488,686",D,23,France,Psg,Ligue 1,2019-2020
16,Pablo Sarabia,"€ 103,846","€ 5,400,000","€ 5,488,686",F,27,Spain,Psg,Ligue 1,2019-2020
17,Layvin Kurzawa,"€ 96,154","€ 5,000,000","€ 5,082,117",D,27,France,Psg,Ligue 1,2019-2020
18,Thilo Kehrer,"€ 94,615","€ 4,920,000","€ 5,000,803",D,22,Germany,Psg,Ligue 1,2019-2020
19,Juan Bernat,"€ 76,923","€ 4,000,000","€ 4,065,693",D,26,Spain,Psg,Ligue 1,2019-2020
20,Thomas Meunier,"€ 61,538","€ 3,200,000","€ 3,252,555",D,27,Belgium,Psg,Ligue 1,2019-2020
21,Eric Maxim Choupo-Moting,"€ 45,000","€ 2,340,000","€ 2,378,431",F,30,Cameroon,Psg,Ligue 1,2019-2020
22,Sergio Rico,"€ 38,462","€ 2,000,000","€ 2,032,847",K,26,Spain,Psg,Ligue 1,2019-2020
23,Colin Dagba,"€ 19,231","€ 1,000,000","€ 1,016,423",D,21,France,Psg,Ligue 1,2019-2020
24,Marcin Bulka,"€ 9,615","€ 500,000","€ 508,212",K,19,Poland,Psg,Ligue 1,2019-2020
25,Loïc Mbe Soh,"€ 2,885","€ 150,000","€ 152,463",D,18,France,Psg,Ligue 1,2019-2020
26,Tanguy Nianzou,"€ 1,923","€ 100,000","€ 101,642",D,17,France,Psg,Ligue 1,2019-2020
27,Adil Aouchiche,"€ 1,923","€ 100,000","€ 101,642",M,17,France,Psg,Ligue 1,2019-2020
28,Mitchel Bakker,"€ 1,346","€ 70,000","€ 71,150",D,19,Netherlands,Psg,Ligue 1,2019-2020
29,Garissone Innocent,€ 769,"€ 40,000","€ 40,657",K,19,France,Psg,Ligue 1,2019-2020
