,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Max Gradel,"€ 44,231","€ 2,300,000","€ 2,337,774",F,31,Cote d'Ivoire,Toulouse,Ligue 1,2019-2020
2,Lovre Kalinic,"€ 31,346","€ 1,630,000","€ 1,656,770",K,29,Croatia,Toulouse,Ligue 1,2019-2020
3,Wesley Saïd,"€ 27,885","€ 1,450,000","€ 1,473,814",F,24,France,Toulouse,Ligue 1,2019-2020
4,Mathieu Dossevi,"€ 27,692","€ 1,440,000","€ 1,463,650",F,31,Togo,Toulouse,Ligue 1,2019-2020
5,Ibrahim Sangaré,"€ 23,077","€ 1,200,000","€ 1,219,708",M,21,Cote d'Ivoire,Toulouse,Ligue 1,2019-2020
6,Yaya Sanogo,"€ 19,615","€ 1,020,000","€ 1,036,752",F,26,France,Toulouse,Ligue 1,2019-2020
7,Baptiste Reynet,"€ 19,615","€ 1,020,000","€ 1,036,752",K,28,France,Toulouse,Ligue 1,2019-2020
8,Efthymios Koulouris,"€ 17,308","€ 900,000","€ 914,781",F,23,Greece,Toulouse,Ligue 1,2019-2020
9,William Vainqueur,"€ 16,923","€ 880,000","€ 894,453",M,30,France,Toulouse,Ligue 1,2019-2020
10,Jean-Victor Makengo,"€ 16,154","€ 840,000","€ 853,796",M,21,France,Toulouse,Ligue 1,2019-2020
11,Corentin Jean,"€ 14,231","€ 740,000","€ 752,153",F,24,France,Toulouse,Ligue 1,2019-2020
12,Ruben Gabrielsen,"€ 13,846","€ 720,000","€ 731,825",D,27,Norway,Toulouse,Ligue 1,2019-2020
13,Agustín Rogel,"€ 13,846","€ 720,000","€ 731,825",D,21,Uruguay,Toulouse,Ligue 1,2019-2020
14,Nicolas Isimat-Mirin,"€ 12,500","€ 650,000","€ 660,675",D,27,France,Toulouse,Ligue 1,2019-2020
15,Aaron Leya Iseka,"€ 11,538","€ 600,000","€ 609,854",F,21,Belgium,Toulouse,Ligue 1,2019-2020
16,Gen Shoji,"€ 10,962","€ 570,000","€ 579,361",D,26,Japan,Toulouse,Ligue 1,2019-2020
17,Kelvin Amian,"€ 10,769","€ 560,000","€ 569,197",D,21,France,Toulouse,Ligue 1,2019-2020
18,Issiaga Sylla,"€ 9,808","€ 510,000","€ 518,376",D,25,Guinea,Toulouse,Ligue 1,2019-2020
19,Steven Moreira,"€ 5,769","€ 300,000","€ 304,927",D,25,France,Toulouse,Ligue 1,2019-2020
20,Quentin Boisgard,"€ 5,192","€ 270,000","€ 274,434",F,22,France,Toulouse,Ligue 1,2019-2020
21,Firmin Mubele,"€ 4,615","€ 240,000","€ 243,942",F,25,Democratic Republic of the Congo,Toulouse,Ligue 1,2019-2020
22,Mauro Goicoechea,"€ 3,077","€ 160,000","€ 162,628",K,31,Uruguay,Toulouse,Ligue 1,2019-2020
23,Kalidou Sidibé,"€ 3,077","€ 160,000","€ 162,628",M,20,France,Toulouse,Ligue 1,2019-2020
24,Bafodé Diakité,"€ 2,500","€ 130,000","€ 132,135",D,18,France,Toulouse,Ligue 1,2019-2020
25,Anthony Rouault,"€ 1,154","€ 60,000","€ 60,985",D,18,France,Toulouse,Ligue 1,2019-2020
26,Adil Taoui,€ 962,"€ 50,000","€ 50,821",F,18,France,Toulouse,Ligue 1,2019-2020
27,Nathan N'Goumou,€ 769,"€ 40,000","€ 40,657",F,19,France,Toulouse,Ligue 1,2019-2020
28,Moussa Diarra,€ 769,"€ 40,000","€ 40,657",D,18,France,Toulouse,Ligue 1,2019-2020
29,Stéphane Zobo,€ 769,"€ 40,000","€ 40,657",F,19,Cameroon,Toulouse,Ligue 1,2019-2020
30,Florentin Bloch,€ 769,"€ 40,000","€ 40,657",K,19,France,Toulouse,Ligue 1,2019-2020
31,Mathieu Gonçalves,€ 769,"€ 40,000","€ 40,657",D,18,France,Toulouse,Ligue 1,2019-2020
32,Amine Adli,€ 769,"€ 40,000","€ 40,657",F,19,France,Toulouse,Ligue 1,2019-2020
33,Kouadio Koné,€ 769,"€ 40,000","€ 40,657",M,18,France,Toulouse,Ligue 1,2019-2020
