,Unnamed: 0,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
0,1,Serhou Guirassy,"€ 23,077","€ 1,200,000","€ 1,219,708",F,23,France,Amiens,Ligue 1,2019-2020
1,2,Moussa Konaté,"€ 23,077","€ 1,200,000","€ 1,219,708",F,26,Senegal,Amiens,Ligue 1,2019-2020
2,3,Saman Ghoddos,"€ 17,308","€ 900,000","€ 914,781",F,26,Iran,Amiens,Ligue 1,2019-2020
3,4,Chadrac Akolo,"€ 14,423","€ 750,000","€ 762,317",F,24,Democratic Republic of Congo,Amiens,Ligue 1,2019-2020
4,5,Gaël Kakuta,"€ 13,846","€ 720,000","€ 731,825",F,28,Democratic Republic of Congo,Amiens,Ligue 1,2019-2020
5,6,Bongani Zungu,"€ 13,846","€ 720,000","€ 731,825",M,26,South Africa,Amiens,Ligue 1,2019-2020
6,7,Aurélien Chedjou,"€ 12,692","€ 660,000","€ 670,839",D,34,Cameroon,Amiens,Ligue 1,2019-2020
7,8,Prince Gouano,"€ 11,538","€ 600,000","€ 609,854",D,25,France,Amiens,Ligue 1,2019-2020
8,9,Bakaye Dibassy,"€ 11,538","€ 600,000","€ 609,854",D,30,Mali,Amiens,Ligue 1,2019-2020
9,10,Thomas Monconduit,"€ 11,538","€ 600,000","€ 609,854",M,28,France,Amiens,Ligue 1,2019-2020
10,11,Christophe Jallet,"€ 9,808","€ 510,000","€ 518,376",D,35,France,Amiens,Ligue 1,2019-2020
11,12,Alexis Blin,"€ 9,038","€ 470,000","€ 477,719",M,22,France,Amiens,Ligue 1,2019-2020
12,13,Isaac Mbenza,"€ 8,654","€ 450,000","€ 457,390",F,23,Belgium,Amiens,Ligue 1,2019-2020
13,14,Fousseni Diabaté,"€ 8,654","€ 450,000","€ 457,390",F,23,Mali,Amiens,Ligue 1,2019-2020
14,15,Eddy Gnahoré,"€ 7,308","€ 380,000","€ 386,241",M,25,France,Amiens,Ligue 1,2019-2020
15,16,Haitam Aleesami,"€ 7,308","€ 380,000","€ 386,241",D,28,Norway,Amiens,Ligue 1,2019-2020
16,17,Arturo Calabresi,"€ 7,115","€ 370,000","€ 376,077",D,23,Italy,Amiens,Ligue 1,2019-2020
17,18,Nicholas Opoku,"€ 7,115","€ 370,000","€ 376,077",D,22,Ghana,Amiens,Ligue 1,2019-2020
18,19,Stiven Mendoza,"€ 6,923","€ 360,000","€ 365,912",F,27,Colombia,Amiens,Ligue 1,2019-2020
19,20,Juan Ferney Otero,"€ 5,769","€ 300,000","€ 304,927",F,24,Colombia,Amiens,Ligue 1,2019-2020
20,21,Rafal Kurzawa,"€ 5,769","€ 300,000","€ 304,927",M,26,Poland,Amiens,Ligue 1,2019-2020
21,22,Régis Gurtner,"€ 5,769","€ 300,000","€ 304,927",K,32,France,Amiens,Ligue 1,2019-2020
22,23,Jordan Lefort,"€ 4,808","€ 250,000","€ 254,106",D,26,France,Amiens,Ligue 1,2019-2020
23,24,Mathieu Bodmer,"€ 4,615","€ 240,000","€ 243,942",M,36,France,Amiens,Ligue 1,2019-2020
24,25,Matthieu Dreyer,"€ 3,269","€ 170,000","€ 172,792",K,30,France,Amiens,Ligue 1,2019-2020
25,26,Jonathan Bumbu,"€ 2,500","€ 130,000","€ 132,135",M,20,France,Amiens,Ligue 1,2019-2020
26,27,Ulrick Eneme Ella,"€ 2,500","€ 130,000","€ 132,135",F,18,France,Amiens,Ligue 1,2019-2020
27,28,Quentin Cornette,"€ 1,538","€ 80,000","€ 81,314",F,25,France,Amiens,Ligue 1,2019-2020
28,29,Madih Talal,€ 769,"€ 40,000","€ 40,657",M,22,France,Amiens,Ligue 1,2019-2020
29,30,Jayson Papeau,€ 769,"€ 40,000","€ 40,657",F,23,France,Amiens,Ligue 1,2019-2020
30,31,Darell Tokpa,€ 769,"€ 40,000","€ 40,657",F,18,France,Amiens,Ligue 1,2019-2020
31,32,Valentin Gendrey,€ 577,"€ 30,000","€ 30,493",D,19,France,Amiens,Ligue 1,2019-2020
