,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Tanguy Ndombélé,"€ 237,308","€ 12,340,000","€ 12,340,000",M,25,France,Lyon,Ligue 1,2021-2022
2,Anthony Lopes,"€ 92,308","€ 4,800,000","€ 4,800,000",K,31,Portugal,Lyon,Ligue 1,2021-2022
3,Islam Slimani,"€ 87,692","€ 4,560,000","€ 4,560,000",F,33,Algeria,Lyon,Ligue 1,2021-2022
4,Xherdan Shaqiri,"€ 80,769","€ 4,200,000","€ 4,200,000",F,30,Switzerland,Lyon,Ligue 1,2021-2022
5,Jérôme Boateng,"€ 80,769","€ 4,200,000","€ 4,200,000",D,33,Germany,Lyon,Ligue 1,2021-2022
6,Moussa Dembélé,"€ 78,846","€ 4,100,000","€ 4,100,000",F,25,France,Lyon,Ligue 1,2021-2022
7,Houssem Aouar,"€ 71,538","€ 3,720,000","€ 3,720,000",M,23,France,Lyon,Ligue 1,2021-2022
8,Thiago Mendes,"€ 69,231","€ 3,600,000","€ 3,600,000",M,29,Brazil,Lyon,Ligue 1,2021-2022
9,Lucas Paquetá,"€ 62,500","€ 3,250,000","€ 3,250,000",F,24,Brazil,Lyon,Ligue 1,2021-2022
10,Emerson,"€ 52,692","€ 2,740,000","€ 2,740,000",D,27,Italy,Lyon,Ligue 1,2021-2022
11,Jason Denayer,"€ 50,577","€ 2,630,000","€ 2,630,000",D,26,Belgium,Lyon,Ligue 1,2021-2022
12,Marcelo,"€ 46,346","€ 2,410,000","€ 2,410,000",D,34,Brazil,Lyon,Ligue 1,2021-2022
13,Bruno Guimarães,"€ 46,154","€ 2,400,000","€ 2,400,000",M,23,Brazil,Lyon,Ligue 1,2021-2022
14,Léo Dubois,"€ 38,077","€ 1,980,000","€ 1,980,000",D,27,France,Lyon,Ligue 1,2021-2022
15,Karl Toko Ekambi,"€ 29,423","€ 1,530,000","€ 1,530,000",F,29,Cameroon,Lyon,Ligue 1,2021-2022
16,Romain Faivre,"€ 23,077","€ 1,200,000","€ 1,200,000",M,23,France,Lyon,Ligue 1,2021-2022
17,Jeff Reine-Adélaïde,"€ 21,731","€ 1,130,000","€ 1,130,000",F,24,France,Lyon,Ligue 1,2021-2022
18,Tino Kadewere,"€ 20,769","€ 1,080,000","€ 1,080,000",F,26,Zimbabwe,Lyon,Ligue 1,2021-2022
19,Damien Da Silva,"€ 20,577","€ 1,070,000","€ 1,070,000",D,33,France,Lyon,Ligue 1,2021-2022
20,Julian Pollersbeck,"€ 19,423","€ 1,010,000","€ 1,010,000",K,27,Germany,Lyon,Ligue 1,2021-2022
21,Pape Cheikh,"€ 17,500","€ 910,000","€ 910,000",M,24,Senegal,Lyon,Ligue 1,2021-2022
22,Henrique,"€ 16,346","€ 850,000","€ 850,000",D,27,Brazil,Lyon,Ligue 1,2021-2022
23,Maxence Caqueret,"€ 16,154","€ 840,000","€ 840,000",M,21,France,Lyon,Ligue 1,2021-2022
24,Sinaly Diomandé,"€ 11,731","€ 610,000","€ 610,000",D,20,Cote d'Ivoire,Lyon,Ligue 1,2021-2022
25,Malo Gusto,"€ 7,692","€ 400,000","€ 400,000",D,18,France,Lyon,Ligue 1,2021-2022
26,Rayan Cherki,"€ 5,769","€ 300,000","€ 300,000",F,18,France,Lyon,Ligue 1,2021-2022
27,Malcolm Barcola,"€ 5,385","€ 280,000","€ 280,000",K,22,Togo,Lyon,Ligue 1,2021-2022
28,Lenny Pintor,"€ 3,077","€ 160,000","€ 160,000",F,21,France,Lyon,Ligue 1,2021-2022
29,Castello Lukeba,"€ 1,923","€ 100,000","€ 100,000",D,19,France,Lyon,Ligue 1,2021-2022
30,Habib Keïta,"€ 1,154","€ 60,000","€ 60,000",M,19,Mali,Lyon,Ligue 1,2021-2022
31,Florent Da Silva,"€ 1,154","€ 60,000","€ 60,000",M,18,France,Lyon,Ligue 1,2021-2022
32,Gaël Nsombi,€ 769,"€ 40,000","€ 40,000",F,18,France,Lyon,Ligue 1,2021-2022
