,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.0,0.0,0.0,0.0,0.0006901311249137336,0.004140786749482402,0.0027605244996549345,0.0013802622498274672,0.006901311249137336,0.004830917874396135,0.002070393374741201,0.006901311249137336,0.003450655624568668,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0027605244996549345,0.005521048999309869,0.006901311249137336,0.006901311249137336,0.006901311249137336,0.008281573498964804,0.0027605244996549345,0.004830917874396135,0.0027605244996549345,0.0,0.0013802622498274672,0.0027605244996549345
2,0.0,0.0,0.0,0.0,0.006211180124223602,0.015873015873015872,0.01725327812284334,0.01932367149758454,0.013112491373360938,0.008971704623878536,0.003450655624568668,0.0027605244996549345,0.0006901311249137336,0.002070393374741201,0.0006901311249137336,0.0
3,0.0,0.0006901311249137336,0.0006901311249137336,0.004830917874396135,0.00759144237405107,0.015873015873015872,0.017943409247757072,0.016563146997929608,0.00759144237405107,0.00966183574879227,0.004140786749482402,0.004140786749482402,0.003450655624568668,0.0013802622498274672,0.0006901311249137336,0.0
4,0.0,0.002070393374741201,0.0006901311249137336,0.002070393374741201,0.008971704623878536,0.011732229123533472,0.008281573498964804,0.00966183574879227,0.008971704623878536,0.008971704623878536,0.004830917874396135,0.002070393374741201,0.002070393374741201,0.0013802622498274672,0.0006901311249137336,0.0
5,0.0,0.0013802622498274672,0.004140786749482402,0.0013802622498274672,0.006211180124223602,0.01518288474810214,0.006211180124223602,0.03036576949620428,0.03036576949620428,0.00966183574879227,0.004830917874396135,0.006211180124223602,0.0006901311249137336,0.0013802622498274672,0.002070393374741201,0.0
6,0.0,0.0013802622498274672,0.004140786749482402,0.0027605244996549345,0.005521048999309869,0.00966183574879227,0.00759144237405107,0.025534851621808144,0.01932367149758454,0.006211180124223602,0.00759144237405107,0.003450655624568668,0.0013802622498274672,0.0,0.0006901311249137336,0.0
7,0.0013802622498274672,0.0006901311249137336,0.0006901311249137336,0.0027605244996549345,0.011042097998619738,0.014492753623188406,0.00966183574879227,0.018633540372670808,0.010351966873706004,0.00966183574879227,0.008971704623878536,0.003450655624568668,0.0006901311249137336,0.0,0.0006901311249137336,0.0
8,0.0,0.0,0.0013802622498274672,0.0027605244996549345,0.006901311249137336,0.01932367149758454,0.026224982746721876,0.01932367149758454,0.012422360248447204,0.012422360248447204,0.005521048999309869,0.005521048999309869,0.0013802622498274672,0.0006901311249137336,0.0006901311249137336,0.0
9,0.0,0.0,0.0,0.0006901311249137336,0.004830917874396135,0.011732229123533472,0.014492753623188406,0.017943409247757072,0.010351966873706004,0.015873015873015872,0.008971704623878536,0.005521048999309869,0.0013802622498274672,0.0006901311249137336,0.0,0.0006901311249137336
10,0.0,0.0,0.0,0.0013802622498274672,0.002070393374741201,0.00759144237405107,0.014492753623188406,0.013802622498274672,0.015873015873015872,0.006211180124223602,0.008281573498964804,0.003450655624568668,0.0027605244996549345,0.0013802622498274672,0.0,0.0013802622498274672
11,0.0,0.0,0.0,0.0,0.0006901311249137336,0.0027605244996549345,0.005521048999309869,0.008281573498964804,0.006901311249137336,0.016563146997929608,0.008971704623878536,0.00966183574879227,0.0006901311249137336,0.0013802622498274672,0.0,0.0006901311249137336
