,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.0020753038837829827,0.0,0.0,0.0011858879335902757,0.0011858879335902757,0.0020753038837829827,0.0020753038837829827,0.0014823599169878447,0.0014823599169878447,0.0017788319003854136,0.0014823599169878447,0.004150607767565965,0.0017788319003854136,0.0002964719833975689,0.0005929439667951378,0.0002964719833975689
1,0.0,0.0,0.0002964719833975689,0.0020753038837829827,0.006522383634746516,0.008597687518529499,0.005040023717758672,0.0023717758671805513,0.0008894159501927068,0.0005929439667951378,0.0029647198339756895,0.0026682478505781204,0.0002964719833975689,0.0,0.0,0.0002964719833975689
2,0.0002964719833975689,0.0002964719833975689,0.0002964719833975689,0.004743551734361103,0.02016009487103469,0.017788319003854136,0.0071153276015416544,0.004150607767565965,0.0011858879335902757,0.0011858879335902757,0.0008894159501927068,0.005336495701156241,0.0014823599169878447,0.0,0.0005929439667951378,0.0002964719833975689
3,0.0002964719833975689,0.0017788319003854136,0.0020753038837829827,0.005929439667951379,0.03142603024014231,0.02431070263860065,0.009783575452119775,0.004743551734361103,0.0017788319003854136,0.0008894159501927068,0.0008894159501927068,0.003261191817373258,0.0017788319003854136,0.0,0.0,0.0
4,0.0002964719833975689,0.0023717758671805513,0.0011858879335902757,0.00830121553513193,0.0305366142899496,0.020456566854432257,0.008894159501927068,0.004447079750963534,0.0020753038837829827,0.0002964719833975689,0.0035576638007708272,0.0017788319003854136,0.0017788319003854136,0.0002964719833975689,0.0002964719833975689,0.0
5,0.0014823599169878447,0.010080047435517344,0.005929439667951379,0.006818855618144086,0.02431070263860065,0.021049510821227396,0.009487103468722205,0.014527127186480878,0.005929439667951379,0.0002964719833975689,0.0008894159501927068,0.0005929439667951378,0.0008894159501927068,0.0005929439667951378,0.0002964719833975689,0.0
6,0.0035576638007708272,0.018084790987251704,0.003261191817373258,0.007708271568336793,0.01660243107026386,0.022531870738215238,0.012451823302697895,0.01749184702045657,0.00830121553513193,0.0020753038837829827,0.0017788319003854136,0.0014823599169878447,0.0005929439667951378,0.0005929439667951378,0.0002964719833975689,0.0
7,0.0023717758671805513,0.006522383634746516,0.0023717758671805513,0.007708271568336793,0.013341239252890602,0.026089534538986065,0.019863622887637118,0.010969463385710051,0.004150607767565965,0.0020753038837829827,0.0020753038837829827,0.0017788319003854136,0.0014823599169878447,0.0011858879335902757,0.0,0.0
8,0.0005929439667951378,0.0014823599169878447,0.0014823599169878447,0.008004743551734361,0.015416543136673585,0.02757189445597391,0.023124814705010377,0.015713015120071155,0.005929439667951379,0.006225911651348948,0.004743551734361103,0.003261191817373258,0.0008894159501927068,0.0011858879335902757,0.0,0.0
9,0.0,0.0005929439667951378,0.0008894159501927068,0.005040023717758672,0.018084790987251704,0.020456566854432257,0.021049510821227396,0.011858879335902758,0.005336495701156241,0.004150607767565965,0.0020753038837829827,0.0023717758671805513,0.0005929439667951378,0.0,0.0,0.0002964719833975689
10,0.0,0.0,0.0014823599169878447,0.0029647198339756895,0.020753038837829824,0.027275422472576343,0.01689890305366143,0.008894159501927068,0.004743551734361103,0.005929439667951379,0.004743551734361103,0.0026682478505781204,0.0005929439667951378,0.0008894159501927068,0.0008894159501927068,0.0008894159501927068
11,0.0002964719833975689,0.0,0.0002964719833975689,0.0020753038837829827,0.014527127186480878,0.014230655203083309,0.014527127186480878,0.008004743551734361,0.004743551734361103,0.004447079750963534,0.0038541357841683963,0.003261191817373258,0.0008894159501927068,0.0014823599169878447,0.0005929439667951378,0.0008894159501927068
