,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Adnan Januzaj,"€ 76,923","€ 4,000,000","€ 4,110,416",F,23,Belgium,Real Sociedad,La Liga,2018-2019
2,Theo Hernández,"€ 69,231","€ 3,600,000","€ 3,699,374",D,20,France,Real Sociedad,La Liga,2018-2019
3,Sandro Ramírez,"€ 57,923","€ 3,012,000","€ 3,095,143",F,22,Spain,Real Sociedad,La Liga,2018-2019
4,Willian José,"€ 56,596","€ 2,943,000","€ 3,024,239",F,26,Brazil,Real Sociedad,La Liga,2018-2019
5,Asier Illarramendi,"€ 55,000","€ 2,860,000","€ 2,938,947",M,28,Spain,Real Sociedad,La Liga,2018-2019
6,Gerónimo Rulli,"€ 46,000","€ 2,392,000","€ 2,458,029",K,26,Argentina,Real Sociedad,La Liga,2018-2019
7,Mikel Oyarzabal,"€ 43,115","€ 2,242,000","€ 2,303,888",F,21,Spain,Real Sociedad,La Liga,2018-2019
8,Mikel Merino,"€ 41,423","€ 2,154,000","€ 2,213,459",M,22,Spain,Real Sociedad,La Liga,2018-2019
9,Juanmi,"€ 40,231","€ 2,092,000","€ 2,149,748",F,25,Spain,Real Sociedad,La Liga,2018-2019
10,Miguel Ángel Moyà,"€ 39,154","€ 2,036,000","€ 2,092,202",K,34,Spain,Real Sociedad,La Liga,2018-2019
11,Martín Zubimendi,"€ 33,077","€ 1,720,000","€ 1,767,479",M,19,Spain,Real Sociedad,La Liga,2018-2019
12,Diego Llorente,"€ 31,481","€ 1,637,000","€ 1,682,188",D,24,Spain,Real Sociedad,La Liga,2018-2019
13,Raúl Navas,"€ 25,442","€ 1,323,000","€ 1,359,520",D,30,Spain,Real Sociedad,La Liga,2018-2019
14,Héctor Moreno,"€ 21,269","€ 1,106,000","€ 1,136,530",D,30,Mexico,Real Sociedad,La Liga,2018-2019
15,Joseba Zaldua,"€ 18,462","€ 960,000","€ 986,500",D,26,Spain,Real Sociedad,La Liga,2018-2019
16,Aritz Elustondo,"€ 17,750","€ 923,000","€ 948,478",D,24,Spain,Real Sociedad,La Liga,2018-2019
17,Jon Bautista,"€ 15,904","€ 827,000","€ 849,828",F,22,Spain,Real Sociedad,La Liga,2018-2019
18,David Zurutuza,"€ 15,327","€ 797,000","€ 819,000",M,31,Spain,Real Sociedad,La Liga,2018-2019
19,Kévin Rodrigues,"€ 12,788","€ 665,000","€ 683,357",D,24,Portugal,Real Sociedad,La Liga,2018-2019
20,Igor Zubeldia,"€ 11,904","€ 619,000","€ 636,087",M,21,Spain,Real Sociedad,La Liga,2018-2019
21,Rubén Pardo,"€ 7,673","€ 399,000","€ 410,014",M,25,Spain,Real Sociedad,La Liga,2018-2019
22,Luca Sangalli,"€ 7,058","€ 367,000","€ 377,131",M,23,Spain,Real Sociedad,La Liga,2018-2019
23,Andoni Gorosabel,"€ 6,923","€ 360,000","€ 369,937",D,21,Spain,Real Sociedad,La Liga,2018-2019
24,Martín Merquelanz,"€ 5,058","€ 263,000","€ 270,260",F,23,Spain,Real Sociedad,La Liga,2018-2019
25,Robin Le Normand,"€ 1,500","€ 78,000","€ 80,153",D,21,France,Real Sociedad,La Liga,2018-2019
26,Andoni Zubiaurre,€ 769,"€ 40,000","€ 41,104",K,21,Spain,Real Sociedad,La Liga,2018-2019
27,Roberto López,€ 0,€ 0,€ 0,M,18,Spain,Real Sociedad,La Liga,2018-2019
28,Näis Djouahra,€ 0,€ 0,€ 0,F,18,France,Real Sociedad,La Liga,2018-2019
29,Ander Guevara,€ 0,€ 0,€ 0,M,20,Spain,Real Sociedad,La Liga,2018-2019
30,Ander Barrenetxea,€ 0,€ 0,€ 0,F,16,Spain,Real Sociedad,La Liga,2018-2019
31,Alex Sola,€ 0,€ 0,€ 0,D,19,Spain,Real Sociedad,La Liga,2018-2019
32,Aihen Muñoz,€ 0,€ 0,€ 0,D,20,Spain,Real Sociedad,La Liga,2018-2019
33,Zourdine Thior,€ 0,€ 0,€ 0,F,20,Senegal,Real Sociedad,La Liga,2018-2019
