,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Sergi Enrich,"€ 26,923","€ 1,400,000","€ 1,438,646",F,28,Spain,Eibar,La Liga,2018-2019
2,Pedro León,"€ 23,558","€ 1,225,000","€ 1,258,815",F,31,Spain,Eibar,La Liga,2018-2019
3,Fabián Orellana,"€ 23,519","€ 1,223,000","€ 1,256,760",F,32,Chile,Eibar,La Liga,2018-2019
4,Paulo Oliveira,"€ 22,827","€ 1,187,000","€ 1,219,766",D,26,Portugal,Eibar,La Liga,2018-2019
5,Gonzalo Escalante,"€ 22,558","€ 1,173,000","€ 1,205,379",M,25,Argentina,Eibar,La Liga,2018-2019
6,Sergio Álvarez,"€ 20,788","€ 1,081,000","€ 1,110,840",M,26,Spain,Eibar,La Liga,2018-2019
7,Kike García,"€ 19,154","€ 996,000","€ 1,023,494",F,28,Spain,Eibar,La Liga,2018-2019
8,Pape Diop,"€ 18,692","€ 972,000","€ 998,831",M,32,Senegal,Eibar,La Liga,2018-2019
9,Iván Ramis,"€ 18,500","€ 962,000","€ 988,555",D,33,Spain,Eibar,La Liga,2018-2019
10,Yoel Rodríguez,"€ 17,250","€ 897,000","€ 921,761",K,29,Spain,Eibar,La Liga,2018-2019
11,José Ángel,"€ 16,635","€ 865,000","€ 888,877",D,28,Spain,Eibar,La Liga,2018-2019
12,Bebé,"€ 16,481","€ 857,000","€ 880,657",F,27,Portugal,Eibar,La Liga,2018-2019
13,Joan Jordán,"€ 15,519","€ 807,000","€ 829,276",M,23,Spain,Eibar,La Liga,2018-2019
14,Charles,"€ 15,019","€ 781,000","€ 802,559",F,34,Brazil,Eibar,La Liga,2018-2019
15,Rubén Peña,"€ 15,000","€ 780,000","€ 801,531",D,26,Spain,Eibar,La Liga,2018-2019
16,Pablo Hervías,"€ 14,981","€ 779,000","€ 800,504",F,25,Spain,Eibar,La Liga,2018-2019
17,Pablo de Blasis,"€ 14,115","€ 734,000","€ 754,261",F,30,Argentina,Eibar,La Liga,2018-2019
18,Marko Dmitrovic,"€ 13,846","€ 720,000","€ 739,875",K,26,Serbia,Eibar,La Liga,2018-2019
19,Jordi Calavera,"€ 12,673","€ 659,000","€ 677,191",D,22,Spain,Eibar,La Liga,2018-2019
20,Pere Milla,"€ 12,231","€ 636,000","€ 653,556",F,25,Spain,Eibar,La Liga,2018-2019
21,Asier Riesgo,"€ 8,846","€ 460,000","€ 472,698",K,34,Spain,Eibar,La Liga,2018-2019
22,Pedro Bigas,"€ 6,250","€ 325,000","€ 333,971",D,28,Spain,Eibar,La Liga,2018-2019
23,Marc Cucurella,"€ 3,981","€ 207,000","€ 212,714",D,19,Spain,Eibar,La Liga,2018-2019
24,Marc Cardona,"€ 3,308","€ 172,000","€ 176,748",F,22,Spain,Eibar,La Liga,2018-2019
25,Anaitz Arbilla,"€ 2,865","€ 149,000","€ 153,113",D,31,Spain,Eibar,La Liga,2018-2019
26,Markel Areitio,€ 0,€ 0,€ 0,K,21,Spain,Eibar,La Liga,2018-2019
27,José Antonio Martínez,€ 0,€ 0,€ 0,D,25,Spain,Eibar,La Liga,2018-2019
28,Kaiser,€ 0,€ 0,€ 0,D,22,Spain,Eibar,La Liga,2018-2019
29,Alberto Mari,€ 0,€ 0,€ 0,F,16,Spain,Eibar,La Liga,2018-2019
30,Miguel Marí,€ 0,€ 0,€ 0,M,21,Spain,Eibar,La Liga,2018-2019
31,Nano Mesa,€ 0,€ 0,€ 0,F,23,Spain,Eibar,La Liga,2018-2019
32,Unai Elgezabal,€ 0,€ 0,€ 0,D,25,Spain,Eibar,La Liga,2018-2019
