,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Guus Til,"€ 21,154","€ 1,100,000","€ 1,100,000",F,22,Netherlands,Freiburg,Bundesliga,2020-2021
2,Baptiste Santamaria,"€ 21,154","€ 1,100,000","€ 1,100,000",M,25,France,Freiburg,Bundesliga,2020-2021
3,Vincenzo Grifo,"€ 18,269","€ 950,000","€ 950,000",F,27,Italy,Freiburg,Bundesliga,2020-2021
4,Nicolas Höfler,"€ 17,308","€ 900,000","€ 900,000",M,30,Germany,Freiburg,Bundesliga,2020-2021
5,Amir Abrashi,"€ 16,346","€ 850,000","€ 850,000",M,30,Albania,Freiburg,Bundesliga,2020-2021
6,Dominique Heintz,"€ 16,154","€ 840,000","€ 840,000",D,27,Germany,Freiburg,Bundesliga,2020-2021
7,Christian Günter,"€ 15,577","€ 810,000","€ 810,000",D,27,Germany,Freiburg,Bundesliga,2020-2021
8,Jonathan Schmid,"€ 15,577","€ 810,000","€ 810,000",D,30,France,Freiburg,Bundesliga,2020-2021
9,Nils Petersen,"€ 14,423","€ 750,000","€ 750,000",F,31,Germany,Freiburg,Bundesliga,2020-2021
10,Janik Haberer,"€ 14,231","€ 740,000","€ 740,000",M,26,Germany,Freiburg,Bundesliga,2020-2021
11,Philipp Lienhart,"€ 13,077","€ 680,000","€ 680,000",D,24,Austria,Freiburg,Bundesliga,2020-2021
12,Chang-hoon Kwon,"€ 11,923","€ 620,000","€ 620,000",F,26,South Korea,Freiburg,Bundesliga,2020-2021
13,Roland Sallai,"€ 10,769","€ 560,000","€ 560,000",F,23,Hungary,Freiburg,Bundesliga,2020-2021
14,Manuel Gulde,"€ 9,423","€ 490,000","€ 490,000",D,29,Germany,Freiburg,Bundesliga,2020-2021
15,Luca Itter,"€ 8,654","€ 450,000","€ 450,000",D,21,Germany,Freiburg,Bundesliga,2020-2021
16,Lucas Höler,"€ 8,269","€ 430,000","€ 430,000",F,26,Germany,Freiburg,Bundesliga,2020-2021
17,Woo-yeong Jeong,"€ 7,500","€ 390,000","€ 390,000",F,21,South Korea,Freiburg,Bundesliga,2020-2021
18,Benjamin Uphoff,"€ 7,308","€ 380,000","€ 380,000",K,27,Germany,Freiburg,Bundesliga,2020-2021
19,Ermedin Demirovic,"€ 7,115","€ 370,000","€ 370,000",F,22,Bosnia-Herzegovina,Freiburg,Bundesliga,2020-2021
20,Mark Flekken,"€ 6,731","€ 350,000","€ 350,000",K,27,Netherlands,Freiburg,Bundesliga,2020-2021
21,Florian Müller,"€ 5,962","€ 310,000","€ 310,000",K,22,Germany,Freiburg,Bundesliga,2020-2021
22,Lukas Kübler,"€ 4,808","€ 250,000","€ 250,000",D,28,Germany,Freiburg,Bundesliga,2020-2021
23,Niclas Thiede,"€ 1,923","€ 100,000","€ 100,000",K,21,Germany,Freiburg,Bundesliga,2020-2021
24,Yannik Keitel,"€ 1,346","€ 70,000","€ 70,000",M,20,Germany,Freiburg,Bundesliga,2020-2021
25,Lino Tempelmann,"€ 1,346","€ 70,000","€ 70,000",M,21,Germany,Freiburg,Bundesliga,2020-2021
26,Keven Schlotterbeck,"€ 1,154","€ 60,000","€ 60,000",D,23,Germany,Freiburg,Bundesliga,2020-2021
27,Carlo Boukhalfa,€ 769,"€ 40,000","€ 40,000",M,21,Germany,Freiburg,Bundesliga,2020-2021
