,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Robert Lewandowski,"€ 442,308","€ 23,000,000","€ 23,000,000",F,32,Poland,Bayern Munich,Bundesliga,2020-2021
2,Manuel Neuer,"€ 384,615","€ 20,000,000","€ 20,000,000",K,34,Germany,Bayern Munich,Bundesliga,2020-2021
3,Thomas Müller,"€ 384,615","€ 20,000,000","€ 20,000,000",F,31,Germany,Bayern Munich,Bundesliga,2020-2021
4,Leroy Sané,"€ 384,615","€ 20,000,000","€ 20,000,000",F,24,Germany,Bayern Munich,Bundesliga,2020-2021
5,Lucas Hernández,"€ 346,154","€ 18,000,000","€ 18,000,000",D,24,France,Bayern Munich,Bundesliga,2020-2021
6,Jérôme Boateng,"€ 230,769","€ 12,000,000","€ 12,000,000",D,32,Germany,Bayern Munich,Bundesliga,2020-2021
7,Alphonso Davies,"€ 216,346","€ 11,250,000","€ 11,250,000",D,19,Canada,Bayern Munich,Bundesliga,2020-2021
8,Douglas Costa,"€ 201,923","€ 10,500,000","€ 10,500,000",F,30,Brazil,Bayern Munich,Bundesliga,2020-2021
9,Leon Goretzka,"€ 192,308","€ 10,000,000","€ 10,000,000",M,25,Germany,Bayern Munich,Bundesliga,2020-2021
10,David Alaba,"€ 192,308","€ 10,000,000","€ 10,000,000",D,28,Austria,Bayern Munich,Bundesliga,2020-2021
11,Kingsley Coman,"€ 153,846","€ 8,000,000","€ 8,000,000",F,24,France,Bayern Munich,Bundesliga,2020-2021
12,Serge Gnabry,"€ 153,846","€ 8,000,000","€ 8,000,000",F,25,Germany,Bayern Munich,Bundesliga,2020-2021
13,Joshua Kimmich,"€ 151,923","€ 7,900,000","€ 7,900,000",M,25,Germany,Bayern Munich,Bundesliga,2020-2021
14,Corentin Tolisso,"€ 134,615","€ 7,000,000","€ 7,000,000",M,26,France,Bayern Munich,Bundesliga,2020-2021
15,Niklas Süle,"€ 134,615","€ 7,000,000","€ 7,000,000",D,25,Germany,Bayern Munich,Bundesliga,2020-2021
16,Javi Martínez,"€ 115,385","€ 6,000,000","€ 6,000,000",M,32,Spain,Bayern Munich,Bundesliga,2020-2021
17,Alexander Nübel,"€ 96,154","€ 5,000,000","€ 5,000,000",K,24,Germany,Bayern Munich,Bundesliga,2020-2021
18,Benjamin Pavard,"€ 96,154","€ 5,000,000","€ 5,000,000",D,24,France,Bayern Munich,Bundesliga,2020-2021
19,Jamal Musiala,"€ 96,154","€ 5,000,000","€ 5,000,000",F,17,England,Bayern Munich,Bundesliga,2020-2021
20,Eric Maxim Choupo-Moting,"€ 67,308","€ 3,500,000","€ 3,500,000",F,32,Cameroon,Bayern Munich,Bundesliga,2020-2021
21,Marc Roca,"€ 53,846","€ 2,800,000","€ 2,800,000",M,23,Spain,Bayern Munich,Bundesliga,2020-2021
22,Tanguy Nianzou,"€ 38,462","€ 2,000,000","€ 2,000,000",D,18,France,Bayern Munich,Bundesliga,2020-2021
23,Bouna Sarr,"€ 36,538","€ 1,900,000","€ 1,900,000",D,28,France,Bayern Munich,Bundesliga,2020-2021
24,Tiago Dantas,"€ 3,846","€ 200,000","€ 200,000",M,20,Portugal,Bayern Munich,Bundesliga,2020-2021
25,Leon Dajaku,"€ 3,654","€ 190,000","€ 190,000",F,19,Germany,Bayern Munich,Bundesliga,2020-2021
26,Ron-Thorben Hoffmann,"€ 1,923","€ 100,000","€ 100,000",K,21,Germany,Bayern Munich,Bundesliga,2020-2021
27,Chris Richards,"€ 1,538","€ 80,000","€ 80,000",D,20,United States,Bayern Munich,Bundesliga,2020-2021
28,Daniels Ontuzans,"€ 1,346","€ 70,000","€ 70,000",F,20,Latvia,Bayern Munich,Bundesliga,2020-2021
29,Bright Arrey-Mbi,€ 769,"€ 40,000","€ 40,000",D,17,Germany,Bayern Munich,Bundesliga,2020-2021
30,Angelo Stiller,€ 769,"€ 40,000","€ 40,000",M,19,Germany,Bayern Munich,Bundesliga,2020-2021
