,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Nani,"€ 113,096","€ 5,881,000","€ 6,019,517",F,30,Portugal,Lazio,Serie A,2017-2018
2,Ciro Immobile,"€ 88,154","€ 4,584,000","€ 4,691,969",F,27,Italy,Lazio,Serie A,2017-2018
3,Lucas Leiva,"€ 74,288","€ 3,863,000","€ 3,953,987",M,30,Brazil,Lazio,Serie A,2017-2018
4,Luis Alberto,"€ 63,481","€ 3,301,000","€ 3,378,750",M,24,Spain,Lazio,Serie A,2017-2018
5,Sergej Milinkovic-Savic,"€ 52,885","€ 2,750,000","€ 2,814,772",M,22,Serbia,Lazio,Serie A,2017-2018
6,Federico Marchetti,"€ 49,385","€ 2,568,000","€ 2,628,485",K,34,Italy,Lazio,Serie A,2017-2018
7,Stefan Radu,"€ 49,385","€ 2,568,000","€ 2,628,485",D,30,Romania,Lazio,Serie A,2017-2018
8,Stefan de Vrij,"€ 45,846","€ 2,384,000","€ 2,440,151",D,25,Netherlands,Lazio,Serie A,2017-2018
9,Felipe Caicedo,"€ 45,462","€ 2,364,000","€ 2,419,680",F,28,Ecuador,Lazio,Serie A,2017-2018
10,Senad Lulic,"€ 42,327","€ 2,201,000","€ 2,252,841",M,31,Bosnia-Herzegovina,Lazio,Serie A,2017-2018
11,Marco Parolo,"€ 42,327","€ 2,201,000","€ 2,252,841",M,32,Italy,Lazio,Serie A,2017-2018
12,Felipe Anderson,"€ 42,327","€ 2,201,000","€ 2,252,841",F,24,Brazil,Lazio,Serie A,2017-2018
13,Filip Djordjevic,"€ 42,327","€ 2,201,000","€ 2,252,841",F,29,Serbia,Lazio,Serie A,2017-2018
14,Bastos,"€ 35,269","€ 1,834,000","€ 1,877,197",D,26,Angola,Lazio,Serie A,2017-2018
15,Jordan Lukaku,"€ 35,269","€ 1,834,000","€ 1,877,197",D,22,Belgium,Lazio,Serie A,2017-2018
16,Wallace,"€ 35,269","€ 1,834,000","€ 1,877,197",D,22,Brazil,Lazio,Serie A,2017-2018
17,Adam Marusic,"€ 34,673","€ 1,803,000","€ 1,845,467",M,24,Montenegro,Lazio,Serie A,2017-2018
18,Dusan Basta,"€ 28,231","€ 1,468,000","€ 1,502,576",D,32,Serbia,Lazio,Serie A,2017-2018
19,Thomas Strakosha,"€ 28,231","€ 1,468,000","€ 1,502,576",K,22,Albania,Lazio,Serie A,2017-2018
20,Davide Di Gennaro,"€ 28,135","€ 1,463,000","€ 1,497,459",M,29,Italy,Lazio,Serie A,2017-2018
21,Patric,"€ 24,692","€ 1,284,000","€ 1,314,243",D,24,Spain,Lazio,Serie A,2017-2018
22,Martín Cáceres,"€ 24,673","€ 1,283,000","€ 1,313,219",D,30,Uruguay,Lazio,Serie A,2017-2018
23,Maurício,"€ 23,385","€ 1,216,000","€ 1,244,641",D,28,Brazil,Lazio,Serie A,2017-2018
24,Ivan Vargic,"€ 17,635","€ 917,000","€ 938,598",K,30,Croatia,Lazio,Serie A,2017-2018
25,Alessandro Murgia,"€ 17,635","€ 917,000","€ 938,598",M,20,Italy,Lazio,Serie A,2017-2018
26,Cristiano Lombardi,"€ 8,808","€ 458,000","€ 468,787",F,21,Italy,Lazio,Serie A,2017-2018
27,Brayan Perea,"€ 6,692","€ 348,000","€ 356,197",F,24,Colombia,Lazio,Serie A,2017-2018
28,Pedro Neto,"€ 4,481","€ 233,000","€ 238,488",F,17,Portugal,Lazio,Serie A,2017-2018
29,Luiz Felipe,"€ 4,154","€ 216,000","€ 221,088",D,20,Brazil,Lazio,Serie A,2017-2018
30,Luca Crecco,"€ 3,462","€ 180,000","€ 184,240",M,21,Italy,Lazio,Serie A,2017-2018
31,Guido Guerrieri,"€ 3,346","€ 174,000","€ 178,098",K,21,Italy,Lazio,Serie A,2017-2018
32,Bruno Jordão,"€ 2,981","€ 155,000","€ 158,651",M,18,Portugal,Lazio,Serie A,2017-2018
33,Abukar Mohamed,"€ 2,827","€ 147,000","€ 150,462",M,18,Finland,Lazio,Serie A,2017-2018
34,Mattia Petricca,€ 250,"€ 13,000","€ 13,306",D,16,Italy,Lazio,Serie A,2017-2018
35,Federico Cirillo,€ 250,"€ 13,000","€ 13,306",K,16,Italy,Lazio,Serie A,2017-2018
36,Edoardo Rezzi,€ 250,"€ 13,000","€ 13,306",F,17,Italy,Lazio,Serie A,2017-2018
37,Alessio Miceli,€ 250,"€ 13,000","€ 13,306",M,17,Italy,Lazio,Serie A,2017-2018
38,Lorenzo Spurio,€ 250,"€ 13,000","€ 13,306",F,18,Italy,Lazio,Serie A,2017-2018
39,Nicolò Armini,€ 250,"€ 13,000","€ 13,306",D,16,Italy,Lazio,Serie A,2017-2018
40,Wesley Hoedt,€ 0,€ 0,€ 0,D,23,Netherlands,Lazio,Serie A,2017-2018
41,Keita Baldé,€ 0,€ 0,€ 0,F,22,Senegal,Lazio,Serie A,2017-2018
42,Ricardo Kishna,€ 0,€ 0,€ 0,F,22,Netherlands,Lazio,Serie A,2017-2018
43,Simone Palombi,€ 0,€ 0,€ 0,F,21,Italy,Lazio,Serie A,2017-2018
44,Christopher Oikonomidis,€ 0,€ 0,€ 0,F,22,Australia,Lazio,Serie A,2017-2018
