,Unnamed: 0,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
0,1,Kévin Bérigaud,"€ 13,269","€ 690,000","€ 725,670",F,28,France,Angers,Ligue 1,2016-2017
1,2,Thomas Mangani,"€ 10,096","€ 525,000","€ 552,140",M,29,France,Angers,Ligue 1,2016-2017
2,3,Famara Diédhiou,"€ 10,096","€ 525,000","€ 552,140",F,23,Senegal,Angers,Ligue 1,2016-2017
3,4,Karl Toko Ekambi,"€ 10,096","€ 525,000","€ 552,140",F,23,Cameroon,Angers,Ligue 1,2016-2017
4,5,Jamel Saihi,"€ 9,904","€ 515,000","€ 541,623",M,29,Tunisia,Angers,Ligue 1,2016-2017
5,6,Romain Thomas,"€ 8,692","€ 452,000","€ 475,367",D,28,France,Angers,Ligue 1,2016-2017
6,7,Pablo Martinez,"€ 8,615","€ 448,000","€ 471,160",D,27,France,Angers,Ligue 1,2016-2017
7,8,Yoann Andreu,"€ 7,577","€ 394,000","€ 414,368",D,27,France,Angers,Ligue 1,2016-2017
8,9,Gilles Sunu,"€ 7,577","€ 394,000","€ 414,368",F,25,Togo,Angers,Ligue 1,2016-2017
9,10,Ismaël Traoré,"€ 7,577","€ 394,000","€ 414,368",D,29,Cote d'Ivoire,Angers,Ligue 1,2016-2017
10,11,Pierrick Capelle,"€ 7,577","€ 394,000","€ 414,368",M,29,France,Angers,Ligue 1,2016-2017
11,12,Vincent Manceau,"€ 7,577","€ 394,000","€ 414,368",D,26,France,Angers,Ligue 1,2016-2017
12,13,Flavien Tait,"€ 7,519","€ 391,000","€ 411,213",F,23,France,Angers,Ligue 1,2016-2017
13,14,Nicolas Pépé,"€ 7,481","€ 389,000","€ 409,110",F,21,Cote d'Ivoire,Angers,Ligue 1,2016-2017
14,15,Abdoulaye Bamba,"€ 7,462","€ 388,000","€ 408,058",D,26,Cote d'Ivoire,Angers,Ligue 1,2016-2017
15,16,Denis Petric,"€ 7,423","€ 386,000","€ 405,955",K,28,Serbia,Angers,Ligue 1,2016-2017
16,17,Mathieu Michel,"€ 7,346","€ 382,000","€ 401,748",K,24,France,Angers,Ligue 1,2016-2017
17,18,Mateo Pavlovic,"€ 7,250","€ 377,000","€ 396,489",D,26,Croatia,Angers,Ligue 1,2016-2017
18,19,Grégory Bourillon,"€ 6,462","€ 336,000","€ 353,370",D,32,France,Angers,Ligue 1,2016-2017
19,20,Mathias Serin,"€ 6,058","€ 315,000","€ 331,284",M,24,France,Angers,Ligue 1,2016-2017
20,21,Issa Cissokho,"€ 6,019","€ 313,000","€ 329,181",D,31,Senegal,Angers,Ligue 1,2016-2017
21,22,Dickson Nwakaeme,"€ 5,635","€ 293,000","€ 308,147",F,30,Nigeria,Angers,Ligue 1,2016-2017
22,23,Jonathan Bamba,"€ 3,962","€ 206,000","€ 216,649",F,20,France,Angers,Ligue 1,2016-2017
23,24,Alexandre Letellier,"€ 3,077","€ 160,000","€ 168,271",K,25,France,Angers,Ligue 1,2016-2017
24,25,Ronan Touzet,"€ 1,231","€ 64,000","€ 67,309",D,18,France,Angers,Ligue 1,2016-2017
25,26,Mehdi Tahrat,€ 0,€ 0,€ 0,D,26,Algeria,Angers,Ligue 1,2016-2017
26,27,Anthony Mandrea,€ 0,€ 0,€ 0,K,19,France,Angers,Ligue 1,2016-2017
27,28,Yoane Wissa,€ 0,€ 0,€ 0,M,19,France,Angers,Ligue 1,2016-2017
28,29,Goran Karanovic,€ 0,€ 0,€ 0,F,28,Switzerland,Angers,Ligue 1,2016-2017
29,30,Férébory Doré,€ 0,€ 0,€ 0,F,27,Congo,Angers,Ligue 1,2016-2017
30,31,Kalifa Traoré,€ 0,€ 0,€ 0,D,25,Mali,Angers,Ligue 1,2016-2017
31,32,Aïssa Laïdouni,€ 0,€ 0,€ 0,M,19,France,Angers,Ligue 1,2016-2017
32,33,Billy Ketkeophomphone,€ 0,€ 0,€ 0,M,26,France,Angers,Ligue 1,2016-2017
33,34,Baptiste Santamaría,€ 0,€ 0,€ 0,M,21,France,Angers,Ligue 1,2016-2017
34,35,Gabriel Mutombo,€ 0,€ 0,€ 0,D,20,France,Angers,Ligue 1,2016-2017
35,36,Cheikh N'Doye,€ 0,€ 0,€ 0,M,30,Senegal,Angers,Ligue 1,2016-2017
0,1,Abdelhamid El Kaoutari,"€ 17,750","€ 923,000","€ 970,715",D,26,Morocco,Bastia,Ligue 1,2016-2017
1,2,Pierre Bengtsson,"€ 15,231","€ 792,000","€ 832,943",D,28,Sweden,Bastia,Ligue 1,2016-2017
2,3,Sébastien Squillaci,"€ 15,231","€ 792,000","€ 832,943",D,35,France,Bastia,Ligue 1,2016-2017
3,4,Allan Saint-Maximin,"€ 13,269","€ 690,000","€ 725,670",F,19,France,Bastia,Ligue 1,2016-2017
4,5,Prince Oniangué,"€ 11,115","€ 578,000","€ 607,880",M,27,Congo,Bastia,Ligue 1,2016-2017
5,6,Lenny Nangis,"€ 10,904","€ 567,000","€ 596,312",F,22,Guadeloupe,Bastia,Ligue 1,2016-2017
6,7,Lindsay Rose,"€ 10,442","€ 543,000","€ 571,071",D,24,Mauritius,Bastia,Ligue 1,2016-2017
7,8,Florian Marange,"€ 10,096","€ 525,000","€ 552,140",D,30,France,Bastia,Ligue 1,2016-2017
8,9,Mathieu Peybernes,"€ 9,904","€ 515,000","€ 541,623",D,25,France,Bastia,Ligue 1,2016-2017
9,10,Yannick Cahuzac,"€ 9,788","€ 509,000","€ 535,313",M,31,France,Bastia,Ligue 1,2016-2017
10,11,Florian Raspentino,"€ 9,750","€ 507,000","€ 533,210",F,27,France,Bastia,Ligue 1,2016-2017
11,12,Farid Boulaya,"€ 8,769","€ 456,000","€ 479,573",F,23,Algeria,Bastia,Ligue 1,2016-2017
12,13,Sadio Diallo,"€ 8,692","€ 452,000","€ 475,367",M,25,Guinea,Bastia,Ligue 1,2016-2017
13,14,Axel Ngando,"€ 8,519","€ 443,000","€ 465,901",M,22,France,Bastia,Ligue 1,2016-2017
14,15,Mehdi Mostefa,"€ 8,019","€ 417,000","€ 438,557",M,32,Algeria,Bastia,Ligue 1,2016-2017
15,16,Enzo Crivelli,"€ 7,692","€ 400,000","€ 420,678",F,21,France,Bastia,Ligue 1,2016-2017
16,17,Gilles Cioni,"€ 7,635","€ 397,000","€ 417,523",D,32,France,Bastia,Ligue 1,2016-2017
17,18,Gaël Danic,"€ 7,615","€ 396,000","€ 416,472",F,34,France,Bastia,Ligue 1,2016-2017
18,19,Jean-Louis Leca,"€ 6,654","€ 346,000","€ 363,887",K,30,France,Bastia,Ligue 1,2016-2017
19,20,Nicolas Saint-Ruf,"€ 6,250","€ 325,000","€ 341,801",D,23,France,Bastia,Ligue 1,2016-2017
20,21,Alexander Djiku,"€ 5,750","€ 299,000","€ 314,457",D,21,France,Bastia,Ligue 1,2016-2017
21,22,Abdoulaye Keita,"€ 4,769","€ 248,000","€ 260,821",M,22,Mali,Bastia,Ligue 1,2016-2017
22,23,Lassana Coulibaly,"€ 4,750","€ 247,000","€ 259,769",M,20,Mali,Bastia,Ligue 1,2016-2017
23,24,Alexis Thébaux,"€ 4,519","€ 235,000","€ 247,149",K,31,France,Bastia,Ligue 1,2016-2017
24,25,Thomas Vincensini,"€ 3,462","€ 180,000","€ 189,305",K,22,France,Bastia,Ligue 1,2016-2017
25,26,Geoffrey Acheampong,"€ 3,327","€ 173,000","€ 181,943",M,19,Ghana,Bastia,Ligue 1,2016-2017
26,27,Julien Benhaim,"€ 1,692","€ 88,000","€ 92,549",D,19,France,Bastia,Ligue 1,2016-2017
27,28,Lucas Triki,"€ 1,192","€ 62,000","€ 65,205",D,18,Morocco,Bastia,Ligue 1,2016-2017
28,29,Fodé Camara,"€ 1,096","€ 57,000","€ 59,947",D,18,Guinea,Bastia,Ligue 1,2016-2017
29,30,Sami Ben Amar,€ 288,"€ 15,000","€ 15,775",F,18,Morocco,Bastia,Ligue 1,2016-2017
30,31,Hugo Magnetti,€ 96,"€ 5,000","€ 5,258",M,18,France,Bastia,Ligue 1,2016-2017
31,32,Julien Romain,€ 0,€ 0,€ 0,F,20,France,Bastia,Ligue 1,2016-2017
32,33,Lyes Houri,€ 0,€ 0,€ 0,M,20,France,Bastia,Ligue 1,2016-2017
33,34,Jerson Cabral,€ 0,€ 0,€ 0,F,25,Cape Verde,Bastia,Ligue 1,2016-2017
34,35,Thievy Bifouma,€ 0,€ 0,€ 0,F,24,Congo,Bastia,Ligue 1,2016-2017
35,36,Ismaël Diallo,€ 0,€ 0,€ 0,D,19,Cote d'Ivoire,Bastia,Ligue 1,2016-2017
36,37,Paul Charruau,€ 0,€ 0,€ 0,K,22,France,Bastia,Ligue 1,2016-2017
0,1,Jérémy Ménez,"€ 54,385","€ 2,828,000","€ 2,974,196",F,29,France,Bordeaux,Ligue 1,2016-2017
1,2,Jérémy Toulalan,"€ 38,058","€ 1,979,000","€ 2,081,306",M,32,France,Bordeaux,Ligue 1,2016-2017
2,3,Grégory Sertic,"€ 33,154","€ 1,724,000","€ 1,813,124",M,26,France,Bordeaux,Ligue 1,2016-2017
3,4,Jaroslav Plasil,"€ 32,615","€ 1,696,000","€ 1,783,676",M,34,Czech Republic,Bordeaux,Ligue 1,2016-2017
4,5,Cédric Carrasso,"€ 30,462","€ 1,584,000","€ 1,665,887",K,34,France,Bordeaux,Ligue 1,2016-2017
5,6,Nicolas Pallois,"€ 23,923","€ 1,244,000","€ 1,308,310",D,28,France,Bordeaux,Ligue 1,2016-2017
6,7,Nicolas Maurice-Belay,"€ 22,096","€ 1,149,000","€ 1,208,399",F,31,France,Bordeaux,Ligue 1,2016-2017
7,8,Diego Contento,"€ 22,019","€ 1,145,000","€ 1,204,192",D,26,Germany,Bordeaux,Ligue 1,2016-2017
8,9,Youssouf Sabaly,"€ 19,827","€ 1,031,000","€ 1,084,299",D,23,Senegal,Bordeaux,Ligue 1,2016-2017
9,10,Malcom,"€ 17,673","€ 919,000","€ 966,509",F,19,Brazil,Bordeaux,Ligue 1,2016-2017
10,11,Adam Ounas,"€ 12,115","€ 630,000","€ 662,568",F,19,Algeria,Bordeaux,Ligue 1,2016-2017
11,12,Younousse Sankharé,"€ 12,096","€ 629,000","€ 661,517",M,26,Senegal,Bordeaux,Ligue 1,2016-2017
12,13,Igor Lewczuk,"€ 11,615","€ 604,000","€ 635,224",D,31,Poland,Bordeaux,Ligue 1,2016-2017
13,14,Mauro Arambarri,"€ 8,981","€ 467,000","€ 491,142",M,20,Uruguay,Bordeaux,Ligue 1,2016-2017
14,15,Milan Gajic,"€ 8,942","€ 465,000","€ 489,039",D,20,Serbia,Bordeaux,Ligue 1,2016-2017
15,16,François Kamano,"€ 8,885","€ 462,000","€ 485,884",F,20,Guinea,Bordeaux,Ligue 1,2016-2017
16,17,Jérôme Prior,"€ 8,269","€ 430,000","€ 452,229",K,20,France,Bordeaux,Ligue 1,2016-2017
17,18,Enzo Crivelli,"€ 7,692","€ 400,000","€ 420,678",F,21,France,Bordeaux,Ligue 1,2016-2017
18,19,Maxime Poundjé,"€ 7,692","€ 400,000","€ 420,678",D,23,France,Bordeaux,Ligue 1,2016-2017
19,20,Vukasin Jovanovic,"€ 6,692","€ 348,000","€ 365,990",D,20,Serbia,Bordeaux,Ligue 1,2016-2017
20,21,Théo Pellenard,"€ 6,269","€ 326,000","€ 342,853",D,22,France,Bordeaux,Ligue 1,2016-2017
21,22,Frédéric Guilbert,"€ 4,212","€ 219,000","€ 230,321",D,21,France,Bordeaux,Ligue 1,2016-2017
22,23,Paul Bernardoni,"€ 3,404","€ 177,000","€ 186,150",K,19,France,Bordeaux,Ligue 1,2016-2017
23,24,Daniel Mancini,"€ 3,404","€ 177,000","€ 186,150",M,19,Argentina,Bordeaux,Ligue 1,2016-2017
24,25,Jorris Romil,"€ 3,385","€ 176,000","€ 185,099",F,21,Guadeloupe,Bordeaux,Ligue 1,2016-2017
25,26,Abdou Traoré,"€ 3,308","€ 172,000","€ 180,892",M,28,Mali,Bordeaux,Ligue 1,2016-2017
26,27,Thomas Touré,"€ 1,269","€ 66,000","€ 69,412",F,22,Cote d'Ivoire,Bordeaux,Ligue 1,2016-2017
27,28,Gaëtan Laborde,"€ 1,096","€ 57,000","€ 59,947",F,22,France,Bordeaux,Ligue 1,2016-2017
28,29,Zaydou Youssouf,€ 923,"€ 48,000","€ 50,481",F,16,France,Bordeaux,Ligue 1,2016-2017
29,30,Isaac Kiese Thelin,€ 0,€ 0,€ 0,F,24,Sweden,Bordeaux,Ligue 1,2016-2017
30,31,Valentín Vada,€ 0,€ 0,€ 0,M,20,Argentina,Bordeaux,Ligue 1,2016-2017
31,32,Kévin Soni,€ 0,€ 0,€ 0,F,18,Cameroon,Bordeaux,Ligue 1,2016-2017
32,33,Younés Kaabouni,€ 0,€ 0,€ 0,M,21,France,Bordeaux,Ligue 1,2016-2017
33,34,Diego Rolán,€ 0,€ 0,€ 0,F,23,Uruguay,Bordeaux,Ligue 1,2016-2017
34,35,Cédric Yambéré,€ 0,€ 0,€ 0,D,25,Central African Republic,Bordeaux,Ligue 1,2016-2017
35,36,Pablo,€ 0,€ 0,€ 0,D,25,Brazil,Bordeaux,Ligue 1,2016-2017
0,1,Julien Féret,"€ 17,404","€ 905,000","€ 951,785",M,33,France,Caen,Ligue 1,2016-2017
1,2,Ivan Santini,"€ 15,231","€ 792,000","€ 832,943",F,27,Croatia,Caen,Ligue 1,2016-2017
2,3,Ronny Rodelin,"€ 15,231","€ 792,000","€ 832,943",F,26,France,Caen,Ligue 1,2016-2017
3,4,Jonathan Delaplace,"€ 13,192","€ 686,000","€ 721,463",M,30,France,Caen,Ligue 1,2016-2017
4,5,Damien Da Silva,"€ 12,115","€ 630,000","€ 662,568",D,28,France,Caen,Ligue 1,2016-2017
5,6,Vincent Bessat,"€ 10,885","€ 566,000","€ 595,260",D,30,France,Caen,Ligue 1,2016-2017
