,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Dimitri Payet,"€ 108,750","€ 5,655,000","€ 5,947,341",F,29,France,Marseille,Ligue 1,2016-2017
2,Bafétimbi Gomis,"€ 61,115","€ 3,178,000","€ 3,342,290",F,30,France,Marseille,Ligue 1,2016-2017
3,Florian Thauvin,"€ 52,192","€ 2,714,000","€ 2,854,303",F,23,France,Marseille,Ligue 1,2016-2017
4,Patrice Evra,"€ 46,038","€ 2,394,000","€ 2,517,760",D,35,France,Marseille,Ligue 1,2016-2017
5,Rémy Cabella,"€ 40,250","€ 2,093,000","€ 2,201,200",M,26,France,Marseille,Ligue 1,2016-2017
6,Morgan Sanson,"€ 37,808","€ 1,966,000","€ 2,067,634",M,21,France,Marseille,Ligue 1,2016-2017
7,Karim Rekik,"€ 35,885","€ 1,866,000","€ 1,962,465",D,21,Netherlands,Marseille,Ligue 1,2016-2017
8,Rolando,"€ 35,885","€ 1,866,000","€ 1,962,465",D,30,Portugal,Marseille,Ligue 1,2016-2017
9,Rod Fanni,"€ 34,808","€ 1,810,000","€ 1,903,570",D,34,France,Marseille,Ligue 1,2016-2017
10,Grégory Sertic,"€ 33,154","€ 1,724,000","€ 1,813,124",M,26,France,Marseille,Ligue 1,2016-2017
11,William Vainqueur,"€ 25,827","€ 1,343,000","€ 1,412,428",M,27,France,Marseille,Ligue 1,2016-2017
12,Henri Bedimo,"€ 22,019","€ 1,145,000","€ 1,204,192",D,32,Cameroon,Marseille,Ligue 1,2016-2017
13,Hiroki Sakai,"€ 21,538","€ 1,120,000","€ 1,177,900",D,26,Japan,Marseille,Ligue 1,2016-2017
14,Tomas Hubocan,"€ 21,538","€ 1,120,000","€ 1,177,900",D,30,Slovakia,Marseille,Ligue 1,2016-2017
15,Dória,"€ 15,192","€ 790,000","€ 830,840",D,21,Brazil,Marseille,Ligue 1,2016-2017
16,Bouna Sarr,"€ 13,212","€ 687,000","€ 722,515",D,24,France,Marseille,Ligue 1,2016-2017
17,Abou Diaby,"€ 8,808","€ 458,000","€ 481,677",M,30,France,Marseille,Ligue 1,2016-2017
18,Yohann Pelé,"€ 8,808","€ 458,000","€ 481,677",K,33,France,Marseille,Ligue 1,2016-2017
19,Zinédine Machach,"€ 7,692","€ 400,000","€ 420,678",M,20,France,Marseille,Ligue 1,2016-2017
20,Brice Samba,"€ 6,692","€ 348,000","€ 365,990",K,22,France,Marseille,Ligue 1,2016-2017
21,Aaron Leya Iseka,"€ 6,231","€ 324,000","€ 340,750",F,18,Belgium,Marseille,Ligue 1,2016-2017
22,Bill Tuiloma,"€ 5,750","€ 299,000","€ 314,457",D,21,New Zealand,Marseille,Ligue 1,2016-2017
23,Antoine Rabillard,"€ 2,250","€ 117,000","€ 123,048",F,20,France,Marseille,Ligue 1,2016-2017
24,Florian Escales,"€ 1,269","€ 66,000","€ 69,412",K,20,France,Marseille,Ligue 1,2016-2017
25,Boubacar Kamara,€ 904,"€ 47,000","€ 49,430",D,16,France,Marseille,Ligue 1,2016-2017
26,Clinton N'Jie,€ 0,€ 0,€ 0,F,22,Cameroon,Marseille,Ligue 1,2016-2017
27,Julien Da Costa,€ 0,€ 0,€ 0,D,20,France,Marseille,Ligue 1,2016-2017
28,Romain Alessandrini,€ 0,€ 0,€ 0,F,27,France,Marseille,Ligue 1,2016-2017
29,Saîf-Eddine Khaoui,€ 0,€ 0,€ 0,M,21,Tunisia,Marseille,Ligue 1,2016-2017
30,Gaël Andonian,€ 0,€ 0,€ 0,D,21,Armenia,Marseille,Ligue 1,2016-2017
31,Maxime López,€ 0,€ 0,€ 0,M,18,France,Marseille,Ligue 1,2016-2017
32,André Zambo Anguissa,€ 0,€ 0,€ 0,M,20,Cameroon,Marseille,Ligue 1,2016-2017
33,Lassana Diarra,€ 0,€ 0,€ 0,M,31,France,Marseille,Ligue 1,2016-2017
