,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Jérémy Ménez,"€ 54,385","€ 2,828,000","€ 2,974,196",F,29,France,Bordeaux,Ligue 1,2016-2017
2,Jérémy Toulalan,"€ 38,058","€ 1,979,000","€ 2,081,306",M,32,France,Bordeaux,Ligue 1,2016-2017
3,Grégory Sertic,"€ 33,154","€ 1,724,000","€ 1,813,124",M,26,France,Bordeaux,Ligue 1,2016-2017
4,Jaroslav Plasil,"€ 32,615","€ 1,696,000","€ 1,783,676",M,34,Czech Republic,Bordeaux,Ligue 1,2016-2017
5,Cédric Carrasso,"€ 30,462","€ 1,584,000","€ 1,665,887",K,34,France,Bordeaux,Ligue 1,2016-2017
6,Nicolas Pallois,"€ 23,923","€ 1,244,000","€ 1,308,310",D,28,France,Bordeaux,Ligue 1,2016-2017
7,Nicolas Maurice-Belay,"€ 22,096","€ 1,149,000","€ 1,208,399",F,31,France,Bordeaux,Ligue 1,2016-2017
8,Diego Contento,"€ 22,019","€ 1,145,000","€ 1,204,192",D,26,Germany,Bordeaux,Ligue 1,2016-2017
9,Youssouf Sabaly,"€ 19,827","€ 1,031,000","€ 1,084,299",D,23,Senegal,Bordeaux,Ligue 1,2016-2017
10,Malcom,"€ 17,673","€ 919,000","€ 966,509",F,19,Brazil,Bordeaux,Ligue 1,2016-2017
11,Adam Ounas,"€ 12,115","€ 630,000","€ 662,568",F,19,Algeria,Bordeaux,Ligue 1,2016-2017
12,Younousse Sankharé,"€ 12,096","€ 629,000","€ 661,517",M,26,Senegal,Bordeaux,Ligue 1,2016-2017
13,Igor Lewczuk,"€ 11,615","€ 604,000","€ 635,224",D,31,Poland,Bordeaux,Ligue 1,2016-2017
14,Mauro Arambarri,"€ 8,981","€ 467,000","€ 491,142",M,20,Uruguay,Bordeaux,Ligue 1,2016-2017
15,Milan Gajic,"€ 8,942","€ 465,000","€ 489,039",D,20,Serbia,Bordeaux,Ligue 1,2016-2017
16,François Kamano,"€ 8,885","€ 462,000","€ 485,884",F,20,Guinea,Bordeaux,Ligue 1,2016-2017
17,Jérôme Prior,"€ 8,269","€ 430,000","€ 452,229",K,20,France,Bordeaux,Ligue 1,2016-2017
18,Enzo Crivelli,"€ 7,692","€ 400,000","€ 420,678",F,21,France,Bordeaux,Ligue 1,2016-2017
19,Maxime Poundjé,"€ 7,692","€ 400,000","€ 420,678",D,23,France,Bordeaux,Ligue 1,2016-2017
20,Vukasin Jovanovic,"€ 6,692","€ 348,000","€ 365,990",D,20,Serbia,Bordeaux,Ligue 1,2016-2017
21,Théo Pellenard,"€ 6,269","€ 326,000","€ 342,853",D,22,France,Bordeaux,Ligue 1,2016-2017
22,Frédéric Guilbert,"€ 4,212","€ 219,000","€ 230,321",D,21,France,Bordeaux,Ligue 1,2016-2017
23,Paul Bernardoni,"€ 3,404","€ 177,000","€ 186,150",K,19,France,Bordeaux,Ligue 1,2016-2017
24,Daniel Mancini,"€ 3,404","€ 177,000","€ 186,150",M,19,Argentina,Bordeaux,Ligue 1,2016-2017
25,Jorris Romil,"€ 3,385","€ 176,000","€ 185,099",F,21,Guadeloupe,Bordeaux,Ligue 1,2016-2017
26,Abdou Traoré,"€ 3,308","€ 172,000","€ 180,892",M,28,Mali,Bordeaux,Ligue 1,2016-2017
27,Thomas Touré,"€ 1,269","€ 66,000","€ 69,412",F,22,Cote d'Ivoire,Bordeaux,Ligue 1,2016-2017
28,Gaëtan Laborde,"€ 1,096","€ 57,000","€ 59,947",F,22,France,Bordeaux,Ligue 1,2016-2017
29,Zaydou Youssouf,€ 923,"€ 48,000","€ 50,481",F,16,France,Bordeaux,Ligue 1,2016-2017
30,Isaac Kiese Thelin,€ 0,€ 0,€ 0,F,24,Sweden,Bordeaux,Ligue 1,2016-2017
31,Valentín Vada,€ 0,€ 0,€ 0,M,20,Argentina,Bordeaux,Ligue 1,2016-2017
32,Kévin Soni,€ 0,€ 0,€ 0,F,18,Cameroon,Bordeaux,Ligue 1,2016-2017
33,Younés Kaabouni,€ 0,€ 0,€ 0,M,21,France,Bordeaux,Ligue 1,2016-2017
34,Diego Rolán,€ 0,€ 0,€ 0,F,23,Uruguay,Bordeaux,Ligue 1,2016-2017
35,Cédric Yambéré,€ 0,€ 0,€ 0,D,25,Central African Republic,Bordeaux,Ligue 1,2016-2017
36,Pablo,€ 0,€ 0,€ 0,D,25,Brazil,Bordeaux,Ligue 1,2016-2017
