,Unnamed: 0,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
17,18,Víctor Laguardia,"€ 10,135","€ 527,000","€ 545,336",D,27,Spain,Alaves,La Liga,2017-2018
18,19,Christian Santos,"€ 10,077","€ 524,000","€ 542,231",F,29,Venezuela,Alaves,La Liga,2017-2018
19,20,Guillermo Maripán,"€ 8,500","€ 442,000","€ 457,378",D,23,Chile,Alaves,La Liga,2017-2018
20,21,Antonio Sivera,"€ 5,481","€ 285,000","€ 294,916",K,20,Spain,Alaves,La Liga,2017-2018
21,22,Adrián Diéguez,€ 673,"€ 35,000","€ 36,218",D,21,Spain,Alaves,La Liga,2017-2018
22,23,Ermedin Demirovic,€ 596,"€ 31,000","€ 32,079",F,19,Bosnia-Herzegovina,Alaves,La Liga,2017-2018
23,24,Víctor López,€ 538,"€ 28,000","€ 28,974",F,20,Spain,Alaves,La Liga,2017-2018
24,25,Aritz Castro,€ 346,"€ 18,000","€ 18,626",K,19,Spain,Alaves,La Liga,2017-2018
25,26,Ioritz Landeta,€ 135,"€ 7,000","€ 7,244",K,21,Spain,Alaves,La Liga,2017-2018
26,27,Óscar Romero,€ 0,€ 0,€ 0,M,24,Paraguay,Alaves,La Liga,2017-2018
27,28,Enzo Zidane,€ 0,€ 0,€ 0,M,22,France,Alaves,La Liga,2017-2018
28,29,Einar Galilea,€ 0,€ 0,€ 0,M,23,Spain,Alaves,La Liga,2017-2018
29,30,Bojan Krkic,€ 0,€ 0,€ 0,F,26,Spain,Alaves,La Liga,2017-2018
30,31,Munir El Haddadi,€ 0,€ 0,€ 0,F,21,Spain,Alaves,La Liga,2017-2018
31,32,Aleksandar Katai,€ 0,€ 0,€ 0,F,26,Serbia,Alaves,La Liga,2017-2018
32,33,Martin Aguirregabiria,€ 0,€ 0,€ 0,D,21,Spain,Alaves,La Liga,2017-2018
0,1,Iñigo Martínez,"€ 170,846","€ 8,884,000","€ 9,193,095",D,26,Spain,Athletic Club,La Liga,2017-2018
1,2,Raúl García,"€ 109,942","€ 5,717,000","€ 5,915,907",M,30,Spain,Athletic Club,La Liga,2017-2018
2,3,Iñaki Williams,"€ 65,231","€ 3,392,000","€ 3,510,015",F,23,Spain,Athletic Club,La Liga,2017-2018
3,4,Óscar de Marcos,"€ 45,346","€ 2,358,000","€ 2,440,040",D,28,Spain,Athletic Club,La Liga,2017-2018
4,5,Iker Muniain,"€ 41,750","€ 2,171,000","€ 2,246,534",F,24,Spain,Athletic Club,La Liga,2017-2018
5,6,Markel Susaeta,"€ 40,019","€ 2,081,000","€ 2,153,403",F,29,Spain,Athletic Club,La Liga,2017-2018
6,7,Ander Iturraspe,"€ 37,827","€ 1,967,000","€ 2,035,436",M,28,Spain,Athletic Club,La Liga,2017-2018
7,8,Aritz Aduriz,"€ 30,385","€ 1,580,000","€ 1,634,972",F,36,Spain,Athletic Club,La Liga,2017-2018
8,9,Mikel Balenziaga,"€ 22,577","€ 1,174,000","€ 1,214,846",D,29,Spain,Athletic Club,La Liga,2017-2018
9,10,Unai Núñez,"€ 21,442","€ 1,115,000","€ 1,153,793",D,20,Spain,Athletic Club,La Liga,2017-2018
10,11,Mikel Vesga,"€ 19,519","€ 1,015,000","€ 1,050,314",M,24,Spain,Athletic Club,La Liga,2017-2018
11,12,Mikel San José,"€ 18,981","€ 987,000","€ 1,021,340",M,28,Spain,Athletic Club,La Liga,2017-2018
12,13,Iñigo Lekue,"€ 16,808","€ 874,000","€ 904,408",D,24,Spain,Athletic Club,La Liga,2017-2018
13,14,Sabin Merino,"€ 15,885","€ 826,000","€ 854,738",F,25,Spain,Athletic Club,La Liga,2017-2018
14,15,Mikel Rico,"€ 15,288","€ 795,000","€ 822,660",M,32,Spain,Athletic Club,La Liga,2017-2018
15,16,Eneko Bóveda,"€ 14,596","€ 759,000","€ 785,407",D,28,Spain,Athletic Club,La Liga,2017-2018
16,17,Kike Sola,"€ 14,442","€ 751,000","€ 777,129",F,31,Spain,Athletic Club,La Liga,2017-2018
17,18,Iñigo Córdoba,"€ 13,731","€ 714,000","€ 738,842",F,20,Spain,Athletic Club,La Liga,2017-2018
18,19,Ager Aketxe,"€ 13,192","€ 686,000","€ 709,868",M,23,Spain,Athletic Club,La Liga,2017-2018
19,20,Enric Saborit,"€ 12,385","€ 644,000","€ 666,406",D,25,Spain,Athletic Club,La Liga,2017-2018
20,21,Iago Herrerín,"€ 12,327","€ 641,000","€ 663,302",K,29,Spain,Athletic Club,La Liga,2017-2018
21,22,Óscar Gil,"€ 3,904","€ 203,000","€ 210,063",D,22,Spain,Athletic Club,La Liga,2017-2018
22,23,Andoni López,"€ 1,192","€ 62,000","€ 64,157",D,21,Spain,Athletic Club,La Liga,2017-2018
23,24,Peru Nolaskoain,"€ 1,019","€ 53,000","€ 54,844",D,18,Spain,Athletic Club,La Liga,2017-2018
24,25,Unai Simón,€ 827,"€ 43,000","€ 44,496",K,20,Spain,Athletic Club,La Liga,2017-2018
25,26,Dani Vivian,€ 808,"€ 42,000","€ 43,461",D,17,Spain,Athletic Club,La Liga,2017-2018
26,27,Víctor San Bartolomé,€ 442,"€ 23,000","€ 23,800",M,17,Spain,Athletic Club,La Liga,2017-2018
27,28,Yeray Álvarez,€ 0,€ 0,€ 0,D,22,Spain,Athletic Club,La Liga,2017-2018
28,29,Aymeric Laporte,€ 0,€ 0,€ 0,D,23,France,Athletic Club,La Liga,2017-2018
29,30,Beñat Etxebarria,€ 0,€ 0,€ 0,M,30,Spain,Athletic Club,La Liga,2017-2018
30,31,Iñigo Muñoz,€ 0,€ 0,€ 0,F,20,Spain,Athletic Club,La Liga,2017-2018
31,32,Kepa,€ 0,€ 0,€ 0,K,22,Spain,Athletic Club,La Liga,2017-2018
32,33,Xabier Etxeita,€ 0,€ 0,€ 0,D,29,Spain,Athletic Club,La Liga,2017-2018
0,1,Antoine Griezmann,"€ 408,942","€ 21,265,000","€ 22,004,858",F,26,France,Atletico Madrid,La Liga,2017-2018
1,2,Diego Costa,"€ 247,635","€ 12,877,000","€ 13,325,020",F,28,Spain,Atletico Madrid,La Liga,2017-2018
2,3,Koke,"€ 227,808","€ 11,846,000","€ 12,258,149",M,25,Spain,Atletico Madrid,La Liga,2017-2018
3,4,Diego Godín,"€ 143,269","€ 7,450,000","€ 7,709,202",D,31,Uruguay,Atletico Madrid,La Liga,2017-2018
4,5,Fernando Torres,"€ 107,462","€ 5,588,000","€ 5,782,419",F,33,Spain,Atletico Madrid,La Liga,2017-2018
5,6,Juanfran,"€ 98,500","€ 5,122,000","€ 5,300,206",D,32,Spain,Atletico Madrid,La Liga,2017-2018
6,7,Vitolo,"€ 94,923","€ 4,936,000","€ 5,107,735",F,27,Spain,Atletico Madrid,La Liga,2017-2018
7,8,Filipe Luís,"€ 89,538","€ 4,656,000","€ 4,817,993",D,31,Brazil,Atletico Madrid,La Liga,2017-2018
8,9,Sime Vrsaljko,"€ 71,635","€ 3,725,000","€ 3,854,601",D,25,Croatia,Atletico Madrid,La Liga,2017-2018
9,10,Gabi,"€ 71,635","€ 3,725,000","€ 3,854,601",M,33,Spain,Atletico Madrid,La Liga,2017-2018
10,11,Stefan Savic,"€ 71,635","€ 3,725,000","€ 3,854,601",D,26,Montenegro,Atletico Madrid,La Liga,2017-2018
11,12,Jan Oblak,"€ 64,692","€ 3,364,000","€ 3,481,041",K,24,Slovenia,Atletico Madrid,La Liga,2017-2018
12,13,Luciano Vietto,"€ 61,096","€ 3,177,000","€ 3,287,535",F,23,Argentina,Atletico Madrid,La Liga,2017-2018
13,14,José Giménez,"€ 54,346","€ 2,826,000","€ 2,924,323",D,22,Uruguay,Atletico Madrid,La Liga,2017-2018
14,15,Miguel Ángel Moyà,"€ 37,769","€ 1,964,000","€ 2,032,332",K,33,Spain,Atletico Madrid,La Liga,2017-2018
15,16,Ángel Correa,"€ 35,942","€ 1,869,000","€ 1,934,027",F,22,Argentina,Atletico Madrid,La Liga,2017-2018
16,17,Axel Werner,"€ 2,904","€ 151,000","€ 156,254",K,21,Argentina,Atletico Madrid,La Liga,2017-2018
17,18,Roberto Olabe,"€ 1,346","€ 70,000","€ 72,435",M,21,Spain,Atletico Madrid,La Liga,2017-2018
18,19,Juan Moreno,"€ 1,077","€ 56,000","€ 57,948",F,20,Spain,Atletico Madrid,La Liga,2017-2018
19,20,Alberto Ródenas,"€ 1,019","€ 53,000","€ 54,844",F,18,Spain,Atletico Madrid,La Liga,2017-2018
20,21,Arona Sané,€ 865,"€ 45,000","€ 46,566",F,22,Senegal,Atletico Madrid,La Liga,2017-2018
21,22,Antonio Montoro,€ 865,"€ 45,000","€ 46,566",D,20,Spain,Atletico Madrid,La Liga,2017-2018
22,23,Keidi Bare,€ 77,"€ 4,000","€ 4,139",M,19,Albania,Atletico Madrid,La Liga,2017-2018
23,24,Juan Agüero,€ 58,"€ 3,000","€ 3,104",M,18,Argentina,Atletico Madrid,La Liga,2017-2018
24,25,Carlos Isaac,€ 58,"€ 3,000","€ 3,104",D,19,Spain,Atletico Madrid,La Liga,2017-2018
25,26,Miguel San Román,€ 58,"€ 3,000","€ 3,104",K,19,Spain,Atletico Madrid,La Liga,2017-2018
26,27,Thomas Partey,€ 0,€ 0,€ 0,M,24,Ghana,Atletico Madrid,La Liga,2017-2018
27,28,Toni Moya,€ 0,€ 0,€ 0,M,19,Spain,Atletico Madrid,La Liga,2017-2018
28,29,Álex Dos Santos,€ 0,€ 0,€ 0,K,18,Spain,Atletico Madrid,La Liga,2017-2018
29,30,Kévin Gameiro,€ 0,€ 0,€ 0,F,30,France,Atletico Madrid,La Liga,2017-2018
30,31,Yannick Carrasco,€ 0,€ 0,€ 0,F,23,Belgium,Atletico Madrid,La Liga,2017-2018
31,32,Lucas Hernández,€ 0,€ 0,€ 0,D,21,France,Atletico Madrid,La Liga,2017-2018
32,33,Nicolás Gaitán,€ 0,€ 0,€ 0,M,29,Argentina,Atletico Madrid,La Liga,2017-2018
33,34,Augusto Fernández,€ 0,€ 0,€ 0,M,31,Argentina,Atletico Madrid,La Liga,2017-2018
34,35,Saúl Ñíguez,€ 0,€ 0,€ 0,M,22,Spain,Atletico Madrid,La Liga,2017-2018
35,36,Sergi González,€ 0,€ 0,€ 0,D,22,Spain,Atletico Madrid,La Liga,2017-2018
0,1,Lionel Messi,"€ 761,942","€ 39,621,000","€ 40,999,505",F,30,Argentina,Barcelona,La Liga,2017-2018
1,2,Samuel Umtiti,"€ 615,385","€ 32,000,000","€ 33,113,353",D,23,France,Barcelona,La Liga,2017-2018
2,3,Gerard Piqué,"€ 546,154","€ 28,400,000","€ 29,388,101",D,30,Spain,Barcelona,La Liga,2017-2018
3,4,Philippe Coutinho,"€ 445,750","€ 23,179,000","€ 23,985,450",F,25,Brazil,Barcelona,La Liga,2017-2018
4,5,Luis Suárez,"€ 445,750","€ 23,179,000","€ 23,985,450",F,30,Uruguay,Barcelona,La Liga,2017-2018
5,6,Andrés Iniesta,"€ 307,058","€ 15,967,000","€ 16,522,528",M,33,Spain,Barcelona,La Liga,2017-2018
6,7,Sergio Busquets,"€ 284,750","€ 14,807,000","€ 15,322,169",M,28,Spain,Barcelona,La Liga,2017-2018
7,8,Ivan Rakitic,"€ 254,385","€ 13,228,000","€ 13,688,232",M,29,Croatia,Barcelona,La Liga,2017-2018
8,9,Ousmane Dembélé,"€ 228,577","€ 11,886,000","€ 12,299,541",F,20,France,Barcelona,La Liga,2017-2018
9,10,Sergi Roberto,"€ 189,827","€ 9,871,000","€ 10,214,435",D,25,Spain,Barcelona,La Liga,2017-2018
10,11,Paulinho,"€ 163,442","€ 8,499,000","€ 8,794,700",M,28,Brazil,Barcelona,La Liga,2017-2018
11,12,Jordi Alba,"€ 163,442","€ 8,499,000","€ 8,794,700",D,28,Spain,Barcelona,La Liga,2017-2018
12,13,Yerry Mina,"€ 143,615","€ 7,468,000","€ 7,727,829",D,22,Colombia,Barcelona,La Liga,2017-2018
13,14,Thomas Vermaelen,"€ 143,615","€ 7,468,000","€ 7,727,829",D,31,Belgium,Barcelona,La Liga,2017-2018
14,15,André Gomes,"€ 123,827","€ 6,439,000","€ 6,663,027",M,23,Portugal,Barcelona,La Liga,2017-2018
15,16,Marc-André ter Stegen,"€ 123,827","€ 6,439,000","€ 6,663,027",K,25,Germany,Barcelona,La Liga,2017-2018
16,17,Lucas Digne,"€ 95,250","€ 4,953,000","€ 5,125,326",D,23,France,Barcelona,La Liga,2017-2018
17,18,Denis Suárez,"€ 95,231","€ 4,952,000","€ 5,124,291",M,23,Spain,Barcelona,La Liga,2017-2018
18,19,Aleix Vidal,"€ 88,192","€ 4,586,000","€ 4,745,557",M,27,Spain,Barcelona,La Liga,2017-2018
19,20,Jasper Cillessen,"€ 85,192","€ 4,430,000","€ 4,584,130",K,28,Netherlands,Barcelona,La Liga,2017-2018
20,21,Paco Alcácer,"€ 75,942","€ 3,949,000","€ 4,086,395",F,23,Spain,Barcelona,La Liga,2017-2018
21,22,Nélson Semedo,"€ 68,500","€ 3,562,000","€ 3,685,930",D,23,Portugal,Barcelona,La Liga,2017-2018
22,23,Sergi Samper,"€ 21,404","€ 1,113,000","€ 1,151,724",M,22,Spain,Barcelona,La Liga,2017-2018
23,24,Marc Cucurella,"€ 3,654","€ 190,000","€ 196,611",D,18,Spain,Barcelona,La Liga,2017-2018
24,25,Oriol Busquets,"€ 2,442","€ 127,000","€ 131,419",M,18,Spain,Barcelona,La Liga,2017-2018
25,26,Gerard Deulofeu,€ 0,€ 0,€ 0,F,23,Spain,Barcelona,La Liga,2017-2018
26,27,José Manuel Arnáiz,€ 0,€ 0,€ 0,F,22,Spain,Barcelona,La Liga,2017-2018
27,28,Javier Mascherano,€ 0,€ 0,€ 0,M,33,Argentina,Barcelona,La Liga,2017-2018
28,29,Adrián Ortolá,€ 0,€ 0,€ 0,K,23,Spain,Barcelona,La Liga,2017-2018
29,30,Rafinha,€ 0,€ 0,€ 0,M,24,Brazil,Barcelona,La Liga,2017-2018
30,31,David Costas,€ 0,€ 0,€ 0,D,22,Spain,Barcelona,La Liga,2017-2018
31,32,Carles Aleñà,€ 0,€ 0,€ 0,M,19,Spain,Barcelona,La Liga,2017-2018
32,33,Arda Turan,€ 0,€ 0,€ 0,F,30,Turkey,Barcelona,La Liga,2017-2018
0,1,Iago Aspas,"€ 68,981","€ 3,587,000","€ 3,711,800",F,29,Spain,Celta Vigo,La Liga,2017-2018
1,2,Nordin Amrabat,"€ 50,000","€ 2,600,000","€ 2,690,460",F,30,Morocco,Celta Vigo,La Liga,2017-2018
2,3,Pablo Hernández,"€ 40,115","€ 2,086,000","€ 2,158,577",M,30,Chile,Celta Vigo,La Liga,2017-2018
3,4,Pione Sisto,"€ 39,904","€ 2,075,000","€ 2,147,194",F,22,Denmark,Celta Vigo,La Liga,2017-2018
4,5,Stanislav Lobotka,"€ 37,596","€ 1,955,000","€ 2,023,019",M,22,Slovakia,Celta Vigo,La Liga,2017-2018
5,6,Hugo Mallo,"€ 36,673","€ 1,907,000","€ 1,973,349",D,26,Spain,Celta Vigo,La Liga,2017-2018
6,7,Gustavo Cabral,"€ 31,462","€ 1,636,000","€ 1,692,920",D,31,Argentina,Celta Vigo,La Liga,2017-2018
7,8,John Guidetti,"€ 27,346","€ 1,422,000","€ 1,471,475",F,25,Sweden,Celta Vigo,La Liga,2017-2018
8,9,Nemanja Radoja,"€ 26,692","€ 1,388,000","€ 1,436,292",M,24,Serbia,Celta Vigo,La Liga,2017-2018
9,10,Rubén Blanco,"€ 23,846","€ 1,240,000","€ 1,283,142",K,21,Spain,Celta Vigo,La Liga,2017-2018
10,11,Daniel Wass,"€ 23,769","€ 1,236,000","€ 1,279,003",D,28,Denmark,Celta Vigo,La Liga,2017-2018
11,12,Emre Mor,"€ 23,654","€ 1,230,000","€ 1,272,794",F,19,Turkey,Celta Vigo,La Liga,2017-2018
12,13,Gabriel,"€ 22,615","€ 1,176,000","€ 1,216,916",M,23,Brazil,Celta Vigo,La Liga,2017-2018
13,14,Ezequiel Muñoz,"€ 21,173","€ 1,101,000","€ 1,139,306",D,26,Argentina,Celta Vigo,La Liga,2017-2018
14,15,Facundo Roncaglia,"€ 19,942","€ 1,037,000","€ 1,073,080",D,30,Argentina,Celta Vigo,La Liga,2017-2018
15,16,Sergio Álvarez,"€ 19,904","€ 1,035,000","€ 1,071,010",K,30,Spain,Celta Vigo,La Liga,2017-2018
16,17,Andreu Fontàs,"€ 19,673","€ 1,023,000","€ 1,058,592",D,27,Spain,Celta Vigo,La Liga,2017-2018
17,18,Brais Méndez,"€ 19,231","€ 1,000,000","€ 1,034,792",F,20,Spain,Celta Vigo,La Liga,2017-2018
18,19,Sergi Gómez,"€ 17,115","€ 890,000","€ 920,965",D,25,Spain,Celta Vigo,La Liga,2017-2018
19,20,Claudio Beauvue,"€ 17,096","€ 889,000","€ 919,930",F,29,Guadeloupe,Celta Vigo,La Liga,2017-2018
20,21,Claudio Beauvue,"€ 17,096","€ 889,000","€ 919,930",F,29,Guadeloupe,Celta Vigo,La Liga,2017-2018
21,22,Alexander Szymanowski,"€ 16,904","€ 879,000","€ 909,582",F,28,Argentina,Celta Vigo,La Liga,2017-2018
22,23,Iván Cuéllar,"€ 15,769","€ 820,000","€ 848,530",K,33,Spain,Celta Vigo,La Liga,2017-2018
23,24,Joseba Zaldua,"€ 15,577","€ 810,000","€ 838,182",D,25,Spain,Celta Vigo,La Liga,2017-2018
24,25,Nabil El Zhar,"€ 14,231","€ 740,000","€ 765,746",F,30,Morocco,Celta Vigo,La Liga,2017-2018
25,26,Miguel Ángel Guerrero,"€ 12,712","€ 661,000","€ 683,998",F,26,Spain,Celta Vigo,La Liga,2017-2018
26,27,José Naranjo,"€ 12,385","€ 644,000","€ 666,406",F,22,Spain,Celta Vigo,La Liga,2017-2018
27,28,Rubén Pérez,"€ 12,154","€ 632,000","€ 653,989",M,28,Spain,Celta Vigo,La Liga,2017-2018
28,29,Diego Rico,"€ 10,904","€ 567,000","€ 586,727",D,24,Spain,Celta Vigo,La Liga,2017-2018
29,30,Mauro dos Santos,"€ 10,500","€ 546,000","€ 564,997",D,27,Argentina,Celta Vigo,La Liga,2017-2018
30,31,Tito,"€ 10,404","€ 541,000","€ 559,823",D,31,Spain,Celta Vigo,La Liga,2017-2018
31,32,Gerard Gumbau,"€ 10,096","€ 525,000","€ 543,266",M,22,Spain,Celta Vigo,La Liga,2017-2018
32,33,Jon Ander Serantes,"€ 9,346","€ 486,000","€ 502,909",K,27,Spain,Celta Vigo,La Liga,2017-2018
33,34,Unai Bustinza,"€ 9,231","€ 480,000","€ 496,700",D,25,Spain,Celta Vigo,La Liga,2017-2018
34,35,Lucas Boyé,"€ 8,827","€ 459,000","€ 474,970",F,21,Argentina,Celta Vigo,La Liga,2017-2018
35,36,Robert Mazan,"€ 8,808","€ 458,000","€ 473,935",D,23,Slovakia,Celta Vigo,La Liga,2017-2018
36,37,Martín Mantovani,"€ 8,731","€ 454,000","€ 469,796",D,32,Argentina,Celta Vigo,La Liga,2017-2018
37,38,Darko Brasanac,"€ 7,442","€ 387,000","€ 400,465",M,25,Serbia,Celta Vigo,La Liga,2017-2018
38,39,Dejan Drazic,"€ 5,269","€ 274,000","€ 283,533",F,21,Serbia,Celta Vigo,La Liga,2017-2018
39,40,Dennis Eckert,"€ 2,981","€ 155,000","€ 160,393",F,20,Germany,Celta Vigo,La Liga,2017-2018
40,41,Nereo Champagne,"€ 2,731","€ 142,000","€ 146,941",K,32,Argentina,Celta Vigo,La Liga,2017-2018
41,42,Víctor Pastrana,"€ 2,615","€ 136,000","€ 140,732",F,20,Spain,Celta Vigo,La Liga,2017-2018
42,43,Diego Alende,"€ 2,519","€ 131,000","€ 135,558",D,19,Spain,Celta Vigo,La Liga,2017-2018
43,44,Dani Sotres,"€ 2,058","€ 107,000","€ 110,723",K,24,Spain,Celta Vigo,La Liga,2017-2018
44,45,Dani Molina,"€ 1,558","€ 81,000","€ 83,818",M,21,Spain,Celta Vigo,La Liga,2017-2018
45,46,Diego Pampín,"€ 1,558","€ 81,000","€ 83,818",D,17,Spain,Celta Vigo,La Liga,2017-2018
46,47,Fran Vieites,€ 942,"€ 49,000","€ 50,705",K,18,Spain,Celta Vigo,La Liga,2017-2018
47,48,Gabri Salazar,€ 365,"€ 19,000","€ 19,661",F,21,Spain,Celta Vigo,La Liga,2017-2018
48,49,Álex Mozo,€ 288,"€ 15,000","€ 15,522",M,22,Spain,Celta Vigo,La Liga,2017-2018
49,50,Sergio Arribas,€ 250,"€ 13,000","€ 13,452",F,21,Spain,Celta Vigo,La Liga,2017-2018
50,51,Daniel Gallardo,€ 192,"€ 10,000","€ 10,348",D,21,Spain,Celta Vigo,La Liga,2017-2018
51,52,Iván Villar,€ 58,"€ 3,000","€ 3,104",K,19,Spain,Celta Vigo,La Liga,2017-2018
52,53,Jaime Sierra,€ 38,"€ 2,000","€ 2,070",M,19,Spain,Celta Vigo,La Liga,2017-2018
53,54,Raúl Carnero,€ 0,€ 0,€ 0,D,28,Spain,Celta Vigo,La Liga,2017-2018
54,55,Jozabed Sánchez,€ 0,€ 0,€ 0,M,26,Spain,Celta Vigo,La Liga,2017-2018
55,56,Jonny Otto,€ 0,€ 0,€ 0,D,23,Spain,Celta Vigo,La Liga,2017-2018
56,57,Javi Eraso,€ 0,€ 0,€ 0,M,27,Spain,Celta Vigo,La Liga,2017-2018
57,58,Andrew Hjulsager,€ 0,€ 0,€ 0,F,22,Denmark,Celta Vigo,La Liga,2017-2018
58,59,Dimitrios Siovas,€ 0,€ 0,€ 0,D,28,Greece,Celta Vigo,La Liga,2017-2018
59,60,Erik Morán,€ 0,€ 0,€ 0,M,26,Spain,Celta Vigo,La Liga,2017-2018
60,61,William De Camargo,€ 0,€ 0,€ 0,F,18,Brazil,Celta Vigo,La Liga,2017-2018
61,62,Maxi Gómez,€ 0,€ 0,€ 0,F,20,Uruguay,Celta Vigo,La Liga,2017-2018
62,63,Yahia Al-Shehri,€ 0,€ 0,€ 0,F,27,Saudi Arabia,Celta Vigo,La Liga,2017-2018
63,64,Omar Ramos,€ 0,€ 0,€ 0,F,29,Spain,Celta Vigo,La Liga,2017-2018
64,65,Mamadou Koné,€ 0,€ 0,€ 0,F,25,Cote d'Ivoire,Celta Vigo,La Liga,2017-2018
65,66,Leonardo Rocha,€ 0,€ 0,€ 0,F,20,Portugal,Celta Vigo,La Liga,2017-2018
0,1,Juanfran,"€ 98,500","€ 5,122,000","€ 5,300,206",D,28,Spain,Deportivo,La Liga,2017-2018
1,2,Florin Andone,"€ 38,808","€ 2,018,000","€ 2,088,211",F,24,Romania,Deportivo,La Liga,2017-2018
2,3,Carles Gil,"€ 31,115","€ 1,618,000","€ 1,674,294",M,24,Spain,Deportivo,La Liga,2017-2018
3,4,Pedro Mosquera,"€ 28,827","€ 1,499,000","€ 1,551,154",M,29,Spain,Deportivo,La Liga,2017-2018
4,5,Celso Borges,"€ 25,154","€ 1,308,000","€ 1,353,508",M,29,Costa Rica,Deportivo,La Liga,2017-2018
5,6,Zakaria Bakkali,"€ 25,154","€ 1,308,000","€ 1,353,508",F,21,Belgium,Deportivo,La Liga,2017-2018
6,7,Michael Krohn-Dehli,"€ 23,462","€ 1,220,000","€ 1,262,447",M,34,Denmark,Deportivo,La Liga,2017-2018
7,8,Guilherme,"€ 23,385","€ 1,216,000","€ 1,258,307",M,26,Brazil,Deportivo,La Liga,2017-2018
8,9,Raúl Albentosa,"€ 15,096","€ 785,000","€ 812,312",D,28,Spain,Deportivo,La Liga,2017-2018
9,10,Eneko Bóveda,"€ 14,596","€ 759,000","€ 785,407",D,28,Spain,Deportivo,La Liga,2017-2018
10,11,Fabian Schär,"€ 13,750","€ 715,000","€ 739,876",D,25,Switzerland,Deportivo,La Liga,2017-2018
11,12,Luisinho,"€ 13,538","€ 704,000","€ 728,494",D,32,Portugal,Deportivo,La Liga,2017-2018
12,13,Borja Valle,"€ 11,269","€ 586,000","€ 606,388",F,24,Spain,Deportivo,La Liga,2017-2018
13,14,Fernando Navarro,"€ 9,038","€ 470,000","€ 486,352",D,35,Spain,Deportivo,La Liga,2017-2018
14,15,Gerard Valentín,"€ 8,846","€ 460,000","€ 476,004",D,23,Spain,Deportivo,La Liga,2017-2018
15,16,Przemyslaw Tyton,"€ 8,788","€ 457,000","€ 472,900",K,30,Poland,Deportivo,La Liga,2017-2018
16,17,Federico Valverde,"€ 6,731","€ 350,000","€ 362,177",M,18,Uruguay,Deportivo,La Liga,2017-2018
17,18,Edu Expósito,"€ 2,846","€ 148,000","€ 153,149",M,20,Spain,Deportivo,La Liga,2017-2018
18,19,Pinchi,"€ 2,462","€ 128,000","€ 132,453",F,21,Spain,Deportivo,La Liga,2017-2018
19,20,Quique Fornos,"€ 1,481","€ 77,000","€ 79,679",D,20,Spain,Deportivo,La Liga,2017-2018
20,21,Francis Uzoho,"€ 1,404","€ 73,000","€ 75,540",K,18,Nigeria,Deportivo,La Liga,2017-2018
21,22,Mujaid Sadick,€ 731,"€ 38,000","€ 39,322",D,17,Spain,Deportivo,La Liga,2017-2018
22,23,Costel Pantilimon,€ 0,€ 0,€ 0,K,30,Romania,Deportivo,La Liga,2017-2018
23,24,Maksym Koval,€ 0,€ 0,€ 0,K,24,Ukraine,Deportivo,La Liga,2017-2018
24,25,Bruno Gama,€ 0,€ 0,€ 0,F,29,Portugal,Deportivo,La Liga,2017-2018
