,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Iago Aspas,"€ 68,981","€ 3,587,000","€ 3,711,800",F,29,Spain,Celta Vigo,La Liga,2017-2018
2,Nordin Amrabat,"€ 50,000","€ 2,600,000","€ 2,690,460",F,30,Morocco,Celta Vigo,La Liga,2017-2018
3,Pablo Hernández,"€ 40,115","€ 2,086,000","€ 2,158,577",M,30,Chile,Celta Vigo,La Liga,2017-2018
4,Pione Sisto,"€ 39,904","€ 2,075,000","€ 2,147,194",F,22,Denmark,Celta Vigo,La Liga,2017-2018
5,Stanislav Lobotka,"€ 37,596","€ 1,955,000","€ 2,023,019",M,22,Slovakia,Celta Vigo,La Liga,2017-2018
6,Hugo Mallo,"€ 36,673","€ 1,907,000","€ 1,973,349",D,26,Spain,Celta Vigo,La Liga,2017-2018
7,Gustavo Cabral,"€ 31,462","€ 1,636,000","€ 1,692,920",D,31,Argentina,Celta Vigo,La Liga,2017-2018
8,John Guidetti,"€ 27,346","€ 1,422,000","€ 1,471,475",F,25,Sweden,Celta Vigo,La Liga,2017-2018
9,Nemanja Radoja,"€ 26,692","€ 1,388,000","€ 1,436,292",M,24,Serbia,Celta Vigo,La Liga,2017-2018
10,Rubén Blanco,"€ 23,846","€ 1,240,000","€ 1,283,142",K,21,Spain,Celta Vigo,La Liga,2017-2018
11,Daniel Wass,"€ 23,769","€ 1,236,000","€ 1,279,003",D,28,Denmark,Celta Vigo,La Liga,2017-2018
12,Emre Mor,"€ 23,654","€ 1,230,000","€ 1,272,794",F,19,Turkey,Celta Vigo,La Liga,2017-2018
13,Gabriel,"€ 22,615","€ 1,176,000","€ 1,216,916",M,23,Brazil,Celta Vigo,La Liga,2017-2018
14,Ezequiel Muñoz,"€ 21,173","€ 1,101,000","€ 1,139,306",D,26,Argentina,Celta Vigo,La Liga,2017-2018
