,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Antoine Griezmann,"€ 408,942","€ 21,265,000","€ 22,004,858",F,26,France,Atletico Madrid,La Liga,2017-2018
2,Diego Costa,"€ 247,635","€ 12,877,000","€ 13,325,020",F,28,Spain,Atletico Madrid,La Liga,2017-2018
3,Koke,"€ 227,808","€ 11,846,000","€ 12,258,149",M,25,Spain,Atletico Madrid,La Liga,2017-2018
4,Diego Godín,"€ 143,269","€ 7,450,000","€ 7,709,202",D,31,Uruguay,Atletico Madrid,La Liga,2017-2018
5,Fernando Torres,"€ 107,462","€ 5,588,000","€ 5,782,419",F,33,Spain,Atletico Madrid,La Liga,2017-2018
6,Juanfran,"€ 98,500","€ 5,122,000","€ 5,300,206",D,32,Spain,Atletico Madrid,La Liga,2017-2018
7,Vitolo,"€ 94,923","€ 4,936,000","€ 5,107,735",F,27,Spain,Atletico Madrid,La Liga,2017-2018
8,Filipe Luís,"€ 89,538","€ 4,656,000","€ 4,817,993",D,31,Brazil,Atletico Madrid,La Liga,2017-2018
9,Sime Vrsaljko,"€ 71,635","€ 3,725,000","€ 3,854,601",D,25,Croatia,Atletico Madrid,La Liga,2017-2018
10,Gabi,"€ 71,635","€ 3,725,000","€ 3,854,601",M,33,Spain,Atletico Madrid,La Liga,2017-2018
11,Stefan Savic,"€ 71,635","€ 3,725,000","€ 3,854,601",D,26,Montenegro,Atletico Madrid,La Liga,2017-2018
12,Jan Oblak,"€ 64,692","€ 3,364,000","€ 3,481,041",K,24,Slovenia,Atletico Madrid,La Liga,2017-2018
13,Luciano Vietto,"€ 61,096","€ 3,177,000","€ 3,287,535",F,23,Argentina,Atletico Madrid,La Liga,2017-2018
14,José Giménez,"€ 54,346","€ 2,826,000","€ 2,924,323",D,22,Uruguay,Atletico Madrid,La Liga,2017-2018
15,Miguel Ángel Moyà,"€ 37,769","€ 1,964,000","€ 2,032,332",K,33,Spain,Atletico Madrid,La Liga,2017-2018
16,Ángel Correa,"€ 35,942","€ 1,869,000","€ 1,934,027",F,22,Argentina,Atletico Madrid,La Liga,2017-2018
17,Axel Werner,"€ 2,904","€ 151,000","€ 156,254",K,21,Argentina,Atletico Madrid,La Liga,2017-2018
18,Roberto Olabe,"€ 1,346","€ 70,000","€ 72,435",M,21,Spain,Atletico Madrid,La Liga,2017-2018
19,Juan Moreno,"€ 1,077","€ 56,000","€ 57,948",F,20,Spain,Atletico Madrid,La Liga,2017-2018
20,Alberto Ródenas,"€ 1,019","€ 53,000","€ 54,844",F,18,Spain,Atletico Madrid,La Liga,2017-2018
21,Arona Sané,€ 865,"€ 45,000","€ 46,566",F,22,Senegal,Atletico Madrid,La Liga,2017-2018
22,Antonio Montoro,€ 865,"€ 45,000","€ 46,566",D,20,Spain,Atletico Madrid,La Liga,2017-2018
23,Keidi Bare,€ 77,"€ 4,000","€ 4,139",M,19,Albania,Atletico Madrid,La Liga,2017-2018
24,Juan Agüero,€ 58,"€ 3,000","€ 3,104",M,18,Argentina,Atletico Madrid,La Liga,2017-2018
25,Carlos Isaac,€ 58,"€ 3,000","€ 3,104",D,19,Spain,Atletico Madrid,La Liga,2017-2018
26,Miguel San Román,€ 58,"€ 3,000","€ 3,104",K,19,Spain,Atletico Madrid,La Liga,2017-2018
27,Thomas Partey,€ 0,€ 0,€ 0,M,24,Ghana,Atletico Madrid,La Liga,2017-2018
28,Toni Moya,€ 0,€ 0,€ 0,M,19,Spain,Atletico Madrid,La Liga,2017-2018
29,Álex Dos Santos,€ 0,€ 0,€ 0,K,18,Spain,Atletico Madrid,La Liga,2017-2018
30,Kévin Gameiro,€ 0,€ 0,€ 0,F,30,France,Atletico Madrid,La Liga,2017-2018
31,Yannick Carrasco,€ 0,€ 0,€ 0,F,23,Belgium,Atletico Madrid,La Liga,2017-2018
32,Lucas Hernández,€ 0,€ 0,€ 0,D,21,France,Atletico Madrid,La Liga,2017-2018
33,Nicolás Gaitán,€ 0,€ 0,€ 0,M,29,Argentina,Atletico Madrid,La Liga,2017-2018
34,Augusto Fernández,€ 0,€ 0,€ 0,M,31,Argentina,Atletico Madrid,La Liga,2017-2018
35,Saúl Ñíguez,€ 0,€ 0,€ 0,M,22,Spain,Atletico Madrid,La Liga,2017-2018
36,Sergi González,€ 0,€ 0,€ 0,D,22,Spain,Atletico Madrid,La Liga,2017-2018
