,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Baptiste Santamaría,"€ 15,288","€ 795,000","€ 811,907",M,23,France,Angers,Ligue 1,2018-2019
2,Mateo Pavlovic,"€ 13,846","€ 720,000","€ 735,312",D,28,Croatia,Angers,Ligue 1,2018-2019
3,Flavien Tait,"€ 13,827","€ 719,000","€ 734,291",F,25,France,Angers,Ligue 1,2018-2019
4,Romain Thomas,"€ 12,654","€ 658,000","€ 671,993",D,30,France,Angers,Ligue 1,2018-2019
5,Vincent Pajot,"€ 12,654","€ 658,000","€ 671,993",M,27,France,Angers,Ligue 1,2018-2019
6,Thomas Mangani,"€ 12,654","€ 658,000","€ 671,993",M,31,France,Angers,Ligue 1,2018-2019
7,Ludovic Butelle,"€ 12,654","€ 658,000","€ 671,993",K,35,France,Angers,Ligue 1,2018-2019
8,Cheikh N'Doye,"€ 12,558","€ 653,000","€ 666,887",M,32,Senegal,Angers,Ligue 1,2018-2019
9,Baptiste Guillaume,"€ 12,154","€ 632,000","€ 645,440",F,23,Belgium,Angers,Ligue 1,2018-2019
10,Cristian López,"€ 12,135","€ 631,000","€ 644,419",F,28,Spain,Angers,Ligue 1,2018-2019
11,Loïc Puyo,"€ 11,635","€ 605,000","€ 617,866",M,29,France,Angers,Ligue 1,2018-2019
12,Stéphane Bahoken,"€ 11,231","€ 584,000","€ 596,420",F,26,Cameroon,Angers,Ligue 1,2018-2019
13,Théo Pellenard,"€ 10,385","€ 540,000","€ 551,484",D,24,France,Angers,Ligue 1,2018-2019
14,Pierrick Capelle,"€ 10,385","€ 540,000","€ 551,484",M,31,France,Angers,Ligue 1,2018-2019
15,Thomas Touré,"€ 10,173","€ 529,000","€ 540,250",F,24,Cote d'Ivoire,Angers,Ligue 1,2018-2019
16,Férébory Doré,"€ 10,019","€ 521,000","€ 532,080",F,29,Congo,Angers,Ligue 1,2018-2019
17,Saliou Ciss,"€ 9,750","€ 507,000","€ 517,782",D,28,Senegal,Angers,Ligue 1,2018-2019
18,Abdoulaye Bamba,"€ 9,615","€ 500,000","€ 510,633",D,28,Cote d'Ivoire,Angers,Ligue 1,2018-2019
19,Vincent Manceau,"€ 9,192","€ 478,000","€ 488,165",D,28,France,Angers,Ligue 1,2018-2019
20,Angelo Fulgini,"€ 9,192","€ 478,000","€ 488,165",M,21,France,Angers,Ligue 1,2018-2019
21,Ismaël Traoré,"€ 9,192","€ 478,000","€ 488,165",D,31,Cote d'Ivoire,Angers,Ligue 1,2018-2019
22,Jeff Reine-Adélaïde,"€ 9,192","€ 478,000","€ 488,165",M,20,France,Angers,Ligue 1,2018-2019
23,Yoann Andreu,"€ 7,596","€ 395,000","€ 403,400",D,29,France,Angers,Ligue 1,2018-2019
24,Ibrahim Cissé,"€ 6,385","€ 332,000","€ 339,060",D,22,France,Angers,Ligue 1,2018-2019
25,Elhadji Pape Diaw,"€ 6,096","€ 317,000","€ 323,741",D,23,Senegal,Angers,Ligue 1,2018-2019
26,Dorian Bertrand,"€ 5,962","€ 310,000","€ 316,593",F,25,France,Angers,Ligue 1,2018-2019
27,Zacharie Boucher,"€ 5,904","€ 307,000","€ 313,529",K,26,France,Angers,Ligue 1,2018-2019
28,Harrison Manzala,"€ 5,154","€ 268,000","€ 273,699",M,24,Democratic Republic of Congo,Angers,Ligue 1,2018-2019
29,Farid El Melali,"€ 3,385","€ 176,000","€ 179,743",F,21,Algeria,Angers,Ligue 1,2018-2019
30,Alexandre Letellier,"€ 3,077","€ 160,000","€ 163,403",K,27,France,Angers,Ligue 1,2018-2019
31,Wilfried Kanga,"€ 3,077","€ 160,000","€ 163,403",F,20,France,Angers,Ligue 1,2018-2019
32,Mazire Soula,"€ 1,865","€ 97,000","€ 99,063",F,20,France,Angers,Ligue 1,2018-2019
33,Rayan Aït Nouri,"€ 1,154","€ 60,000","€ 61,276",D,17,France,Angers,Ligue 1,2018-2019
34,Anthony Mandrea,"€ 1,077","€ 56,000","€ 57,191",K,21,France,Angers,Ligue 1,2018-2019
35,Lassana Coulibaly,€ 0,€ 0,€ 0,M,22,Mali,Angers,Ligue 1,2018-2019
36,Billy Ketkeophomphone,€ 0,€ 0,€ 0,M,28,France,Angers,Ligue 1,2018-2019
37,Mathieu Michel,€ 0,€ 0,€ 0,K,26,France,Angers,Ligue 1,2018-2019
38,Kevin Mouanga,€ 0,€ 0,€ 0,D,17,France,Angers,Ligue 1,2018-2019
