,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Naïm Sliti,"€ 19,192","€ 998,000","€ 1,019,224",F,25,Tunisia,Dijon,Ligue 1,2018-2019
2,Chang-hoon Kwon,"€ 15,769","€ 820,000","€ 837,439",F,24,South Korea,Dijon,Ligue 1,2018-2019
3,Romain Amalfitano,"€ 15,423","€ 802,000","€ 819,056",M,28,France,Dijon,Ligue 1,2018-2019
4,Jordan Marié,"€ 12,904","€ 671,000","€ 685,270",M,26,France,Dijon,Ligue 1,2018-2019
5,Laurent Ciman,"€ 12,500","€ 650,000","€ 663,823",D,32,Belgium,Dijon,Ligue 1,2018-2019
6,Valentin Rosier,"€ 11,423","€ 594,000","€ 606,632",D,21,France,Dijon,Ligue 1,2018-2019
7,Oussama Haddadi,"€ 11,038","€ 574,000","€ 586,207",D,26,Tunisia,Dijon,Ligue 1,2018-2019
8,Florent Balmont,"€ 10,346","€ 538,000","€ 549,441",M,38,France,Dijon,Ligue 1,2018-2019
9,Yoann Gourcuff,"€ 10,346","€ 538,000","€ 549,441",M,31,France,Dijon,Ligue 1,2018-2019
10,Fouad Chafik,"€ 9,769","€ 508,000","€ 518,803",D,31,Morocco,Dijon,Ligue 1,2018-2019
11,Sory Kaba,"€ 9,519","€ 495,000","€ 505,527",F,22,Guinea,Dijon,Ligue 1,2018-2019
12,Mehdi Abeid,"€ 9,192","€ 478,000","€ 488,165",M,25,Algeria,Dijon,Ligue 1,2018-2019
13,Benjamin Jeannot,"€ 9,192","€ 478,000","€ 488,165",F,26,France,Dijon,Ligue 1,2018-2019
14,Wesley Lautoa,"€ 9,192","€ 478,000","€ 488,165",D,30,France,Dijon,Ligue 1,2018-2019
15,Cédric Yambéré,"€ 8,058","€ 419,000","€ 427,911",D,27,Central African Republic,Dijon,Ligue 1,2018-2019
16,Julio Tavarès,"€ 6,904","€ 359,000","€ 366,635",F,29,Cape Verde,Dijon,Ligue 1,2018-2019
17,Wesley Saïd,"€ 6,904","€ 359,000","€ 366,635",F,23,France,Dijon,Ligue 1,2018-2019
18,Nayef Aguerd,"€ 6,904","€ 359,000","€ 366,635",D,22,Morocco,Dijon,Ligue 1,2018-2019
19,Rúnar Alex Rúnarsson,"€ 6,904","€ 359,000","€ 366,635",K,23,Iceland,Dijon,Ligue 1,2018-2019
20,Arnold Bouka Moutou,"€ 6,327","€ 329,000","€ 335,997",D,29,Congo,Dijon,Ligue 1,2018-2019
21,Frédéric Sammaritano,"€ 5,673","€ 295,000","€ 301,274",M,32,France,Dijon,Ligue 1,2018-2019
22,Enzo Loiodice,"€ 3,308","€ 172,000","€ 175,658",M,17,France,Dijon,Ligue 1,2018-2019
23,Mickaël Alphonse,"€ 3,269","€ 170,000","€ 173,615",D,28,Guadeloupe,Dijon,Ligue 1,2018-2019
24,Bobby Allain,"€ 2,923","€ 152,000","€ 155,233",K,26,France,Dijon,Ligue 1,2018-2019
25,Jules Keita,"€ 2,365","€ 123,000","€ 125,616",F,19,Guinea,Dijon,Ligue 1,2018-2019
26,Senou Coulibaly,"€ 2,096","€ 109,000","€ 111,318",D,23,France,Dijon,Ligue 1,2018-2019
27,Sory Doumbouya,"€ 1,481","€ 77,000","€ 78,638",F,19,France,Dijon,Ligue 1,2018-2019
28,Théo Barbet,€ 942,"€ 49,000","€ 50,042",D,17,France,Dijon,Ligue 1,2018-2019
29,Lévi Ntumba,€ 846,"€ 44,000","€ 44,936",K,17,France,Dijon,Ligue 1,2018-2019
30,Théo Godard,€ 96,"€ 5,000","€ 5,106",M,17,France,Dijon,Ligue 1,2018-2019
31,Eden Massouema,€ 0,€ 0,€ 0,M,21,Congo,Dijon,Ligue 1,2018-2019
32,Alexandre Tégar,€ 0,€ 0,€ 0,D,17,France,Dijon,Ligue 1,2018-2019
