,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Dimitri Foulquier,"€ 22,231","€ 1,156,000","€ 1,193,668",D,24,Guadeloupe,Strasbourg,Ligue 1,2017-2018
2,Martin Terrier,"€ 17,327","€ 901,000","€ 930,359",F,20,France,Strasbourg,Ligue 1,2017-2018
3,Jonas Martin,"€ 14,115","€ 734,000","€ 757,917",M,27,France,Strasbourg,Ligue 1,2017-2018
4,Bakary Koné,"€ 13,673","€ 711,000","€ 734,168",D,29,Burkina Faso,Strasbourg,Ligue 1,2017-2018
5,Idriss Saadi,"€ 13,673","€ 711,000","€ 734,168",F,25,Algeria,Strasbourg,Ligue 1,2017-2018
6,Benjamin Corgnet,"€ 11,385","€ 592,000","€ 611,290",M,30,France,Strasbourg,Ligue 1,2017-2018
7,Jean-Eudes Aholou,"€ 11,327","€ 589,000","€ 608,192",M,23,Cote d'Ivoire,Strasbourg,Ligue 1,2017-2018
8,Vincent Nogueira,"€ 9,192","€ 478,000","€ 493,576",M,29,France,Strasbourg,Ligue 1,2017-2018
9,Ihsan Sacko,"€ 8,731","€ 454,000","€ 468,793",M,19,France,Strasbourg,Ligue 1,2017-2018
10,Yoann Salmier,"€ 8,038","€ 418,000","€ 431,620",D,24,French Guiana,Strasbourg,Ligue 1,2017-2018
11,Pablo Martinez,"€ 7,981","€ 415,000","€ 428,523",D,28,France,Strasbourg,Ligue 1,2017-2018
12,Kenny Lala,"€ 7,981","€ 415,000","€ 428,523",D,25,France,Strasbourg,Ligue 1,2017-2018
13,Dimitri Liénard,"€ 7,462","€ 388,000","€ 400,643",M,29,France,Strasbourg,Ligue 1,2017-2018
14,Stéphane Bahoken,"€ 6,615","€ 344,000","€ 355,209",F,25,Cameroon,Strasbourg,Ligue 1,2017-2018
15,Alexandre Oukidja,"€ 5,885","€ 306,000","€ 315,971",K,28,Algeria,Strasbourg,Ligue 1,2017-2018
16,Nuno Da Costa,"€ 5,692","€ 296,000","€ 305,645",F,26,Cape Verde,Strasbourg,Ligue 1,2017-2018
17,Ernest Seka,"€ 5,692","€ 296,000","€ 305,645",D,30,Guinea,Strasbourg,Ligue 1,2017-2018
18,Jérémy Blayac,"€ 5,692","€ 296,000","€ 305,645",F,34,France,Strasbourg,Ligue 1,2017-2018
19,Jérémy Grimm,"€ 5,673","€ 295,000","€ 304,613",M,30,France,Strasbourg,Ligue 1,2017-2018
20,Kader Mangane,"€ 5,019","€ 261,000","€ 269,505",D,34,Senegal,Strasbourg,Ligue 1,2017-2018
21,Bingourou Kamara,"€ 4,558","€ 237,000","€ 244,723",K,20,France,Strasbourg,Ligue 1,2017-2018
22,Landry Bonnefoi,"€ 4,385","€ 228,000","€ 235,429",K,33,France,Strasbourg,Ligue 1,2017-2018
23,Anthony Caci,"€ 2,115","€ 110,000","€ 113,584",D,20,France,Strasbourg,Ligue 1,2017-2018
24,Moataz Zemzemi,"€ 1,481","€ 77,000","€ 79,509",M,17,Tunisia,Strasbourg,Ligue 1,2017-2018
25,Duplexe Tchamba,"€ 1,442","€ 75,000","€ 77,444",D,18,Cameroon,Strasbourg,Ligue 1,2017-2018
26,Bastien Rempp,€ 404,"€ 21,000","€ 21,684",K,18,France,Strasbourg,Ligue 1,2017-2018
27,Kévin Zohi,€ 0,€ 0,€ 0,F,20,Mali,Strasbourg,Ligue 1,2017-2018
28,Anthony Gonçalves,€ 0,€ 0,€ 0,M,31,France,Strasbourg,Ligue 1,2017-2018
29,Quentin Othon,€ 0,€ 0,€ 0,M,29,France,Strasbourg,Ligue 1,2017-2018
30,Ismaël Aaneba,€ 0,€ 0,€ 0,D,18,France,Strasbourg,Ligue 1,2017-2018
31,Abdallah Ndour,€ 0,€ 0,€ 0,D,23,Senegal,Strasbourg,Ligue 1,2017-2018
