,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Thiago Maia,"€ 56,962","€ 2,962,000","€ 3,058,516",M,20,Brazil,Lille,Ligue 1,2017-2018
2,Ibrahim Amadou,"€ 41,000","€ 2,132,000","€ 2,201,471",M,24,France,Lille,Ligue 1,2017-2018
3,Thiago Mendes,"€ 41,000","€ 2,132,000","€ 2,201,471",M,25,Brazil,Lille,Ligue 1,2017-2018
4,Ezequiel Ponce,"€ 37,962","€ 1,974,000","€ 2,038,322",F,20,Argentina,Lille,Ligue 1,2017-2018
5,Adama Soumaoro,"€ 34,173","€ 1,777,000","€ 1,834,903",D,25,France,Lille,Ligue 1,2017-2018
6,Anwar El Ghazi,"€ 34,173","€ 1,777,000","€ 1,834,903",F,22,Netherlands,Lille,Ligue 1,2017-2018
7,Kévin Malcuit,"€ 34,173","€ 1,777,000","€ 1,834,903",D,25,France,Lille,Ligue 1,2017-2018
8,Mike Maignan,"€ 34,173","€ 1,777,000","€ 1,834,903",K,21,France,Lille,Ligue 1,2017-2018
9,Yassine Benzia,"€ 34,173","€ 1,777,000","€ 1,834,903",M,22,Algeria,Lille,Ligue 1,2017-2018
10,Nicolas de Préville,"€ 27,327","€ 1,421,000","€ 1,467,303",F,26,France,Lille,Ligue 1,2017-2018
11,Luiz Araújo,"€ 18,423","€ 958,000","€ 989,216",F,21,Brazil,Lille,Ligue 1,2017-2018
12,Edgar Ié,"€ 18,423","€ 958,000","€ 989,216",D,23,Portugal,Lille,Ligue 1,2017-2018
13,Fodé Ballo-Touré,"€ 17,885","€ 930,000","€ 960,304",D,20,France,Lille,Ligue 1,2017-2018
14,Xeka,"€ 13,481","€ 701,000","€ 723,842",M,22,Portugal,Lille,Ligue 1,2017-2018
15,Nicolas Pépé,"€ 13,327","€ 693,000","€ 715,581",F,22,Cote d'Ivoire,Lille,Ligue 1,2017-2018
16,Yves Bissouma,"€ 13,058","€ 679,000","€ 701,125",M,20,Mali,Lille,Ligue 1,2017-2018
17,Farès Bahlouli,"€ 9,442","€ 491,000","€ 506,999",M,22,France,Lille,Ligue 1,2017-2018
18,Lebo Mothiba,"€ 7,558","€ 393,000","€ 405,806",F,21,South Africa,Lille,Ligue 1,2017-2018
19,Hervé Koffi,"€ 5,750","€ 299,000","€ 308,743",K,20,Burkina Faso,Lille,Ligue 1,2017-2018
20,Adam Jakubech,"€ 5,750","€ 299,000","€ 308,743",K,20,Slovakia,Lille,Ligue 1,2017-2018
21,Hamza Mendyl,"€ 5,231","€ 272,000","€ 280,863",D,19,Morocco,Lille,Ligue 1,2017-2018
22,Imad Faraj,"€ 4,019","€ 209,000","€ 215,810",F,18,France,Lille,Ligue 1,2017-2018
23,Rominigue Kouamé,"€ 3,481","€ 181,000","€ 186,898",M,20,Mali,Lille,Ligue 1,2017-2018
24,Chahreddine Boukholda,"€ 2,692","€ 140,000","€ 144,562",M,21,France,Lille,Ligue 1,2017-2018
25,Boubakary Soumaré,"€ 2,154","€ 112,000","€ 115,649",M,18,France,Lille,Ligue 1,2017-2018
26,Alexis Flips,"€ 2,038","€ 106,000","€ 109,454",F,17,France,Lille,Ligue 1,2017-2018
27,Ruben Droehnle,"€ 1,596","€ 83,000","€ 85,705",D,18,France,Lille,Ligue 1,2017-2018
28,Benjamin Vérité,€ 769,"€ 40,000","€ 41,303",D,18,France,Lille,Ligue 1,2017-2018
29,Scotty Sadzoute,€ 654,"€ 34,000","€ 35,108",D,19,France,Lille,Ligue 1,2017-2018
30,Valère Pollet,€ 0,€ 0,€ 0,M,20,France,Lille,Ligue 1,2017-2018
31,Kouadio-Yves Dabila,€ 0,€ 0,€ 0,D,20,Cote d'Ivoire,Lille,Ligue 1,2017-2018
32,Júnior Alonso,€ 0,€ 0,€ 0,D,24,Paraguay,Lille,Ligue 1,2017-2018
