,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Dimitri Payet,"€ 136,692","€ 7,108,000","€ 7,339,613",F,30,France,Marseille,Ligue 1,2017-2018
2,Luiz Gustavo,"€ 113,904","€ 5,923,000","€ 6,116,000",M,29,Brazil,Marseille,Ligue 1,2017-2018
3,Aymen Abdennour,"€ 95,250","€ 4,953,000","€ 5,114,392",D,27,Tunisia,Marseille,Ligue 1,2017-2018
4,Florian Thauvin,"€ 93,404","€ 4,857,000","€ 5,015,264",F,24,France,Marseille,Ligue 1,2017-2018
5,Steve Mandanda,"€ 79,731","€ 4,146,000","€ 4,281,097",K,32,France,Marseille,Ligue 1,2017-2018
6,Adil Rami,"€ 68,346","€ 3,554,000","€ 3,669,806",D,31,France,Marseille,Ligue 1,2017-2018
7,Morgan Sanson,"€ 45,558","€ 2,369,000","€ 2,446,193",M,22,France,Marseille,Ligue 1,2017-2018
8,Clinton N'Jie,"€ 43,288","€ 2,251,000","€ 2,324,348",F,23,Cameroon,Marseille,Ligue 1,2017-2018
9,Rémy Cabella,"€ 43,288","€ 2,251,000","€ 2,324,348",M,27,France,Marseille,Ligue 1,2017-2018
10,Valère Germain,"€ 41,000","€ 2,132,000","€ 2,201,471",F,27,France,Marseille,Ligue 1,2017-2018
11,Grégory Sertic,"€ 41,000","€ 2,132,000","€ 2,201,471",M,27,France,Marseille,Ligue 1,2017-2018
12,Rolando,"€ 37,654","€ 1,958,000","€ 2,021,801",D,31,Portugal,Marseille,Ligue 1,2017-2018
13,Henri Bedimo,"€ 36,442","€ 1,895,000","€ 1,956,748",D,33,Cameroon,Marseille,Ligue 1,2017-2018
14,Lucas Ocampos,"€ 29,615","€ 1,540,000","€ 1,590,181",F,22,Argentina,Marseille,Ligue 1,2017-2018
15,Jordan Amavi,"€ 28,481","€ 1,481,000","€ 1,529,258",D,23,France,Marseille,Ligue 1,2017-2018
16,Hiroki Sakai,"€ 22,808","€ 1,186,000","€ 1,224,646",D,27,Japan,Marseille,Ligue 1,2017-2018
17,Yohann Pelé,"€ 18,231","€ 948,000","€ 978,890",K,34,France,Marseille,Ligue 1,2017-2018
18,Bouna Sarr,"€ 13,673","€ 711,000","€ 734,168",D,25,France,Marseille,Ligue 1,2017-2018
19,Boubacar Kamara,"€ 5,692","€ 296,000","€ 305,645",D,17,France,Marseille,Ligue 1,2017-2018
20,Christopher Rocchia,"€ 3,885","€ 202,000","€ 208,582",D,19,France,Marseille,Ligue 1,2017-2018
21,Florian Escales,"€ 3,423","€ 178,000","€ 183,800",K,21,France,Marseille,Ligue 1,2017-2018
22,Yusuf Sari,"€ 2,712","€ 141,000","€ 145,594",F,18,Turkey,Marseille,Ligue 1,2017-2018
23,Romain Cagnon,"€ 1,346","€ 70,000","€ 72,281",K,20,France,Marseille,Ligue 1,2017-2018
24,Dória,€ 0,€ 0,€ 0,D,22,Brazil,Marseille,Ligue 1,2017-2018
25,Patrice Evra,€ 0,€ 0,€ 0,D,36,France,Marseille,Ligue 1,2017-2018
26,André Zambo Anguissa,€ 0,€ 0,€ 0,M,21,Cameroon,Marseille,Ligue 1,2017-2018
27,Maxime López,€ 0,€ 0,€ 0,M,19,France,Marseille,Ligue 1,2017-2018
28,Konstantinos Mitroglou,€ 0,€ 0,€ 0,F,29,Greece,Marseille,Ligue 1,2017-2018
29,Tomas Hubocan,€ 0,€ 0,€ 0,D,31,Slovakia,Marseille,Ligue 1,2017-2018
