,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Paul-Georges Ntep,"€ 76,192","€ 3,962,000","€ 4,091,101",F,24,Cameroon,St Etienne,Ligue 1,2017-2018
2,Rémy Cabella,"€ 43,288","€ 2,251,000","€ 2,324,348",M,27,France,St Etienne,Ligue 1,2017-2018
3,Neven Subotic,"€ 34,173","€ 1,777,000","€ 1,834,903",D,28,Germany,St Etienne,Ligue 1,2017-2018
4,Mathieu Debuchy,"€ 23,000","€ 1,196,000","€ 1,234,971",D,31,France,St Etienne,Ligue 1,2017-2018
5,Loïs Diony,"€ 20,769","€ 1,080,000","€ 1,115,192",F,24,France,St Etienne,Ligue 1,2017-2018
6,Yann M'Vila,"€ 20,500","€ 1,066,000","€ 1,100,735",M,27,France,St Etienne,Ligue 1,2017-2018
7,Loïc Perrin,"€ 20,500","€ 1,066,000","€ 1,100,735",D,31,France,St Etienne,Ligue 1,2017-2018
8,Stéphane Ruffier,"€ 20,500","€ 1,066,000","€ 1,100,735",K,30,France,St Etienne,Ligue 1,2017-2018
9,Robert Beric,"€ 20,269","€ 1,054,000","€ 1,088,344",F,26,Slovenia,St Etienne,Ligue 1,2017-2018
10,Kévin Théophile-Catherine,"€ 19,365","€ 1,007,000","€ 1,039,813",D,27,Martinique,St Etienne,Ligue 1,2017-2018
11,Romain Hamouma,"€ 19,365","€ 1,007,000","€ 1,039,813",F,30,France,St Etienne,Ligue 1,2017-2018
12,Vincent Pajot,"€ 13,519","€ 703,000","€ 725,907",M,26,France,St Etienne,Ligue 1,2017-2018
13,Jonathan Bamba,"€ 13,404","€ 697,000","€ 719,712",F,21,France,St Etienne,Ligue 1,2017-2018
14,Gabriel Silva,"€ 13,365","€ 695,000","€ 717,646",D,26,Brazil,St Etienne,Ligue 1,2017-2018
15,Oussama Tannane,"€ 10,923","€ 568,000","€ 586,508",F,23,Morocco,St Etienne,Ligue 1,2017-2018
16,Assane Dioussé,"€ 10,365","€ 539,000","€ 556,563",M,19,Senegal,St Etienne,Ligue 1,2017-2018
17,Saidy Janko,"€ 9,212","€ 479,000","€ 494,608",D,21,Switzerland,St Etienne,Ligue 1,2017-2018
18,Jessy Moulin,"€ 7,192","€ 374,000","€ 386,187",K,31,France,St Etienne,Ligue 1,2017-2018
19,Habib Maïga,"€ 4,654","€ 242,000","€ 249,886",M,21,Cote d'Ivoire,St Etienne,Ligue 1,2017-2018
20,Alexandros Katranis,"€ 2,962","€ 154,000","€ 159,018",D,19,Greece,St Etienne,Ligue 1,2017-2018
21,Ronaël Pierre-Gabriel,"€ 2,885","€ 150,000","€ 154,888",D,19,France,St Etienne,Ligue 1,2017-2018
22,Anthony Maisonnial,"€ 2,346","€ 122,000","€ 125,975",K,19,France,St Etienne,Ligue 1,2017-2018
23,Dylan Chambost,"€ 1,885","€ 98,000","€ 101,193",M,19,France,St Etienne,Ligue 1,2017-2018
24,Mahdi Camara,"€ 1,519","€ 79,000","€ 81,574",M,19,France,St Etienne,Ligue 1,2017-2018
25,Kenny Rocha Santos,€ 981,"€ 51,000","€ 52,662",M,17,Cape Verde,St Etienne,Ligue 1,2017-2018
26,Wesley Fofana,€ 750,"€ 39,000","€ 40,271",D,16,France,St Etienne,Ligue 1,2017-2018
27,Alexis Guendouz,€ 731,"€ 38,000","€ 39,238",K,21,France,St Etienne,Ligue 1,2017-2018
28,Cheikh M'Bengue,€ 0,€ 0,€ 0,D,28,Senegal,St Etienne,Ligue 1,2017-2018
29,Florentin Pogba,€ 0,€ 0,€ 0,D,26,Guinea,St Etienne,Ligue 1,2017-2018
30,Hernani,€ 0,€ 0,€ 0,M,23,Brazil,St Etienne,Ligue 1,2017-2018
31,Kévin Monnet-Paquet,€ 0,€ 0,€ 0,F,28,France,St Etienne,Ligue 1,2017-2018
32,Léo Lacroix,€ 0,€ 0,€ 0,D,25,Switzerland,St Etienne,Ligue 1,2017-2018
33,Ben Karamoko,€ 0,€ 0,€ 0,D,22,Cote d'Ivoire,St Etienne,Ligue 1,2017-2018
34,Ole Selnaes,€ 0,€ 0,€ 0,M,22,Norway,St Etienne,Ligue 1,2017-2018
35,Pierre-Yves Polomat,€ 0,€ 0,€ 0,D,23,France,St Etienne,Ligue 1,2017-2018
36,Rayan Souici,€ 0,€ 0,€ 0,D,19,France,St Etienne,Ligue 1,2017-2018
37,Samy Baghdadi,€ 0,€ 0,€ 0,F,19,France,St Etienne,Ligue 1,2017-2018
38,Alexander Söderlund,€ 0,€ 0,€ 0,F,29,Norway,St Etienne,Ligue 1,2017-2018
39,Vagner,€ 0,€ 0,€ 0,F,21,Cape Verde,St Etienne,Ligue 1,2017-2018
40,Bryan Dabo,€ 0,€ 0,€ 0,M,25,Burkina Faso,St Etienne,Ligue 1,2017-2018
