,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Andre Gray,"£ 70,000","£ 3,640,000","£ 3,731,669",F,28,England,Watford,Premier League,2019-2020
2,Danny Welbeck,"£ 70,000","£ 3,640,000","£ 3,731,669",F,29,England,Watford,Premier League,2019-2020
3,Ismaïla Sarr,"£ 70,000","£ 3,640,000","£ 3,731,669",F,21,Senegal,Watford,Premier League,2019-2020
4,Abdoulaye Doucouré,"£ 70,000","£ 3,640,000","£ 3,731,669",M,27,France,Watford,Premier League,2019-2020
5,Troy Deeney,"£ 65,000","£ 3,380,000","£ 3,465,121",F,31,England,Watford,Premier League,2019-2020
6,Gerard Deulofeu,"£ 60,000","£ 3,120,000","£ 3,198,573",F,25,Spain,Watford,Premier League,2019-2020
7,Tom Cleverley,"£ 50,000","£ 2,600,000","£ 2,665,478",M,30,England,Watford,Premier League,2019-2020
8,Roberto Pereyra,"£ 45,000","£ 2,340,000","£ 2,398,930",F,29,Argentina,Watford,Premier League,2019-2020
9,Sebastian Prödl,"£ 45,000","£ 2,340,000","£ 2,398,930",D,32,Austria,Watford,Premier League,2019-2020
10,Daryl Janmaat,"£ 45,000","£ 2,340,000","£ 2,398,930",D,30,Netherlands,Watford,Premier League,2019-2020
11,Craig Dawson,"£ 42,500","£ 2,210,000","£ 2,265,656",D,29,England,Watford,Premier League,2019-2020
12,Étienne Capoue,"£ 40,000","£ 2,080,000","£ 2,132,382",M,31,France,Watford,Premier League,2019-2020
13,Nathaniel Chalobah,"£ 35,000","£ 1,820,000","£ 1,865,834",M,25,England,Watford,Premier League,2019-2020
14,Will Hughes,"£ 30,000","£ 1,560,000","£ 1,599,287",M,24,England,Watford,Premier League,2019-2020
15,Ben Foster,"£ 30,000","£ 1,560,000","£ 1,599,287",K,36,England,Watford,Premier League,2019-2020
16,Christian Kabasele,"£ 30,000","£ 1,560,000","£ 1,599,287",D,28,Belgium,Watford,Premier League,2019-2020
17,Ignacio Pussetto,"£ 30,000","£ 1,560,000","£ 1,599,287",F,24,Argentina,Watford,Premier League,2019-2020
18,Isaac Success,"£ 30,000","£ 1,560,000","£ 1,599,287",F,24,Nigeria,Watford,Premier League,2019-2020
19,José Holebas,"£ 30,000","£ 1,560,000","£ 1,599,287",D,35,Greece,Watford,Premier League,2019-2020
20,Adam Masina,"£ 28,077","£ 1,460,000","£ 1,496,768",D,26,Italy,Watford,Premier League,2019-2020
21,Craig Cathcart,"£ 23,077","£ 1,200,000","£ 1,230,220",D,30,Northern Ireland,Watford,Premier League,2019-2020
22,João Pedro,"£ 23,077","£ 1,200,000","£ 1,230,220",F,18,Brazil,Watford,Premier League,2019-2020
23,Dimitri Foulquier,"£ 20,000","£ 1,040,000","£ 1,066,191",D,26,Guadeloupe,Watford,Premier League,2019-2020
24,Kiko Femenía,"£ 20,000","£ 1,040,000","£ 1,066,191",D,29,Spain,Watford,Premier League,2019-2020
25,Marvin Zeegelaar,"£ 20,000","£ 1,040,000","£ 1,066,191",D,29,Netherlands,Watford,Premier League,2019-2020
26,Adalberto Peñaranda,"£ 18,077","£ 940,000","£ 963,673",F,22,Venezuela,Watford,Premier League,2019-2020
27,Heurelho Gomes,"£ 17,500","£ 910,000","£ 932,917",K,38,Brazil,Watford,Premier League,2019-2020
28,Adrian Mariappa,"£ 15,000","£ 780,000","£ 799,643",D,33,Jamaica,Watford,Premier League,2019-2020
29,Filip Stuparevic,"£ 15,000","£ 780,000","£ 799,643",F,19,Serbia,Watford,Premier League,2019-2020
30,Domingos Quina,"£ 8,077","£ 420,000","£ 430,577",M,20,Portugal,Watford,Premier League,2019-2020
31,Tom Dele-Bashiru,"£ 5,000","£ 260,000","£ 266,548",M,20,Nigeria,Watford,Premier League,2019-2020
32,Pontus Dahlberg,"£ 3,077","£ 160,000","£ 164,029",K,20,Sweden,Watford,Premier League,2019-2020
33,Jorge Segura,"£ 3,077","£ 160,000","£ 164,029",D,23,Colombia,Watford,Premier League,2019-2020
34,Daniel Bachmann,"£ 2,500","£ 130,000","£ 133,274",K,25,Austria,Watford,Premier League,2019-2020
