,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Mesut Özil,"£ 350,000","£ 18,200,000","£ 18,658,344",F,31,Germany,Arsenal,Premier League,2019-2020
2,Pierre-Emerick Aubameyang,"£ 250,000","£ 13,000,000","£ 13,327,388",F,30,Gabon,Arsenal,Premier League,2019-2020
3,Alexandre Lacazette,"£ 182,115","£ 9,470,000","£ 9,708,490",F,28,France,Arsenal,Premier League,2019-2020
4,Héctor Bellerín,"£ 110,000","£ 5,720,000","£ 5,864,051",D,24,Spain,Arsenal,Premier League,2019-2020
5,David Luiz,"£ 100,962","£ 5,250,000","£ 5,382,214",D,32,Brazil,Arsenal,Premier League,2019-2020
6,Granit Xhaka,"£ 100,000","£ 5,200,000","£ 5,330,955",M,27,Switzerland,Arsenal,Premier League,2019-2020
7,Bernd Leno,"£ 100,000","£ 5,200,000","£ 5,330,955",K,27,Germany,Arsenal,Premier League,2019-2020
8,Sead Kolasinac,"£ 100,000","£ 5,200,000","£ 5,330,955",D,26,Bosnia-Herzegovina,Arsenal,Premier League,2019-2020
9,Nicolas Pépé,"£ 100,000","£ 5,200,000","£ 5,330,955",F,24,Cote d'Ivoire,Arsenal,Premier League,2019-2020
10,Sokratis,"£ 91,923","£ 4,780,000","£ 4,900,378",D,31,Greece,Arsenal,Premier League,2019-2020
11,Shkodran Mustafi,"£ 90,000","£ 4,680,000","£ 4,797,860",D,27,Germany,Arsenal,Premier League,2019-2020
12,Pablo Marí,"£ 85,000","£ 4,420,000","£ 4,531,312",D,26,Spain,Arsenal,Premier League,2019-2020
13,Kieran Tierney,"£ 75,000","£ 3,900,000","£ 3,998,216",D,22,Scotland,Arsenal,Premier League,2019-2020
14,Cédric Soares,"£ 75,000","£ 3,900,000","£ 3,998,216",D,28,Portugal,Arsenal,Premier League,2019-2020
15,Lucas Torreira,"£ 75,000","£ 3,900,000","£ 3,998,216",M,23,Uruguay,Arsenal,Premier League,2019-2020
16,Dani Ceballos,"£ 51,923","£ 2,700,000","£ 2,767,996",M,23,Spain,Arsenal,Premier League,2019-2020
17,Calum Chambers,"£ 50,000","£ 2,600,000","£ 2,665,478",D,25,England,Arsenal,Premier League,2019-2020
18,Mattéo Guendouzi,"£ 40,000","£ 2,080,000","£ 2,132,382",M,20,France,Arsenal,Premier League,2019-2020
19,Ainsley Maitland-Niles,"£ 35,000","£ 1,820,000","£ 1,865,834",M,22,England,Arsenal,Premier League,2019-2020
20,Gabriel Martinelli,"£ 30,000","£ 1,560,000","£ 1,599,287",F,18,Brazil,Arsenal,Premier League,2019-2020
21,Rob Holding,"£ 25,000","£ 1,300,000","£ 1,332,739",D,24,England,Arsenal,Premier League,2019-2020
22,Emiliano Martínez,"£ 20,000","£ 1,040,000","£ 1,066,191",K,27,Argentina,Arsenal,Premier League,2019-2020
23,Joe Willock,"£ 20,000","£ 1,040,000","£ 1,066,191",M,20,England,Arsenal,Premier League,2019-2020
24,Reiss Nelson,"£ 15,000","£ 780,000","£ 799,643",F,20,England,Arsenal,Premier League,2019-2020
25,Eddie Nketiah,"£ 15,000","£ 780,000","£ 799,643",F,20,England,Arsenal,Premier League,2019-2020
26,Matt Macey,"£ 10,000","£ 520,000","£ 533,096",K,25,England,Arsenal,Premier League,2019-2020
27,Bukayo Saka,"£ 10,000","£ 520,000","£ 533,096",M,18,England,Arsenal,Premier League,2019-2020
28,Konstantinos Mavropanos,"£ 6,923","£ 360,000","£ 369,066",D,21,Greece,Arsenal,Premier League,2019-2020
