,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Wilfried Zaha,"£ 130,000","£ 6,760,000","£ 6,930,242",F,27,Cote d'Ivoire,Crystal Palace,Premier League,2019-2020
2,Max Meyer,"£ 125,000","£ 6,500,000","£ 6,663,694",F,24,Germany,Crystal Palace,Premier League,2019-2020
3,Christian Benteke,"£ 120,000","£ 6,240,000","£ 6,397,146",F,29,Belgium,Crystal Palace,Premier League,2019-2020
4,Mamadou Sakho,"£ 100,000","£ 5,200,000","£ 5,330,955",D,29,France,Crystal Palace,Premier League,2019-2020
5,Luka Milivojevic,"£ 75,000","£ 3,900,000","£ 3,998,216",M,28,Serbia,Crystal Palace,Premier League,2019-2020
6,Gary Cahill,"£ 65,000","£ 3,380,000","£ 3,465,121",D,34,England,Crystal Palace,Premier League,2019-2020
7,Cheikhou Kouyaté,"£ 65,000","£ 3,380,000","£ 3,465,121",M,30,Senegal,Crystal Palace,Premier League,2019-2020
8,Vicente Guaita,"£ 60,000","£ 3,120,000","£ 3,198,573",K,33,Spain,Crystal Palace,Premier League,2019-2020
9,Cenk Tosun,"£ 60,000","£ 3,120,000","£ 3,198,573",F,28,Turkey,Crystal Palace,Premier League,2019-2020
10,Scott Dann,"£ 60,000","£ 3,120,000","£ 3,198,573",D,32,England,Crystal Palace,Premier League,2019-2020
11,Connor Wickham,"£ 60,000","£ 3,120,000","£ 3,198,573",F,26,England,Crystal Palace,Premier League,2019-2020
12,Andros Townsend,"£ 55,000","£ 2,860,000","£ 2,932,025",F,28,England,Crystal Palace,Premier League,2019-2020
13,James McArthur,"£ 55,000","£ 2,860,000","£ 2,932,025",M,32,Scotland,Crystal Palace,Premier League,2019-2020
14,Patrick van Aanholt,"£ 55,000","£ 2,860,000","£ 2,932,025",D,29,Netherlands,Crystal Palace,Premier League,2019-2020
15,James McCarthy,"£ 50,000","£ 2,600,000","£ 2,665,478",M,29,Ireland,Crystal Palace,Premier League,2019-2020
16,Jeffrey Schlupp,"£ 50,000","£ 2,600,000","£ 2,665,478",M,27,Ghana,Crystal Palace,Premier League,2019-2020
17,James Tomkins,"£ 50,000","£ 2,600,000","£ 2,665,478",D,30,England,Crystal Palace,Premier League,2019-2020
18,Wayne Hennessey,"£ 40,000","£ 2,080,000","£ 2,132,382",K,33,Wales,Crystal Palace,Premier League,2019-2020
19,Jairo Riedewald,"£ 40,000","£ 2,080,000","£ 2,132,382",D,23,Netherlands,Crystal Palace,Premier League,2019-2020
20,Jordan Ayew,"£ 35,000","£ 1,820,000","£ 1,865,834",F,28,Ghana,Crystal Palace,Premier League,2019-2020
21,Joel Ward,"£ 35,000","£ 1,820,000","£ 1,865,834",D,30,England,Crystal Palace,Premier League,2019-2020
22,Martin Kelly,"£ 25,000","£ 1,300,000","£ 1,332,739",D,29,England,Crystal Palace,Premier League,2019-2020
23,Víctor Camarasa,"£ 12,692","£ 660,000","£ 676,621",M,25,Spain,Crystal Palace,Premier League,2019-2020
24,Stephen Henderson,"£ 6,923","£ 360,000","£ 369,066",K,31,Ireland,Crystal Palace,Premier League,2019-2020
25,Dion Henry,£ 577,"£ 30,000","£ 30,756",K,21,England,Crystal Palace,Premier League,2019-2020
