,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Pepe Reina,"£ 91,923","£ 4,780,000","£ 4,900,378",K,37,Spain,Aston Villa,Premier League,2019-2020
2,Danny Drinkwater,"£ 60,000","£ 3,120,000","£ 3,198,573",M,29,England,Aston Villa,Premier League,2019-2020
3,Björn Engels,"£ 55,000","£ 2,860,000","£ 2,932,025",D,25,Belgium,Aston Villa,Premier League,2019-2020
4,Trezeguet,"£ 52,500","£ 2,730,000","£ 2,798,752",F,25,Egypt,Aston Villa,Premier League,2019-2020
5,Borja Bastón,"£ 45,000","£ 2,340,000","£ 2,398,930",F,27,Spain,Aston Villa,Premier League,2019-2020
6,Tom Heaton,"£ 40,000","£ 2,080,000","£ 2,132,382",K,33,England,Aston Villa,Premier League,2019-2020
7,Mbwana Samatta,"£ 40,000","£ 2,080,000","£ 2,132,382",F,27,Tanzania,Aston Villa,Premier League,2019-2020
8,Frédéric Guilbert,"£ 40,000","£ 2,080,000","£ 2,132,382",D,25,France,Aston Villa,Premier League,2019-2020
9,Henri Lansbury,"£ 40,000","£ 2,080,000","£ 2,132,382",M,29,England,Aston Villa,Premier League,2019-2020
10,Matt Targett,"£ 35,000","£ 1,820,000","£ 1,865,834",D,24,England,Aston Villa,Premier League,2019-2020
11,Jack Grealish,"£ 35,000","£ 1,820,000","£ 1,865,834",F,24,England,Aston Villa,Premier League,2019-2020
12,Wesley,"£ 35,000","£ 1,820,000","£ 1,865,834",F,23,Brazil,Aston Villa,Premier League,2019-2020
13,Jonathan Kodjia,"£ 35,000","£ 1,820,000","£ 1,865,834",F,29,Cote d'Ivoire,Aston Villa,Premier League,2019-2020
14,Neil Taylor,"£ 31,923","£ 1,660,000","£ 1,701,805",D,30,Wales,Aston Villa,Premier League,2019-2020
15,Anwar El Ghazi,"£ 30,962","£ 1,610,000","£ 1,650,546",F,24,Netherlands,Aston Villa,Premier League,2019-2020
16,James Chester,"£ 30,000","£ 1,560,000","£ 1,599,287",D,30,Wales,Aston Villa,Premier League,2019-2020
17,Douglas Luiz,"£ 30,000","£ 1,560,000","£ 1,599,287",M,21,Brazil,Aston Villa,Premier League,2019-2020
18,Conor Hourihane,"£ 30,000","£ 1,560,000","£ 1,599,287",M,29,Ireland,Aston Villa,Premier League,2019-2020
19,Marvelous Nakamba,"£ 30,000","£ 1,560,000","£ 1,599,287",M,26,Zimbabwe,Aston Villa,Premier League,2019-2020
20,Jota Peleteiro,"£ 25,000","£ 1,300,000","£ 1,332,739",F,28,Spain,Aston Villa,Premier League,2019-2020
21,John McGinn,"£ 25,000","£ 1,300,000","£ 1,332,739",M,25,Scotland,Aston Villa,Premier League,2019-2020
22,Ahmed Elmohamady,"£ 25,000","£ 1,300,000","£ 1,332,739",D,32,Egypt,Aston Villa,Premier League,2019-2020
23,Tyrone Mings,"£ 25,000","£ 1,300,000","£ 1,332,739",D,26,England,Aston Villa,Premier League,2019-2020
24,Örjan Nyland,"£ 20,000","£ 1,040,000","£ 1,066,191",K,29,Norway,Aston Villa,Premier League,2019-2020
25,Jed Steer,"£ 20,000","£ 1,040,000","£ 1,066,191",K,27,England,Aston Villa,Premier League,2019-2020
26,Lovre Kalinic,"£ 15,769","£ 820,000","£ 840,651",K,29,Croatia,Aston Villa,Premier League,2019-2020
27,Ezri Konsa,"£ 15,000","£ 780,000","£ 799,643",D,22,England,Aston Villa,Premier League,2019-2020
28,Kortney Hause,"£ 8,077","£ 420,000","£ 430,577",D,24,England,Aston Villa,Premier League,2019-2020
29,Keinan Davis,"£ 5,000","£ 260,000","£ 266,548",F,21,England,Aston Villa,Premier League,2019-2020
30,Matija Sarkic,"£ 5,000","£ 260,000","£ 266,548",K,22,Montenegro,Aston Villa,Premier League,2019-2020
