,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Jamie Vardy,"£ 140,000","£ 7,280,000","£ 7,463,337",F,33,England,Leicester,Premier League,2019-2020
2,Kasper Schmeichel,"£ 130,000","£ 6,760,000","£ 6,930,242",K,33,Denmark,Leicester,Premier League,2019-2020
3,Dennis Praet,"£ 75,000","£ 3,900,000","£ 3,998,216",M,25,Belgium,Leicester,Premier League,2019-2020
4,Wilfred Ndidi,"£ 75,000","£ 3,900,000","£ 3,998,216",M,23,Nigeria,Leicester,Premier League,2019-2020
5,Ricardo Pereira,"£ 70,000","£ 3,640,000","£ 3,731,669",D,26,Portugal,Leicester,Premier League,2019-2020
6,Ben Chilwell,"£ 65,000","£ 3,380,000","£ 3,465,121",D,23,England,Leicester,Premier League,2019-2020
7,Jonny Evans,"£ 60,000","£ 3,120,000","£ 3,198,573",D,32,Northern Ireland,Leicester,Premier League,2019-2020
8,Kelechi Iheanacho,"£ 60,000","£ 3,120,000","£ 3,198,573",F,23,Nigeria,Leicester,Premier League,2019-2020
9,Wes Morgan,"£ 60,000","£ 3,120,000","£ 3,198,573",D,36,Jamaica,Leicester,Premier League,2019-2020
10,Demarai Gray,"£ 55,000","£ 2,860,000","£ 2,932,025",F,23,England,Leicester,Premier League,2019-2020
11,James Maddison,"£ 55,000","£ 2,860,000","£ 2,932,025",F,23,England,Leicester,Premier League,2019-2020
12,Christian Fuchs,"£ 50,000","£ 2,600,000","£ 2,665,478",D,33,Austria,Leicester,Premier League,2019-2020
13,Caglar Söyüncü,"£ 45,000","£ 2,340,000","£ 2,398,930",D,23,Turkey,Leicester,Premier League,2019-2020
14,Marc Albrighton,"£ 45,000","£ 2,340,000","£ 2,398,930",M,30,England,Leicester,Premier League,2019-2020
15,Ayoze Pérez,"£ 45,000","£ 2,340,000","£ 2,398,930",F,26,Spain,Leicester,Premier League,2019-2020
16,Nampalys Mendy,"£ 40,000","£ 2,080,000","£ 2,132,382",M,27,France,Leicester,Premier League,2019-2020
17,Youri Tielemans,"£ 35,000","£ 1,820,000","£ 1,865,834",M,22,Belgium,Leicester,Premier League,2019-2020
18,Matty James,"£ 31,923","£ 1,660,000","£ 1,701,805",M,28,England,Leicester,Premier League,2019-2020
19,Bartosz Kapustka,"£ 30,000","£ 1,560,000","£ 1,599,287",F,23,Poland,Leicester,Premier League,2019-2020
20,Filip Benkovic,"£ 30,000","£ 1,560,000","£ 1,599,287",D,22,Croatia,Leicester,Premier League,2019-2020
21,Eldin Jakupovic,"£ 23,077","£ 1,200,000","£ 1,230,220",K,35,Switzerland,Leicester,Premier League,2019-2020
22,Daniel Amartey,"£ 20,000","£ 1,040,000","£ 1,066,191",M,25,Ghana,Leicester,Premier League,2019-2020
23,Ryan Bennett,"£ 20,000","£ 1,040,000","£ 1,066,191",D,29,England,Leicester,Premier League,2019-2020
24,Danny Ward,"£ 20,000","£ 1,040,000","£ 1,066,191",K,26,Wales,Leicester,Premier League,2019-2020
25,Harvey Barnes,"£ 10,000","£ 520,000","£ 533,096",M,22,England,Leicester,Premier League,2019-2020
26,James Justin,"£ 10,000","£ 520,000","£ 533,096",D,21,England,Leicester,Premier League,2019-2020
27,Hamza Choudhury,"£ 7,500","£ 390,000","£ 399,822",M,22,England,Leicester,Premier League,2019-2020
28,George Thomas,"£ 2,500","£ 130,000","£ 133,274",F,22,Wales,Leicester,Premier League,2019-2020
