,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Mohamed Salah,"£ 200,000","£ 10,400,000","£ 10,661,911",F,27,Egypt,Liverpool,Premier League,2019-2020
2,Virgil van Dijk,"£ 180,000","£ 9,360,000","£ 9,595,720",D,28,Netherlands,Liverpool,Premier League,2019-2020
3,Roberto Firmino,"£ 180,000","£ 9,360,000","£ 9,595,720",F,28,Brazil,Liverpool,Premier League,2019-2020
4,James Milner,"£ 140,000","£ 7,280,000","£ 7,463,337",M,34,England,Liverpool,Premier League,2019-2020
5,Naby Keïta,"£ 120,000","£ 6,240,000","£ 6,397,146",M,24,Guinea,Liverpool,Premier League,2019-2020
6,Alex Oxlade-Chamberlain,"£ 120,000","£ 6,240,000","£ 6,397,146",M,26,England,Liverpool,Premier League,2019-2020
7,Adam Lallana,"£ 110,000","£ 5,720,000","£ 5,864,051",F,31,England,Liverpool,Premier League,2019-2020
8,Jordan Henderson,"£ 100,000","£ 5,200,000","£ 5,330,955",M,29,England,Liverpool,Premier League,2019-2020
9,Sadio Mané,"£ 100,000","£ 5,200,000","£ 5,330,955",F,27,Senegal,Liverpool,Premier League,2019-2020
10,Dejan Lovren,"£ 100,000","£ 5,200,000","£ 5,330,955",D,30,Croatia,Liverpool,Premier League,2019-2020
11,Fabinho,"£ 100,000","£ 5,200,000","£ 5,330,955",M,26,Brazil,Liverpool,Premier League,2019-2020
12,Joel Matip,"£ 100,000","£ 5,200,000","£ 5,330,955",D,28,Cameroon,Liverpool,Premier League,2019-2020
13,Alisson,"£ 90,000","£ 4,680,000","£ 4,797,860",K,27,Brazil,Liverpool,Premier League,2019-2020
14,Xherdan Shaqiri,"£ 80,000","£ 4,160,000","£ 4,264,764",F,28,Switzerland,Liverpool,Premier League,2019-2020
15,Takumi Minamino,"£ 75,000","£ 3,900,000","£ 3,998,216",F,25,Japan,Liverpool,Premier League,2019-2020
16,Georginio Wijnaldum,"£ 75,000","£ 3,900,000","£ 3,998,216",M,29,Netherlands,Liverpool,Premier League,2019-2020
17,Joe Gomez,"£ 75,000","£ 3,900,000","£ 3,998,216",D,22,England,Liverpool,Premier League,2019-2020
18,Nathaniel Clyne,"£ 70,000","£ 3,640,000","£ 3,731,669",D,28,England,Liverpool,Premier League,2019-2020
19,Andrew Robertson,"£ 60,000","£ 3,120,000","£ 3,198,573",D,25,Scotland,Liverpool,Premier League,2019-2020
20,Adrián,"£ 55,000","£ 2,860,000","£ 2,932,025",K,33,Spain,Liverpool,Premier League,2019-2020
21,Divock Origi,"£ 45,000","£ 2,340,000","£ 2,398,930",F,24,Belgium,Liverpool,Premier League,2019-2020
22,Trent Alexander-Arnold,"£ 40,000","£ 2,080,000","£ 2,132,382",D,21,England,Liverpool,Premier League,2019-2020
23,Caoimhin Kelleher,"£ 5,962","£ 310,000","£ 317,807",K,21,Ireland,Liverpool,Premier League,2019-2020
24,Andy Lonergan,"£ 5,000","£ 260,000","£ 266,548",K,36,England,Liverpool,Premier League,2019-2020
