,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Danny Ings,"£ 75,000","£ 3,900,000","£ 3,998,216",F,27,England,Southampton,Premier League,2019-2020
2,Cédric Soares,"£ 65,000","£ 3,380,000","£ 3,465,121",D,28,Portugal,Southampton,Premier League,2019-2020
3,Oriol Romeu,"£ 65,000","£ 3,380,000","£ 3,465,121",M,28,Spain,Southampton,Premier League,2019-2020
4,Sofiane Boufal,"£ 65,000","£ 3,380,000","£ 3,465,121",F,26,Morocco,Southampton,Premier League,2019-2020
5,Jannik Vestergaard,"£ 60,000","£ 3,120,000","£ 3,198,573",D,27,Denmark,Southampton,Premier League,2019-2020
6,Shane Long,"£ 60,000","£ 3,120,000","£ 3,198,573",F,33,Ireland,Southampton,Premier League,2019-2020
7,Ryan Bertrand,"£ 60,000","£ 3,120,000","£ 3,198,573",D,30,England,Southampton,Premier League,2019-2020
8,Nathan Redmond,"£ 60,000","£ 3,120,000","£ 3,198,573",F,25,England,Southampton,Premier League,2019-2020
9,Moussa Djenepo,"£ 55,000","£ 2,860,000","£ 2,932,025",F,21,Mali,Southampton,Premier League,2019-2020
10,Alex McCarthy,"£ 50,000","£ 2,600,000","£ 2,665,478",K,30,England,Southampton,Premier League,2019-2020
11,Maya Yoshida,"£ 50,000","£ 2,600,000","£ 2,665,478",D,31,Japan,Southampton,Premier League,2019-2020
12,Pierre-Emile Höjbjerg,"£ 50,000","£ 2,600,000","£ 2,665,478",M,24,Denmark,Southampton,Premier League,2019-2020
13,Stuart Armstrong,"£ 50,000","£ 2,600,000","£ 2,665,478",M,27,Scotland,Southampton,Premier League,2019-2020
14,James Ward-Prowse,"£ 45,000","£ 2,340,000","£ 2,398,930",M,25,England,Southampton,Premier League,2019-2020
15,Jack Stephens,"£ 45,000","£ 2,340,000","£ 2,398,930",D,26,England,Southampton,Premier League,2019-2020
16,Angus Gunn,"£ 40,000","£ 2,080,000","£ 2,132,382",K,24,England,Southampton,Premier League,2019-2020
17,Che Adams,"£ 30,000","£ 1,560,000","£ 1,599,287",F,23,England,Southampton,Premier League,2019-2020
18,Kyle Walker-Peters,"£ 20,000","£ 1,040,000","£ 1,066,191",D,22,England,Southampton,Premier League,2019-2020
19,Jan Bednarek,"£ 20,000","£ 1,040,000","£ 1,066,191",D,23,Poland,Southampton,Premier League,2019-2020
20,Sam McQueen,"£ 18,077","£ 940,000","£ 963,673",D,24,England,Southampton,Premier League,2019-2020
21,Michael Obafemi,"£ 16,923","£ 880,000","£ 902,162",F,19,Ireland,Southampton,Premier League,2019-2020
22,Kevin Danso,"£ 14,808","£ 770,000","£ 789,391",D,21,Austria,Southampton,Premier League,2019-2020
23,Yan Valery,"£ 1,923","£ 100,000","£ 102,518",D,20,France,Southampton,Premier League,2019-2020
