,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Nabil Bentaleb,"£ 85,000","£ 4,420,000","£ 4,531,312",M,25,Algeria,Newcastle,Premier League,2019-2020
2,Joelinton,"£ 85,000","£ 4,420,000","£ 4,531,312",F,23,Brazil,Newcastle,Premier League,2019-2020
3,Andy Carroll,"£ 75,000","£ 3,900,000","£ 3,998,216",F,31,England,Newcastle,Premier League,2019-2020
4,Jonjo Shelvey,"£ 70,000","£ 3,640,000","£ 3,731,669",M,27,England,Newcastle,Premier League,2019-2020
5,Danny Rose,"£ 60,000","£ 3,120,000","£ 3,198,573",D,29,England,Newcastle,Premier League,2019-2020
6,Emil Krafth,"£ 55,000","£ 2,860,000","£ 2,932,025",D,25,Sweden,Newcastle,Premier League,2019-2020
7,Yoshinori Muto,"£ 54,038","£ 2,810,000","£ 2,880,766",F,27,Japan,Newcastle,Premier League,2019-2020
8,Matt Ritchie,"£ 45,000","£ 2,340,000","£ 2,398,930",M,30,Scotland,Newcastle,Premier League,2019-2020
9,Federico Fernández,"£ 43,077","£ 2,240,000","£ 2,296,412",D,30,Argentina,Newcastle,Premier League,2019-2020
10,Miguel Almirón,"£ 42,000","£ 2,184,000","£ 2,239,001",F,25,Paraguay,Newcastle,Premier League,2019-2020
11,Sung-yong Ki,"£ 40,000","£ 2,080,000","£ 2,132,382",M,30,South Korea,Newcastle,Premier League,2019-2020
12,Fabian Schär,"£ 40,000","£ 2,080,000","£ 2,132,382",D,28,Switzerland,Newcastle,Premier League,2019-2020
13,Martin Dubravka,"£ 40,000","£ 2,080,000","£ 2,132,382",K,31,Slovakia,Newcastle,Premier League,2019-2020
14,Dwight Gayle,"£ 40,000","£ 2,080,000","£ 2,132,382",F,29,England,Newcastle,Premier League,2019-2020
15,Jamaal Lascelles,"£ 40,000","£ 2,080,000","£ 2,132,382",D,26,England,Newcastle,Premier League,2019-2020
16,Valentino Lazaro,"£ 38,077","£ 1,980,000","£ 2,029,864",M,23,Austria,Newcastle,Premier League,2019-2020
17,Florian Lejeune,"£ 38,077","£ 1,980,000","£ 2,029,864",D,28,France,Newcastle,Premier League,2019-2020
18,Allan Saint-Maximin,"£ 38,000","£ 1,976,000","£ 2,025,763",F,22,France,Newcastle,Premier League,2019-2020
19,Jack Colback,"£ 35,000","£ 1,820,000","£ 1,865,834",M,30,England,Newcastle,Premier League,2019-2020
20,Ciaran Clark,"£ 35,000","£ 1,820,000","£ 1,865,834",D,30,Ireland,Newcastle,Premier League,2019-2020
21,Paul Dummett,"£ 35,000","£ 1,820,000","£ 1,865,834",D,28,Wales,Newcastle,Premier League,2019-2020
22,Henri Saivet,"£ 35,000","£ 1,820,000","£ 1,865,834",F,29,Senegal,Newcastle,Premier League,2019-2020
23,Jetro Willems,"£ 32,500","£ 1,690,000","£ 1,732,560",D,25,Netherlands,Newcastle,Premier League,2019-2020
24,DeAndre Yedlin,"£ 30,000","£ 1,560,000","£ 1,599,287",D,26,United States,Newcastle,Premier League,2019-2020
25,Christian Atsu,"£ 30,000","£ 1,560,000","£ 1,599,287",F,28,Ghana,Newcastle,Premier League,2019-2020
26,Rob Elliot,"£ 25,000","£ 1,300,000","£ 1,332,739",K,33,Ireland,Newcastle,Premier League,2019-2020
27,Javier Manquillo,"£ 25,000","£ 1,300,000","£ 1,332,739",D,25,Spain,Newcastle,Premier League,2019-2020
28,Isaac Hayden,"£ 21,923","£ 1,140,000","£ 1,168,709",M,24,England,Newcastle,Premier League,2019-2020
29,Karl Darlow,"£ 15,000","£ 780,000","£ 799,643",K,29,England,Newcastle,Premier League,2019-2020
30,Jamie Sterry,"£ 1,923","£ 100,000","£ 102,518",D,24,England,Newcastle,Premier League,2019-2020
31,Sean Longstaff,"£ 1,000","£ 52,000","£ 53,310",M,22,England,Newcastle,Premier League,2019-2020
32,Matthew Longstaff,£ 769,"£ 40,000","£ 41,007",M,19,England,Newcastle,Premier League,2019-2020
