,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Tudor Baluta,"£ 89,808","£ 4,670,000","£ 4,787,608",M,20,Romania,Brighton,Premier League,2019-2020
2,Alireza Jahanbakhsh,"£ 50,000","£ 2,600,000","£ 2,665,478",F,26,Iran,Brighton,Premier League,2019-2020
3,Martín Montoya,"£ 50,000","£ 2,600,000","£ 2,665,478",D,28,Spain,Brighton,Premier League,2019-2020
4,Pascal Groß,"£ 50,000","£ 2,600,000","£ 2,665,478",M,28,Germany,Brighton,Premier League,2019-2020
5,Davy Pröpper,"£ 45,000","£ 2,340,000","£ 2,398,930",M,28,Netherlands,Brighton,Premier League,2019-2020
6,José Izquierdo,"£ 45,000","£ 2,340,000","£ 2,398,930",F,27,Colombia,Brighton,Premier League,2019-2020
7,Lewis Dunk,"£ 45,000","£ 2,340,000","£ 2,398,930",D,28,England,Brighton,Premier League,2019-2020
8,Shane Duffy,"£ 40,000","£ 2,080,000","£ 2,132,382",D,28,Ireland,Brighton,Premier League,2019-2020
9,Leandro Trossard,"£ 40,000","£ 2,080,000","£ 2,132,382",F,25,Belgium,Brighton,Premier League,2019-2020
10,Aaron Mooy,"£ 38,462","£ 2,000,000","£ 2,050,367",M,29,Australia,Brighton,Premier League,2019-2020
11,Mathew Ryan,"£ 35,000","£ 1,820,000","£ 1,865,834",K,27,Australia,Brighton,Premier League,2019-2020
12,Adam Webster,"£ 35,000","£ 1,820,000","£ 1,865,834",D,25,England,Brighton,Premier League,2019-2020
13,Neal Maupay,"£ 35,000","£ 1,820,000","£ 1,865,834",F,23,France,Brighton,Premier League,2019-2020
14,Ezequiel Schelotto,"£ 31,923","£ 1,660,000","£ 1,701,805",D,30,Italy,Brighton,Premier League,2019-2020
15,Dale Stephens,"£ 30,000","£ 1,560,000","£ 1,599,287",M,30,England,Brighton,Premier League,2019-2020
16,Glenn Murray,"£ 30,000","£ 1,560,000","£ 1,599,287",F,36,England,Brighton,Premier League,2019-2020
17,Solly March,"£ 30,000","£ 1,560,000","£ 1,599,287",M,25,England,Brighton,Premier League,2019-2020
18,Beram Kayal,"£ 25,000","£ 1,300,000","£ 1,332,739",M,31,Israel,Brighton,Premier League,2019-2020
19,Yves Bissouma,"£ 25,000","£ 1,300,000","£ 1,332,739",M,23,Mali,Brighton,Premier League,2019-2020
20,Bernardo,"£ 25,000","£ 1,300,000","£ 1,332,739",D,24,Brazil,Brighton,Premier League,2019-2020
21,Gaëtan Bong,"£ 20,192","£ 1,050,000","£ 1,076,443",D,31,Cameroon,Brighton,Premier League,2019-2020
22,Leon Balogun,"£ 18,077","£ 940,000","£ 963,673",D,31,Nigeria,Brighton,Premier League,2019-2020
23,David Button,"£ 15,962","£ 830,000","£ 850,902",K,30,England,Brighton,Premier League,2019-2020
24,Jason Steele,"£ 15,000","£ 780,000","£ 799,643",K,29,England,Brighton,Premier League,2019-2020
25,Dan Burn,"£ 15,000","£ 780,000","£ 799,643",D,27,England,Brighton,Premier League,2019-2020
26,Steven Alzate,"£ 15,000","£ 780,000","£ 799,643",F,21,Colombia,Brighton,Premier League,2019-2020
27,Alexis Mac Allister,"£ 10,000","£ 520,000","£ 533,096",F,21,Argentina,Brighton,Premier League,2019-2020
28,Tariq Lamptey,"£ 10,000","£ 520,000","£ 533,096",D,19,England,Brighton,Premier League,2019-2020
29,Aaron Connolly,"£ 7,500","£ 390,000","£ 399,822",F,20,Ireland,Brighton,Premier League,2019-2020
30,Andrew Crofts,£ 577,"£ 30,000","£ 30,756",M,35,Wales,Brighton,Premier League,2019-2020
