,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Alex Iwobi,"£ 120,000","£ 6,240,000","£ 6,397,146",F,23,Nigeria,Everton,Premier League,2019-2020
2,Bernard,"£ 120,000","£ 6,240,000","£ 6,397,146",F,27,Brazil,Everton,Premier League,2019-2020
3,Yerry Mina,"£ 120,000","£ 6,240,000","£ 6,397,146",D,25,Colombia,Everton,Premier League,2019-2020
4,André Gomes,"£ 112,308","£ 5,840,000","£ 5,987,073",M,26,Portugal,Everton,Premier League,2019-2020
5,Gylfi Sigurdsson,"£ 100,000","£ 5,200,000","£ 5,330,955",F,30,Iceland,Everton,Premier League,2019-2020
6,Theo Walcott,"£ 100,000","£ 5,200,000","£ 5,330,955",F,30,England,Everton,Premier League,2019-2020
7,Morgan Schneiderlin,"£ 100,000","£ 5,200,000","£ 5,330,955",M,30,France,Everton,Premier League,2019-2020
8,Dominic Calvert-Lewin,"£ 100,000","£ 5,200,000","£ 5,330,955",F,22,England,Everton,Premier League,2019-2020
9,Jordan Pickford,"£ 100,000","£ 5,200,000","£ 5,330,955",K,25,England,Everton,Premier League,2019-2020
10,Richarlison,"£ 90,000","£ 4,680,000","£ 4,797,860",F,22,Brazil,Everton,Premier League,2019-2020
11,Lucas Digne,"£ 90,000","£ 4,680,000","£ 4,797,860",D,26,France,Everton,Premier League,2019-2020
12,Fabian Delph,"£ 80,000","£ 4,160,000","£ 4,264,764",M,30,England,Everton,Premier League,2019-2020
13,Jean-Philippe Gbamin,"£ 75,000","£ 3,900,000","£ 3,998,216",M,24,Cote d'Ivoire,Everton,Premier League,2019-2020
14,Seamus Coleman,"£ 70,000","£ 3,640,000","£ 3,731,669",D,31,Ireland,Everton,Premier League,2019-2020
15,Leighton Baines,"£ 65,000","£ 3,380,000","£ 3,465,121",D,35,England,Everton,Premier League,2019-2020
16,Cenk Tosun,"£ 60,000","£ 3,120,000","£ 3,198,573",F,28,Turkey,Everton,Premier League,2019-2020
17,Michael Keane,"£ 60,000","£ 3,120,000","£ 3,198,573",D,27,England,Everton,Premier League,2019-2020
18,Oumar Niasse,"£ 55,000","£ 2,860,000","£ 2,932,025",F,29,Senegal,Everton,Premier League,2019-2020
19,Moise Kean,"£ 53,077","£ 2,760,000","£ 2,829,507",F,19,Italy,Everton,Premier League,2019-2020
20,Cuco Martina,"£ 35,000","£ 1,820,000","£ 1,865,834",D,30,Curacao,Everton,Premier League,2019-2020
21,Maarten Stekelenburg,"£ 32,500","£ 1,690,000","£ 1,732,560",K,37,Netherlands,Everton,Premier League,2019-2020
22,Jonas Lössl,"£ 28,077","£ 1,460,000","£ 1,496,768",K,30,Denmark,Everton,Premier League,2019-2020
23,Tom Davies,"£ 25,000","£ 1,300,000","£ 1,332,739",M,21,England,Everton,Premier League,2019-2020
24,Mason Holgate,"£ 25,000","£ 1,300,000","£ 1,332,739",D,23,England,Everton,Premier League,2019-2020
25,Djibril Sidibé,"£ 11,923","£ 620,000","£ 635,614",D,27,France,Everton,Premier League,2019-2020
26,Beni Baningime,"£ 8,077","£ 420,000","£ 430,577",M,21,Democratic Republic of the Congo,Everton,Premier League,2019-2020
