,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Ben Mee,"£ 55,000","£ 2,860,000","£ 2,961,037",D,28,England,Burnley,Premier League,2018-2019
2,Chris Wood,"£ 50,000","£ 2,600,000","£ 2,691,852",F,26,New Zealand,Burnley,Premier League,2018-2019
3,James Tarkowski,"£ 50,000","£ 2,600,000","£ 2,691,852",D,25,England,Burnley,Premier League,2018-2019
4,Steven Defour,"£ 45,000","£ 2,340,000","£ 2,422,667",M,30,Belgium,Burnley,Premier League,2018-2019
5,Joe Hart,"£ 45,000","£ 2,340,000","£ 2,422,667",K,31,England,Burnley,Premier League,2018-2019
6,Ben Gibson,"£ 40,000","£ 2,080,000","£ 2,153,482",D,25,England,Burnley,Premier League,2018-2019
7,Ashley Barnes,"£ 40,000","£ 2,080,000","£ 2,153,482",F,28,England,Burnley,Premier League,2018-2019
8,Jack Cork,"£ 38,000","£ 1,976,000","£ 2,045,808",M,29,England,Burnley,Premier League,2018-2019
9,Tom Heaton,"£ 35,000","£ 1,820,000","£ 1,884,297",K,32,England,Burnley,Premier League,2018-2019
10,Jeff Hendrick,"£ 35,000","£ 1,820,000","£ 1,884,297",M,26,Ireland,Burnley,Premier League,2018-2019
11,Matej Vydra,"£ 35,000","£ 1,820,000","£ 1,884,297",F,26,Czech Republic,Burnley,Premier League,2018-2019
12,Robbie Brady,"£ 35,000","£ 1,820,000","£ 1,884,297",M,26,Ireland,Burnley,Premier League,2018-2019
13,Aaron Lennon,"£ 35,000","£ 1,820,000","£ 1,884,297",F,31,England,Burnley,Premier League,2018-2019
14,Ashley Westwood,"£ 31,000","£ 1,612,000","£ 1,668,948",M,28,England,Burnley,Premier League,2018-2019
15,Jonathan Walters,"£ 30,000","£ 1,560,000","£ 1,615,111",F,34,Ireland,Burnley,Premier League,2018-2019
16,Nick Pope,"£ 30,000","£ 1,560,000","£ 1,615,111",K,26,England,Burnley,Premier League,2018-2019
17,Johann Berg Gudmundsson,"£ 30,000","£ 1,560,000","£ 1,615,111",F,27,Iceland,Burnley,Premier League,2018-2019
18,Stephen Ward,"£ 28,000","£ 1,456,000","£ 1,507,437",D,32,Ireland,Burnley,Premier League,2018-2019
19,Phil Bardsley,"£ 25,000","£ 1,300,000","£ 1,345,926",D,33,Scotland,Burnley,Premier League,2018-2019
20,Sam Vokes,"£ 25,000","£ 1,300,000","£ 1,345,926",F,28,Wales,Burnley,Premier League,2018-2019
21,Charlie Taylor,"£ 25,000","£ 1,300,000","£ 1,345,926",D,24,England,Burnley,Premier League,2018-2019
22,Matthew Lowton,"£ 25,000","£ 1,300,000","£ 1,345,926",D,29,England,Burnley,Premier League,2018-2019
23,Kevin Long,"£ 23,000","£ 1,196,000","£ 1,238,252",D,27,Ireland,Burnley,Premier League,2018-2019
24,Peter Crouch,"£ 15,712","£ 817,000","£ 845,863",F,37,England,Burnley,Premier League,2018-2019
25,Anders Lindegaard,"£ 7,500","£ 390,000","£ 403,778",K,34,Denmark,Burnley,Premier League,2018-2019
26,Adam Legzdins,"£ 5,000","£ 260,000","£ 269,185",K,31,England,Burnley,Premier League,2018-2019
27,Dwight McNeil,"£ 1,000","£ 52,000","£ 53,837",F,18,England,Burnley,Premier League,2018-2019
28,Josh Benson,£ 500,"£ 26,000","£ 26,919",M,18,England,Burnley,Premier League,2018-2019
29,Ntumba Massanka,£ 0,£ 0,£ 0,F,21,England,Burnley,Premier League,2018-2019
30,Nahki Wells,£ 0,£ 0,£ 0,F,28,Bermuda,Burnley,Premier League,2018-2019
31,Aiden O'Neill,£ 0,£ 0,£ 0,M,19,Australia,Burnley,Premier League,2018-2019
32,Anthony Driscoll-Glennon,£ 0,£ 0,£ 0,D,18,England,Burnley,Premier League,2018-2019
33,Ali Koiki,£ 0,£ 0,£ 0,D,18,England,Burnley,Premier League,2018-2019
