,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Abdoulaye Doucouré,"£ 70,000","£ 3,640,000","£ 3,768,593",M,25,France,Watford,Premier League,2018-2019
2,Andre Gray,"£ 70,000","£ 3,640,000","£ 3,768,593",F,27,England,Watford,Premier League,2018-2019
3,Troy Deeney,"£ 65,000","£ 3,380,000","£ 3,499,408",F,30,England,Watford,Premier League,2018-2019
4,Gerard Deulofeu,"£ 60,000","£ 3,120,000","£ 3,230,223",F,24,Spain,Watford,Premier League,2018-2019
5,Tom Cleverley,"£ 50,000","£ 2,600,000","£ 2,691,852",M,28,England,Watford,Premier League,2018-2019
6,Sebastian Prödl,"£ 45,000","£ 2,340,000","£ 2,422,667",D,31,Austria,Watford,Premier League,2018-2019
7,Daryl Janmaat,"£ 45,000","£ 2,340,000","£ 2,422,667",D,28,Netherlands,Watford,Premier League,2018-2019
8,Roberto Pereyra,"£ 45,000","£ 2,340,000","£ 2,422,667",M,27,Argentina,Watford,Premier League,2018-2019
9,Étienne Capoue,"£ 40,000","£ 2,080,000","£ 2,153,482",M,29,France,Watford,Premier League,2018-2019
10,Stefano Okaka,"£ 35,000","£ 1,820,000","£ 1,884,297",F,28,Italy,Watford,Premier League,2018-2019
11,Heurelho Gomes,"£ 35,000","£ 1,820,000","£ 1,884,297",K,37,Brazil,Watford,Premier League,2018-2019
12,Nathaniel Chalobah,"£ 35,000","£ 1,820,000","£ 1,884,297",M,23,England,Watford,Premier League,2018-2019
13,Will Hughes,"£ 30,000","£ 1,560,000","£ 1,615,111",M,23,England,Watford,Premier League,2018-2019
14,Ben Foster,"£ 30,000","£ 1,560,000","£ 1,615,111",K,35,England,Watford,Premier League,2018-2019
15,Christian Kabasele,"£ 30,000","£ 1,560,000","£ 1,615,111",D,27,Belgium,Watford,Premier League,2018-2019
16,Isaac Success,"£ 30,000","£ 1,560,000","£ 1,615,111",F,22,Nigeria,Watford,Premier League,2018-2019
17,José Holebas,"£ 30,000","£ 1,560,000","£ 1,615,111",D,34,Greece,Watford,Premier League,2018-2019
18,Adam Masina,"£ 28,000","£ 1,456,000","£ 1,507,437",D,24,Italy,Watford,Premier League,2018-2019
19,Miguel Britos,"£ 25,000","£ 1,300,000","£ 1,345,926",D,32,Uruguay,Watford,Premier League,2018-2019
20,Marc Navarro,"£ 23,000","£ 1,196,000","£ 1,238,252",D,22,Spain,Watford,Premier League,2018-2019
21,Craig Cathcart,"£ 23,000","£ 1,196,000","£ 1,238,252",D,29,Northern Ireland,Watford,Premier League,2018-2019
22,Kiko Femenía,"£ 20,000","£ 1,040,000","£ 1,076,741",D,27,Spain,Watford,Premier League,2018-2019
23,Marvin Zeegelaar,"£ 20,000","£ 1,040,000","£ 1,076,741",D,27,Netherlands,Watford,Premier League,2018-2019
24,Adalberto Peñaranda,"£ 17,962","£ 934,000","£ 966,996",F,21,Venezuela,Watford,Premier League,2018-2019
25,Ken Sema,"£ 15,000","£ 780,000","£ 807,556",M,24,Sweden,Watford,Premier League,2018-2019
26,Adrian Mariappa,"£ 15,000","£ 780,000","£ 807,556",D,31,Jamaica,Watford,Premier League,2018-2019
27,Domingos Quina,"£ 8,000","£ 416,000","£ 430,696",M,18,Portugal,Watford,Premier League,2018-2019
28,Ben Wilmot,"£ 5,000","£ 260,000","£ 269,185",D,18,England,Watford,Premier League,2018-2019
29,Pontus Dahlberg,"£ 3,000","£ 156,000","£ 161,511",K,19,Sweden,Watford,Premier League,2018-2019
30,Kwasi Sibo,"£ 2,000","£ 104,000","£ 107,674",M,20,Ghana,Watford,Premier League,2018-2019
31,Filip Stuparevic,£ 0,£ 0,£ 0,F,17,Serbia,Watford,Premier League,2018-2019
32,Dimitri Foulquier,£ 0,£ 0,£ 0,D,25,Guadeloupe,Watford,Premier League,2018-2019
33,Jerome Sinclair,£ 0,£ 0,£ 0,F,21,England,Watford,Premier League,2018-2019
34,Jorge Segura,£ 0,£ 0,£ 0,D,21,Colombia,Watford,Premier League,2018-2019
35,Daniel Bachmann,£ 0,£ 0,£ 0,K,23,Austria,Watford,Premier League,2018-2019
36,Obbi Oulare,£ 0,£ 0,£ 0,F,22,Belgium,Watford,Premier League,2018-2019
37,Cucho Hernández,£ 0,£ 0,£ 0,F,19,Colombia,Watford,Premier League,2018-2019
38,Tommie Hoban,£ 0,£ 0,£ 0,D,24,Ireland,Watford,Premier League,2018-2019
39,Dodi Lukebakio,£ 0,£ 0,£ 0,F,20,Belgium,Watford,Premier League,2018-2019
