,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Chicharito,"£ 140,000","£ 7,280,000","£ 7,537,186",F,30,Mexico,West Ham,Premier League,2018-2019
2,Marko Arnautovic,"£ 100,000","£ 5,200,000","£ 5,383,704",F,29,Austria,West Ham,Premier League,2018-2019
3,Jack Wilshere,"£ 100,000","£ 5,200,000","£ 5,383,704",M,26,England,West Ham,Premier League,2018-2019
4,Andy Carroll,"£ 90,000","£ 4,680,000","£ 4,845,334",F,29,England,West Ham,Premier League,2018-2019
5,Felipe Anderson,"£ 85,000","£ 4,420,000","£ 4,576,149",F,25,Brazil,West Ham,Premier League,2018-2019
6,Pablo Zabaleta,"£ 75,000","£ 3,900,000","£ 4,037,778",D,33,Argentina,West Ham,Premier League,2018-2019
7,Lucas Pérez,"£ 70,000","£ 3,640,000","£ 3,768,593",F,29,Spain,West Ham,Premier League,2018-2019
8,Michail Antonio,"£ 70,000","£ 3,640,000","£ 3,768,593",F,28,England,West Ham,Premier League,2018-2019
9,Winston Reid,"£ 70,000","£ 3,640,000","£ 3,768,593",D,29,New Zealand,West Ham,Premier League,2018-2019
10,Angelo Ogbonna,"£ 70,000","£ 3,640,000","£ 3,768,593",D,30,Italy,West Ham,Premier League,2018-2019
11,Issa Diop,"£ 67,000","£ 3,484,000","£ 3,607,082",D,21,France,West Ham,Premier League,2018-2019
12,Lukasz Fabianski,"£ 65,000","£ 3,380,000","£ 3,499,408",K,33,Poland,West Ham,Premier League,2018-2019
13,Declan Rice,"£ 60,000","£ 3,120,000","£ 3,230,223",M,19,England,West Ham,Premier League,2018-2019
14,Pedro Obiang,"£ 55,000","£ 2,860,000","£ 2,961,037",M,26,Equatorial Guinea,West Ham,Premier League,2018-2019
15,Adrián,"£ 50,000","£ 2,600,000","£ 2,691,852",K,31,Spain,West Ham,Premier League,2018-2019
16,Carlos Sánchez,"£ 50,000","£ 2,600,000","£ 2,691,852",M,32,Colombia,West Ham,Premier League,2018-2019
17,Mark Noble,"£ 50,000","£ 2,600,000","£ 2,691,852",M,31,England,West Ham,Premier League,2018-2019
18,Robert Snodgrass,"£ 40,000","£ 2,080,000","£ 2,153,482",F,30,Scotland,West Ham,Premier League,2018-2019
19,Arthur Masuaku,"£ 40,000","£ 2,080,000","£ 2,153,482",D,24,Democratic Republic of the Congo,West Ham,Premier League,2018-2019
20,Fabián Balbuena,"£ 40,000","£ 2,080,000","£ 2,153,482",D,26,Paraguay,West Ham,Premier League,2018-2019
21,Andrii Yarmolenko,"£ 40,000","£ 2,080,000","£ 2,153,482",F,28,Ukraine,West Ham,Premier League,2018-2019
22,Ryan Fredericks,"£ 40,000","£ 2,080,000","£ 2,153,482",D,25,England,West Ham,Premier League,2018-2019
23,Samir Nasri,"£ 36,865","£ 1,917,000","£ 1,984,723",M,31,France,West Ham,Premier League,2018-2019
24,Manuel Lanzini,"£ 35,000","£ 1,820,000","£ 1,884,297",M,25,Argentina,West Ham,Premier League,2018-2019
25,Aaron Cresswell,"£ 30,000","£ 1,560,000","£ 1,615,111",D,28,England,West Ham,Premier League,2018-2019
26,Reece Oxford,"£ 20,000","£ 1,040,000","£ 1,076,741",D,19,England,West Ham,Premier League,2018-2019
27,Ben Johnson,"£ 3,000","£ 156,000","£ 161,511",D,18,England,West Ham,Premier League,2018-2019
28,Nathan Holland,"£ 2,500","£ 130,000","£ 134,593",F,20,England,West Ham,Premier League,2018-2019
29,Grady Diangana,"£ 2,000","£ 104,000","£ 107,674",F,20,England,West Ham,Premier League,2018-2019
30,Conor Coventry,£ 500,"£ 26,000","£ 26,919",M,18,Ireland,West Ham,Premier League,2018-2019
31,Xande Silva,£ 0,£ 0,£ 0,F,21,Portugal,West Ham,Premier League,2018-2019
32,Edimilson Fernandes,£ 0,£ 0,£ 0,M,22,Switzerland,West Ham,Premier League,2018-2019
33,Joe Powell,£ 0,£ 0,£ 0,M,19,England,West Ham,Premier League,2018-2019
34,Jordan Hugill,£ 0,£ 0,£ 0,F,26,England,West Ham,Premier League,2018-2019
35,Josh Cullen,£ 0,£ 0,£ 0,M,22,Ireland,West Ham,Premier League,2018-2019
36,Moses Makasi,£ 0,£ 0,£ 0,M,22,England,West Ham,Premier League,2018-2019
37,Sam Byram,£ 0,£ 0,£ 0,D,24,England,West Ham,Premier League,2018-2019
