,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Rui Patrício,"£ 100,000","£ 5,200,000","£ 5,383,704",K,30,Portugal,Wolverhampton,Premier League,2018-2019
2,João Moutinho,"£ 100,000","£ 5,200,000","£ 5,383,704",M,31,Portugal,Wolverhampton,Premier League,2018-2019
3,Leander Dendoncker,"£ 75,000","£ 3,900,000","£ 4,037,778",M,23,Belgium,Wolverhampton,Premier League,2018-2019
4,Diogo Jota,"£ 55,000","£ 2,860,000","£ 2,961,037",F,21,Portugal,Wolverhampton,Premier League,2018-2019
5,Adama Traoré,"£ 55,000","£ 2,860,000","£ 2,961,037",F,22,Spain,Wolverhampton,Premier League,2018-2019
6,Rúben Neves,"£ 50,000","£ 2,600,000","£ 2,691,852",M,21,Portugal,Wolverhampton,Premier League,2018-2019
7,Willy Boly,"£ 40,000","£ 2,080,000","£ 2,153,482",D,27,France,Wolverhampton,Premier League,2018-2019
8,Raúl Jiménez,"£ 40,000","£ 2,080,000","£ 2,153,482",F,27,Mexico,Wolverhampton,Premier League,2018-2019
9,John Ruddy,"£ 35,000","£ 1,820,000","£ 1,884,297",K,31,England,Wolverhampton,Premier League,2018-2019
10,Hélder Costa,"£ 32,500","£ 1,690,000","£ 1,749,704",F,24,Portugal,Wolverhampton,Premier League,2018-2019
11,Rúben Vinagre,"£ 30,000","£ 1,560,000","£ 1,615,111",D,19,Portugal,Wolverhampton,Premier League,2018-2019
12,Ivan Cavaleiro,"£ 28,000","£ 1,456,000","£ 1,507,437",F,24,Portugal,Wolverhampton,Premier League,2018-2019
13,Jonny Otto,"£ 25,000","£ 1,300,000","£ 1,345,926",D,24,Spain,Wolverhampton,Premier League,2018-2019
14,Romain Saïss,"£ 22,000","£ 1,144,000","£ 1,184,415",M,28,Morocco,Wolverhampton,Premier League,2018-2019
15,Léo Bonatini,"£ 20,000","£ 1,040,000","£ 1,076,741",F,24,Brazil,Wolverhampton,Premier League,2018-2019
16,Ryan Bennett,"£ 20,000","£ 1,040,000","£ 1,076,741",D,28,England,Wolverhampton,Premier League,2018-2019
17,Conor Coady,"£ 15,000","£ 780,000","£ 807,556",D,25,England,Wolverhampton,Premier League,2018-2019
18,Matt Doherty,"£ 10,000","£ 520,000","£ 538,370",D,26,Ireland,Wolverhampton,Premier League,2018-2019
19,Kortney Hause,"£ 8,000","£ 416,000","£ 430,696",D,22,England,Wolverhampton,Premier League,2018-2019
20,Ethan Ebanks-Landell,"£ 3,000","£ 156,000","£ 161,511",D,25,England,Wolverhampton,Premier League,2018-2019
21,Will Norris,"£ 3,000","£ 156,000","£ 161,511",K,24,England,Wolverhampton,Premier League,2018-2019
22,Ryan Giles,"£ 2,500","£ 130,000","£ 134,593",M,18,England,Wolverhampton,Premier League,2018-2019
23,Max Kilman,"£ 2,000","£ 104,000","£ 107,674",D,21,England,Wolverhampton,Premier League,2018-2019
24,Morgan Gibbs-White,"£ 1,500","£ 78,000","£ 80,756",M,18,England,Wolverhampton,Premier League,2018-2019
25,Niall Ennis,"£ 1,192","£ 62,000","£ 64,190",F,19,England,Wolverhampton,Premier League,2018-2019
26,Connor Ronan,"£ 1,000","£ 52,000","£ 53,837",M,20,Ireland,Wolverhampton,Premier League,2018-2019
27,Cameron John,£ 288,"£ 15,000","£ 15,530",D,18,England,Wolverhampton,Premier League,2018-2019
28,Rafa Mir,£ 0,£ 0,£ 0,F,21,Spain,Wolverhampton,Premier League,2018-2019
29,Benny Ashley-Seal,£ 0,£ 0,£ 0,F,19,England,Wolverhampton,Premier League,2018-2019
30,Roderick Miranda,£ 0,£ 0,£ 0,D,27,Portugal,Wolverhampton,Premier League,2018-2019
31,Michal Zyro,£ 0,£ 0,£ 0,F,25,Poland,Wolverhampton,Premier League,2018-2019
32,Bright Enobakhare,£ 0,£ 0,£ 0,F,20,Nigeria,Wolverhampton,Premier League,2018-2019
33,Jordan Graham,£ 0,£ 0,£ 0,F,23,England,Wolverhampton,Premier League,2018-2019
34,Jack Ruddy,£ 0,£ 0,£ 0,K,20,Scotland,Wolverhampton,Premier League,2018-2019
35,Sylvain Deslandes,£ 0,£ 0,£ 0,D,21,France,Wolverhampton,Premier League,2018-2019
36,Harry Burgoyne,£ 0,£ 0,£ 0,K,21,England,Wolverhampton,Premier League,2018-2019
37,Ming-Yang Yang,£ 0,£ 0,£ 0,M,22,Switzerland,Wolverhampton,Premier League,2018-2019
38,Elliot Watt,£ 0,£ 0,£ 0,M,18,Scotland,Wolverhampton,Premier League,2018-2019
39,Pedro Gonçalves,£ 0,£ 0,£ 0,M,20,Portugal,Wolverhampton,Premier League,2018-2019
40,Phil Ofosu-Ayeh,£ 0,£ 0,£ 0,D,26,Ghana,Wolverhampton,Premier League,2018-2019
