,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Kevin De Bruyne,"£ 350,000","£ 18,200,000","£ 18,842,965",M,27,Belgium,Manchester City,Premier League,2018-2019
2,Sergio Agüero,"£ 230,135","£ 11,967,000","£ 12,389,767",F,30,Argentina,Manchester City,Premier League,2018-2019
3,Nicolás Otamendi,"£ 180,000","£ 9,360,000","£ 9,690,668",D,30,Argentina,Manchester City,Premier League,2018-2019
4,Fernandinho,"£ 180,000","£ 9,360,000","£ 9,690,668",M,33,Brazil,Manchester City,Premier League,2018-2019
5,David Silva,"£ 160,000","£ 8,320,000","£ 8,613,927",M,32,Spain,Manchester City,Premier League,2018-2019
6,Vincent Kompany,"£ 150,000","£ 7,800,000","£ 8,075,557",D,32,Belgium,Manchester City,Premier League,2018-2019
7,Bernardo Silva,"£ 150,000","£ 7,800,000","£ 8,075,557",F,23,Portugal,Manchester City,Premier League,2018-2019
8,Raheem Sterling,"£ 150,000","£ 7,800,000","£ 8,075,557",F,23,England,Manchester City,Premier League,2018-2019
9,Aymeric Laporte,"£ 120,000","£ 6,240,000","£ 6,460,445",D,24,France,Manchester City,Premier League,2018-2019
10,Riyad Mahrez,"£ 120,000","£ 6,240,000","£ 6,460,445",F,27,Algeria,Manchester City,Premier League,2018-2019
11,Claudio Bravo,"£ 115,000","£ 5,980,000","£ 6,191,260",K,35,Chile,Manchester City,Premier League,2018-2019
12,Kyle Walker,"£ 110,000","£ 5,720,000","£ 5,922,075",D,28,England,Manchester City,Premier League,2018-2019
13,John Stones,"£ 100,000","£ 5,200,000","£ 5,383,704",D,24,England,Manchester City,Premier League,2018-2019
14,Eliaquim Mangala,"£ 100,000","£ 5,200,000","£ 5,383,704",D,27,France,Manchester City,Premier League,2018-2019
15,Leroy Sané,"£ 95,000","£ 4,940,000","£ 5,114,519",F,22,Germany,Manchester City,Premier League,2018-2019
16,Gabriel Jesus,"£ 90,000","£ 4,680,000","£ 4,845,334",F,21,Brazil,Manchester City,Premier League,2018-2019
17,Benjamin Mendy,"£ 90,000","£ 4,680,000","£ 4,845,334",D,23,France,Manchester City,Premier League,2018-2019
18,Danilo,"£ 80,000","£ 4,160,000","£ 4,306,964",D,26,Brazil,Manchester City,Premier League,2018-2019
19,Fabian Delph,"£ 80,000","£ 4,160,000","£ 4,306,964",M,28,England,Manchester City,Premier League,2018-2019
20,Ilkay Gündogan,"£ 80,000","£ 4,160,000","£ 4,306,964",M,27,Germany,Manchester City,Premier League,2018-2019
21,Ederson,"£ 65,000","£ 3,380,000","£ 3,499,408",K,24,Brazil,Manchester City,Premier League,2018-2019
22,Phil Foden,"£ 60,000","£ 3,120,000","£ 3,230,223",M,18,England,Manchester City,Premier League,2018-2019
23,Philippe Sandler,"£ 25,000","£ 1,300,000","£ 1,345,926",D,21,Netherlands,Manchester City,Premier League,2018-2019
24,Claudio Gomes,"£ 20,000","£ 1,040,000","£ 1,076,741",M,17,France,Manchester City,Premier League,2018-2019
25,Oleksandr Zinchenko,"£ 20,000","£ 1,040,000","£ 1,076,741",D,21,Ukraine,Manchester City,Premier League,2018-2019
26,Eric García,"£ 12,000","£ 624,000","£ 646,045",D,17,Spain,Manchester City,Premier League,2018-2019
27,Taylor Richards,"£ 10,000","£ 520,000","£ 538,370",M,17,England,Manchester City,Premier League,2018-2019
28,Brahim Díaz,"£ 8,000","£ 416,000","£ 430,696",F,18,Spain,Manchester City,Premier League,2018-2019
29,Daniel Grimshaw,"£ 8,000","£ 416,000","£ 430,696",K,20,England,Manchester City,Premier League,2018-2019
30,Cameron Humphreys,"£ 1,000","£ 52,000","£ 53,837",D,19,England,Manchester City,Premier League,2018-2019
31,Felix Nmecha,£ 96,"£ 5,000","£ 5,177",M,17,England,Manchester City,Premier League,2018-2019
32,Marlos Moreno,£ 0,£ 0,£ 0,F,21,Colombia,Manchester City,Premier League,2018-2019
33,Mix Diskerud,£ 0,£ 0,£ 0,M,27,United States,Manchester City,Premier League,2018-2019
34,Aleix García,£ 0,£ 0,£ 0,M,21,Spain,Manchester City,Premier League,2018-2019
35,Pablo Marí,£ 0,£ 0,£ 0,D,24,Spain,Manchester City,Premier League,2018-2019
36,Patrick Roberts,£ 0,£ 0,£ 0,F,21,England,Manchester City,Premier League,2018-2019
37,Adrián Bernabé,£ 0,£ 0,£ 0,M,17,Spain,Manchester City,Premier League,2018-2019
38,Arijanet Murić,£ 0,£ 0,£ 0,K,19,Kosovo,Manchester City,Premier League,2018-2019
39,Anthony Cáceres,£ 0,£ 0,£ 0,M,25,Australia,Manchester City,Premier League,2018-2019
40,Jack Harrison,£ 0,£ 0,£ 0,F,21,England,Manchester City,Premier League,2018-2019
41,Ian Poveda,£ 0,£ 0,£ 0,F,18,England,Manchester City,Premier League,2018-2019
42,Erik Palmer-Brown,£ 0,£ 0,£ 0,D,21,United States,Manchester City,Premier League,2018-2019
43,Douglas Luiz,£ 0,£ 0,£ 0,M,20,Brazil,Manchester City,Premier League,2018-2019
44,Luka Ilic,£ 0,£ 0,£ 0,M,18,Serbia,Manchester City,Premier League,2018-2019
45,Luke Bolton,£ 0,£ 0,£ 0,F,18,England,Manchester City,Premier League,2018-2019
46,Luke Brattan,£ 0,£ 0,£ 0,M,28,Australia,Manchester City,Premier League,2018-2019
