,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Gonzalo Higuaín,"£ 303,404","£ 15,777,000","£ 16,334,366",F,30,Argentina,Chelsea,Premier League,2018-2019
2,N'Golo Kanté,"£ 290,000","£ 15,080,000","£ 15,612,743",M,27,France,Chelsea,Premier League,2018-2019
3,Eden Hazard,"£ 224,423","£ 11,670,000","£ 12,082,275",F,27,Belgium,Chelsea,Premier League,2018-2019
4,Cesc Fàbregas,"£ 207,096","£ 10,769,000","£ 11,149,445",M,31,Spain,Chelsea,Premier League,2018-2019
5,Álvaro Morata,"£ 170,000","£ 8,840,000","£ 9,152,297",F,25,Spain,Chelsea,Premier League,2018-2019
6,Kepa,"£ 152,615","£ 7,936,000","£ 8,216,361",K,23,Spain,Chelsea,Premier League,2018-2019
7,César Azpilicueta,"£ 150,000","£ 7,800,000","£ 8,075,557",D,28,Spain,Chelsea,Premier League,2018-2019
8,Christian Pulisic,"£ 150,000","£ 7,800,000","£ 8,075,557",F,19,United States,Chelsea,Premier League,2018-2019
9,David Luiz,"£ 125,673","£ 6,535,000","£ 6,765,867",D,31,Brazil,Chelsea,Premier League,2018-2019
10,Willian,"£ 120,000","£ 6,240,000","£ 6,460,445",F,29,Brazil,Chelsea,Premier League,2018-2019
11,Olivier Giroud,"£ 110,000","£ 5,720,000","£ 5,922,075",F,31,France,Chelsea,Premier League,2018-2019
12,Jorginho,"£ 110,000","£ 5,720,000","£ 5,922,075",M,26,Italy,Chelsea,Premier League,2018-2019
13,Ross Barkley,"£ 100,000","£ 5,200,000","£ 5,383,704",M,24,England,Chelsea,Premier League,2018-2019
14,Antonio Rüdiger,"£ 100,000","£ 5,200,000","£ 5,383,704",D,25,Germany,Chelsea,Premier League,2018-2019
15,Marcos Alonso,"£ 100,000","£ 5,200,000","£ 5,383,704",D,27,Spain,Chelsea,Premier League,2018-2019
16,Danny Drinkwater,"£ 100,000","£ 5,200,000","£ 5,383,704",M,28,England,Chelsea,Premier League,2018-2019
17,Mateo Kovacic,"£ 100,000","£ 5,200,000","£ 5,383,704",M,24,Croatia,Chelsea,Premier League,2018-2019
18,Pedro,"£ 99,788","£ 5,189,000","£ 5,372,316",F,30,Spain,Chelsea,Premier League,2018-2019
19,Andreas Christensen,"£ 80,000","£ 4,160,000","£ 4,306,964",D,22,Denmark,Chelsea,Premier League,2018-2019
20,Gary Cahill,"£ 80,000","£ 4,160,000","£ 4,306,964",D,32,England,Chelsea,Premier League,2018-2019
21,Victor Moses,"£ 75,000","£ 3,900,000","£ 4,037,778",F,27,Nigeria,Chelsea,Premier League,2018-2019
22,Davide Zappacosta,"£ 70,000","£ 3,640,000","£ 3,768,593",D,26,Italy,Chelsea,Premier League,2018-2019
23,Kurt Zouma,"£ 46,000","£ 2,392,000","£ 2,476,504",D,23,France,Chelsea,Premier League,2018-2019
24,Emerson,"£ 42,000","£ 2,184,000","£ 2,261,156",D,23,Italy,Chelsea,Premier League,2018-2019
25,Michy Batshuayi,"£ 35,000","£ 1,820,000","£ 1,884,297",F,24,Belgium,Chelsea,Premier League,2018-2019
26,Ruben Loftus-Cheek,"£ 35,000","£ 1,820,000","£ 1,884,297",M,22,England,Chelsea,Premier League,2018-2019
27,Willy Caballero,"£ 30,000","£ 1,560,000","£ 1,615,111",K,36,Argentina,Chelsea,Premier League,2018-2019
28,Marco van Ginkel,"£ 28,000","£ 1,456,000","£ 1,507,437",M,25,Netherlands,Chelsea,Premier League,2018-2019
29,Kenedy,"£ 25,000","£ 1,300,000","£ 1,345,926",M,22,Brazil,Chelsea,Premier League,2018-2019
30,Lucas Piazón,"£ 20,000","£ 1,040,000","£ 1,076,741",F,24,Brazil,Chelsea,Premier League,2018-2019
31,Jamal Blackman,"£ 12,000","£ 624,000","£ 646,045",K,24,England,Chelsea,Premier League,2018-2019
32,Ethan Ampadu,"£ 7,500","£ 390,000","£ 403,778",D,17,Wales,Chelsea,Premier League,2018-2019
33,Marc Guehi,"£ 2,500","£ 130,000","£ 134,593",D,17,England,Chelsea,Premier League,2018-2019
34,George McEachran,"£ 2,500","£ 130,000","£ 134,593",M,17,England,Chelsea,Premier League,2018-2019
35,Callum Hudson-Odoi,"£ 2,500","£ 130,000","£ 134,593",F,17,England,Chelsea,Premier League,2018-2019
36,Marcin Bulka,"£ 2,500","£ 130,000","£ 134,593",K,18,Poland,Chelsea,Premier League,2018-2019
37,Jamie Cumming,"£ 2,000","£ 104,000","£ 107,674",K,18,England,Chelsea,Premier League,2018-2019
38,Conor Gallagher,"£ 1,808","£ 94,000","£ 97,321",M,18,England,Chelsea,Premier League,2018-2019
39,Danilo Pantic,£ 0,£ 0,£ 0,M,21,Serbia,Chelsea,Premier League,2018-2019
40,Tammy Abraham,£ 0,£ 0,£ 0,F,20,England,Chelsea,Premier League,2018-2019
41,Tiemoué Bakayoko,£ 0,£ 0,£ 0,M,23,France,Chelsea,Premier League,2018-2019
42,Todd Kane,£ 0,£ 0,£ 0,D,24,England,Chelsea,Premier League,2018-2019
43,Tomas Kalas,£ 0,£ 0,£ 0,D,25,Czech Republic,Chelsea,Premier League,2018-2019
44,Charly Musonda Jr,£ 0,£ 0,£ 0,M,21,Belgium,Chelsea,Premier League,2018-2019
45,Ola Aina,£ 0,£ 0,£ 0,D,21,Nigeria,Chelsea,Premier League,2018-2019
46,Kenneth Omeruo,£ 0,£ 0,£ 0,D,24,Nigeria,Chelsea,Premier League,2018-2019
47,Abdul Rahman Baba,£ 0,£ 0,£ 0,D,23,Ghana,Chelsea,Premier League,2018-2019
48,Mario Pasalic,£ 0,£ 0,£ 0,M,23,Croatia,Chelsea,Premier League,2018-2019
49,Matt Miazga,£ 0,£ 0,£ 0,D,22,United States,Chelsea,Premier League,2018-2019
50,Michael Hector,£ 0,£ 0,£ 0,D,25,Jamaica,Chelsea,Premier League,2018-2019
51,Nathan,£ 0,£ 0,£ 0,F,22,Brazil,Chelsea,Premier League,2018-2019
52,Lewis Baker,£ 0,£ 0,£ 0,M,23,England,Chelsea,Premier League,2018-2019
53,Rob Green,£ 0,£ 0,£ 0,K,38,England,Chelsea,Premier League,2018-2019
54,Eduardo dos Reis Carvalho,£ 0,£ 0,£ 0,K,35,Portugal,Chelsea,Premier League,2018-2019
