,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Nathaniel Clyne,"£ 75,000","£ 3,900,000","£ 4,037,778",D,27,England,Bournemouth,Premier League,2018-2019
2,Asmir Begovic,"£ 70,000","£ 3,640,000","£ 3,768,593",K,31,Bosnia-Herzegovina,Bournemouth,Premier League,2018-2019
3,Jermain Defoe,"£ 65,000","£ 3,380,000","£ 3,499,408",F,35,England,Bournemouth,Premier League,2018-2019
4,Jefferson Lerma,"£ 55,000","£ 2,860,000","£ 2,961,037",M,23,Colombia,Bournemouth,Premier League,2018-2019
5,Joshua King,"£ 45,000","£ 2,340,000","£ 2,422,667",F,26,Norway,Bournemouth,Premier League,2018-2019
6,Steve Cook,"£ 45,000","£ 2,340,000","£ 2,422,667",D,27,England,Bournemouth,Premier League,2018-2019
7,Nathan Aké,"£ 40,000","£ 2,080,000","£ 2,153,482",D,23,Netherlands,Bournemouth,Premier League,2018-2019
8,Callum Wilson,"£ 40,000","£ 2,080,000","£ 2,153,482",F,26,England,Bournemouth,Premier League,2018-2019
9,Harry Arter,"£ 40,000","£ 2,080,000","£ 2,153,482",M,28,Ireland,Bournemouth,Premier League,2018-2019
10,Artur Boruc,"£ 40,000","£ 2,080,000","£ 2,153,482",K,38,Poland,Bournemouth,Premier League,2018-2019
11,Jordon Ibe,"£ 37,500","£ 1,950,000","£ 2,018,889",F,22,England,Bournemouth,Premier League,2018-2019
12,Andrew Surman,"£ 35,000","£ 1,820,000","£ 1,884,297",M,31,England,Bournemouth,Premier League,2018-2019
13,Adam Smith,"£ 35,000","£ 1,820,000","£ 1,884,297",D,27,England,Bournemouth,Premier League,2018-2019
14,Diego Rico,"£ 35,000","£ 1,820,000","£ 1,884,297",D,25,Spain,Bournemouth,Premier League,2018-2019
15,Charlie Daniels,"£ 35,000","£ 1,820,000","£ 1,884,297",D,31,England,Bournemouth,Premier League,2018-2019
16,Dan Gosling,"£ 35,000","£ 1,820,000","£ 1,884,297",M,28,England,Bournemouth,Premier League,2018-2019
17,Marc Pugh,"£ 30,000","£ 1,560,000","£ 1,615,111",F,31,England,Bournemouth,Premier League,2018-2019
18,Simon Francis,"£ 30,000","£ 1,560,000","£ 1,615,111",D,33,England,Bournemouth,Premier League,2018-2019
19,Lewis Cook,"£ 30,000","£ 1,560,000","£ 1,615,111",M,21,England,Bournemouth,Premier League,2018-2019
20,Ryan Fraser,"£ 30,000","£ 1,560,000","£ 1,615,111",F,24,Scotland,Bournemouth,Premier League,2018-2019
21,Chris Mepham,"£ 30,000","£ 1,560,000","£ 1,615,111",D,20,Wales,Bournemouth,Premier League,2018-2019
22,Tyrone Mings,"£ 25,000","£ 1,300,000","£ 1,345,926",D,25,England,Bournemouth,Premier League,2018-2019
23,David Brooks,"£ 25,000","£ 1,300,000","£ 1,345,926",M,20,Wales,Bournemouth,Premier League,2018-2019
24,Dominic Solanke,"£ 25,000","£ 1,300,000","£ 1,345,926",F,20,England,Bournemouth,Premier League,2018-2019
25,Junior Stanislas,"£ 25,000","£ 1,300,000","£ 1,345,926",F,28,England,Bournemouth,Premier League,2018-2019
26,Lys Mousset,"£ 25,000","£ 1,300,000","£ 1,345,926",F,22,France,Bournemouth,Premier League,2018-2019
27,Emerson Hyndman,"£ 15,000","£ 780,000","£ 807,556",M,22,United States,Bournemouth,Premier League,2018-2019
28,Aaron Ramsdale,"£ 5,000","£ 260,000","£ 269,185",K,20,England,Bournemouth,Premier League,2018-2019
29,Mark Travers,"£ 5,000","£ 260,000","£ 269,185",K,19,Ireland,Bournemouth,Premier League,2018-2019
30,Jack Simpson,"£ 3,000","£ 156,000","£ 161,511",D,21,England,Bournemouth,Premier League,2018-2019
31,Sam Surridge,"£ 1,500","£ 78,000","£ 80,756",F,19,England,Bournemouth,Premier League,2018-2019
32,Matt Butcher,£ 596,"£ 31,000","£ 32,095",M,21,England,Bournemouth,Premier League,2018-2019
33,Nnamdi Ofoborh,£ 500,"£ 26,000","£ 26,919",M,18,Nigeria,Bournemouth,Premier League,2018-2019
34,Kyle Taylor,£ 500,"£ 26,000","£ 26,919",M,18,England,Bournemouth,Premier League,2018-2019
35,Brad Smith,£ 0,£ 0,£ 0,D,24,Australia,Bournemouth,Premier League,2018-2019
36,Alexandru Dobre,£ 0,£ 0,£ 0,M,19,Romania,Bournemouth,Premier League,2018-2019
37,Connor Mahoney,£ 0,£ 0,£ 0,F,21,England,Bournemouth,Premier League,2018-2019
