,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Mesut Özil,"£ 350,000","£ 18,200,000","£ 19,170,476",M,28,Germany,Arsenal,Premier League,2017-2018
2,Alexis Sánchez,"£ 350,000","£ 18,200,000","£ 19,170,476",F,28,Chile,Arsenal,Premier League,2017-2018
3,Henrikh Mkhitaryan,"£ 200,000","£ 10,400,000","£ 10,954,558",M,28,Armenia,Arsenal,Premier League,2017-2018
4,Alexandre Lacazette,"£ 182,077","£ 9,468,000","£ 9,972,861",F,26,France,Arsenal,Premier League,2017-2018
5,Pierre-Emerick Aubameyang,"£ 180,000","£ 9,360,000","£ 9,859,102",F,28,Gabon,Arsenal,Premier League,2017-2018
6,Danny Welbeck,"£ 125,000","£ 6,500,000","£ 6,846,599",F,26,England,Arsenal,Premier League,2017-2018
7,Aaron Ramsey,"£ 120,000","£ 6,240,000","£ 6,572,735",M,26,Wales,Arsenal,Premier League,2017-2018
8,Theo Walcott,"£ 120,000","£ 6,240,000","£ 6,572,735",F,28,England,Arsenal,Premier League,2017-2018
9,Alex Oxlade-Chamberlain,"£ 120,000","£ 6,240,000","£ 6,572,735",M,23,England,Arsenal,Premier League,2017-2018
10,Petr Cech,"£ 110,000","£ 5,720,000","£ 6,025,007",K,35,Czech Republic,Arsenal,Premier League,2017-2018
11,Héctor Bellerín,"£ 110,000","£ 5,720,000","£ 6,025,007",D,22,Spain,Arsenal,Premier League,2017-2018
12,Olivier Giroud,"£ 110,000","£ 5,720,000","£ 6,025,007",F,30,France,Arsenal,Premier League,2017-2018
13,Santi Cazorla,"£ 100,000","£ 5,200,000","£ 5,477,279",M,32,Spain,Arsenal,Premier League,2017-2018
14,Sead Kolasinac,"£ 100,000","£ 5,200,000","£ 5,477,279",D,24,Bosnia-Herzegovina,Arsenal,Premier League,2017-2018
15,Per Mertesacker,"£ 90,000","£ 4,680,000","£ 4,929,551",D,32,Germany,Arsenal,Premier League,2017-2018
16,Laurent Koscielny,"£ 90,000","£ 4,680,000","£ 4,929,551",D,31,France,Arsenal,Premier League,2017-2018
17,Jack Wilshere,"£ 90,000","£ 4,680,000","£ 4,929,551",M,25,England,Arsenal,Premier League,2017-2018
18,Shkodran Mustafi,"£ 90,000","£ 4,680,000","£ 4,929,551",D,25,Germany,Arsenal,Premier League,2017-2018
19,Granit Xhaka,"£ 80,000","£ 4,160,000","£ 4,381,823",M,24,Switzerland,Arsenal,Premier League,2017-2018
20,Alex Iwobi,"£ 70,000","£ 3,640,000","£ 3,834,095",F,21,Nigeria,Arsenal,Premier League,2017-2018
21,Nacho Monreal,"£ 70,000","£ 3,640,000","£ 3,834,095",D,31,Spain,Arsenal,Premier League,2017-2018
22,David Ospina,"£ 50,000","£ 2,600,000","£ 2,738,639",K,28,Colombia,Arsenal,Premier League,2017-2018
23,Calum Chambers,"£ 50,000","£ 2,600,000","£ 2,738,639",D,22,England,Arsenal,Premier League,2017-2018
24,Mohamed Elneny,"£ 30,000","£ 1,560,000","£ 1,643,184",M,24,Egypt,Arsenal,Premier League,2017-2018
25,Rob Holding,"£ 25,000","£ 1,300,000","£ 1,369,320",D,21,England,Arsenal,Premier League,2017-2018
26,Konstantinos Mavropanos,"£ 7,000","£ 364,000","£ 383,410",D,19,Greece,Arsenal,Premier League,2017-2018
27,Joe Willock,"£ 5,000","£ 260,000","£ 273,864",M,17,England,Arsenal,Premier League,2017-2018
28,Matt Macey,"£ 4,000","£ 208,000","£ 219,091",K,22,England,Arsenal,Premier League,2017-2018
29,Eddie Nketiah,"£ 4,000","£ 208,000","£ 219,091",F,18,England,Arsenal,Premier League,2017-2018
30,Ainsley Maitland-Niles,"£ 4,000","£ 208,000","£ 219,091",M,19,England,Arsenal,Premier League,2017-2018
31,Reiss Nelson,"£ 3,000","£ 156,000","£ 164,318",F,17,England,Arsenal,Premier League,2017-2018
32,Jordi Osei-Tutu,"£ 2,000","£ 104,000","£ 109,546",D,18,England,Arsenal,Premier League,2017-2018
33,Vlad Dragomir,"£ 1,500","£ 78,000","£ 82,159",M,18,Romania,Arsenal,Premier League,2017-2018
34,Charlie Gilmour,£ 808,"£ 42,000","£ 44,240",M,18,Scotland,Arsenal,Premier League,2017-2018
35,Cohen Bramall,£ 0,£ 0,£ 0,D,21,England,Arsenal,Premier League,2017-2018
36,Chuba Akpom,£ 0,£ 0,£ 0,F,21,England,Arsenal,Premier League,2017-2018
37,Carl Jenkinson,£ 0,£ 0,£ 0,D,25,England,Arsenal,Premier League,2017-2018
38,Marcus McGuane,£ 0,£ 0,£ 0,M,18,England,Arsenal,Premier League,2017-2018
39,Dejan Iliev,£ 0,£ 0,£ 0,K,22,North Macedonia,Arsenal,Premier League,2017-2018
40,Krystian Bielik,£ 0,£ 0,£ 0,D,19,Poland,Arsenal,Premier League,2017-2018
41,Ben Sheaf,£ 0,£ 0,£ 0,M,19,England,Arsenal,Premier League,2017-2018
42,Joshua Da Silva,£ 0,£ 0,£ 0,M,18,England,Arsenal,Premier League,2017-2018
43,Jeff Reine-Adélaïde,£ 0,£ 0,£ 0,M,19,France,Arsenal,Premier League,2017-2018
44,Mathieu Debuchy,£ 0,£ 0,£ 0,D,31,France,Arsenal,Premier League,2017-2018
45,Francis Coquelin,£ 0,£ 0,£ 0,M,26,France,Arsenal,Premier League,2017-2018
