,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Eden Hazard,"£ 222,865","£ 11,589,000","£ 12,206,958",F,26,Belgium,Chelsea,Premier League,2017-2018
2,Cesc Fàbregas,"£ 205,654","£ 10,694,000","£ 11,264,235",M,30,Spain,Chelsea,Premier League,2017-2018
3,Álvaro Morata,"£ 170,000","£ 8,840,000","£ 9,311,374",F,24,Spain,Chelsea,Premier League,2017-2018
4,N'Golo Kanté,"£ 150,000","£ 7,800,000","£ 8,215,918",M,26,France,Chelsea,Premier League,2017-2018
5,David Luiz,"£ 124,808","£ 6,490,000","£ 6,836,065",D,30,Brazil,Chelsea,Premier League,2017-2018
6,Willian,"£ 120,000","£ 6,240,000","£ 6,572,735",F,28,Brazil,Chelsea,Premier League,2017-2018
7,Olivier Giroud,"£ 110,000","£ 5,720,000","£ 6,025,007",F,30,France,Chelsea,Premier League,2017-2018
8,Ross Barkley,"£ 100,000","£ 5,200,000","£ 5,477,279",M,23,England,Chelsea,Premier League,2017-2018
9,Antonio Rüdiger,"£ 100,000","£ 5,200,000","£ 5,477,279",D,24,Germany,Chelsea,Premier League,2017-2018
10,Danny Drinkwater,"£ 100,000","£ 5,200,000","£ 5,477,279",M,27,England,Chelsea,Premier League,2017-2018
11,Thibaut Courtois,"£ 100,000","£ 5,200,000","£ 5,477,279",K,25,Belgium,Chelsea,Premier League,2017-2018
12,Pedro,"£ 99,096","£ 5,153,000","£ 5,427,773",F,29,Spain,Chelsea,Premier League,2017-2018
13,César Azpilicueta,"£ 90,000","£ 4,680,000","£ 4,929,551",D,27,Spain,Chelsea,Premier League,2017-2018
14,Gary Cahill,"£ 80,000","£ 4,160,000","£ 4,381,823",D,31,England,Chelsea,Premier League,2017-2018
15,Andreas Christensen,"£ 80,000","£ 4,160,000","£ 4,381,823",D,21,Denmark,Chelsea,Premier League,2017-2018
16,Victor Moses,"£ 75,000","£ 3,900,000","£ 4,107,959",F,26,Nigeria,Chelsea,Premier League,2017-2018
17,Davide Zappacosta,"£ 70,000","£ 3,640,000","£ 3,834,095",D,25,Italy,Chelsea,Premier League,2017-2018
18,Tammy Abraham,"£ 50,000","£ 2,600,000","£ 2,738,639",F,19,England,Chelsea,Premier League,2017-2018
19,Marcos Alonso,"£ 50,000","£ 2,600,000","£ 2,738,639",D,26,Spain,Chelsea,Premier League,2017-2018
20,Kurt Zouma,"£ 46,000","£ 2,392,000","£ 2,519,548",D,22,France,Chelsea,Premier League,2017-2018
21,Emerson,"£ 42,000","£ 2,184,000","£ 2,300,457",D,22,Italy,Chelsea,Premier League,2017-2018
22,Ruben Loftus-Cheek,"£ 35,000","£ 1,820,000","£ 1,917,048",M,21,England,Chelsea,Premier League,2017-2018
23,Willy Caballero,"£ 30,000","£ 1,560,000","£ 1,643,184",K,35,Argentina,Chelsea,Premier League,2017-2018
24,Eduardo dos Reis Carvalho,"£ 30,000","£ 1,560,000","£ 1,643,184",K,34,Portugal,Chelsea,Premier League,2017-2018
25,Kenedy,"£ 25,000","£ 1,300,000","£ 1,369,320",M,21,Brazil,Chelsea,Premier League,2017-2018
26,Wallace Oliveira,"£ 10,538","£ 548,000","£ 577,221",D,23,Brazil,Chelsea,Premier League,2017-2018
27,Matej Delac,"£ 8,500","£ 442,000","£ 465,569",K,24,Croatia,Chelsea,Premier League,2017-2018
28,Dujon Sterling,"£ 6,500","£ 338,000","£ 356,023",D,17,England,Chelsea,Premier League,2017-2018
29,Trevoh Chalobah,"£ 5,500","£ 286,000","£ 301,250",D,17,England,Chelsea,Premier League,2017-2018
30,Kyle Scott,"£ 3,000","£ 156,000","£ 164,318",M,19,United States,Chelsea,Premier League,2017-2018
31,Ethan Ampadu,£ 96,"£ 5,000","£ 5,267",D,16,Wales,Chelsea,Premier League,2017-2018
32,Callum Hudson-Odoi,£ 96,"£ 5,000","£ 5,267",F,16,England,Chelsea,Premier League,2017-2018
33,Fikayo Tomori,£ 0,£ 0,£ 0,D,19,England,Chelsea,Premier League,2017-2018
34,Tiemoué Bakayoko,£ 0,£ 0,£ 0,M,22,France,Chelsea,Premier League,2017-2018
35,Todd Kane,£ 0,£ 0,£ 0,D,23,England,Chelsea,Premier League,2017-2018
36,Tomas Kalas,£ 0,£ 0,£ 0,D,24,Czech Republic,Chelsea,Premier League,2017-2018
37,Charly Musonda Jr,£ 0,£ 0,£ 0,M,20,Belgium,Chelsea,Premier League,2017-2018
38,Jake Clarke-Salter,£ 0,£ 0,£ 0,D,19,England,Chelsea,Premier League,2017-2018
39,Marco van Ginkel,£ 0,£ 0,£ 0,M,24,Netherlands,Chelsea,Premier League,2017-2018
40,Michael Hector,£ 0,£ 0,£ 0,D,24,Jamaica,Chelsea,Premier League,2017-2018
41,Michy Batshuayi,£ 0,£ 0,£ 0,F,23,Belgium,Chelsea,Premier League,2017-2018
42,Lewis Baker,£ 0,£ 0,£ 0,M,22,England,Chelsea,Premier League,2017-2018
43,Ola Aina,£ 0,£ 0,£ 0,D,20,Nigeria,Chelsea,Premier League,2017-2018
44,Jamal Blackman,£ 0,£ 0,£ 0,K,23,England,Chelsea,Premier League,2017-2018
45,Lucas Piazón,£ 0,£ 0,£ 0,F,23,Brazil,Chelsea,Premier League,2017-2018
