,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Virgil van Dijk,"£ 180,000","£ 9,360,000","£ 9,859,102",D,25,Netherlands,Southampton,Premier League,2017-2018
2,Fraser Forster,"£ 90,000","£ 4,680,000","£ 4,929,551",K,29,England,Southampton,Premier League,2017-2018
3,Manolo Gabbiadini,"£ 80,000","£ 4,160,000","£ 4,381,823",F,25,Italy,Southampton,Premier League,2017-2018
4,Charlie Austin,"£ 70,000","£ 3,640,000","£ 3,834,095",F,27,England,Southampton,Premier League,2017-2018
5,Sofiane Boufal,"£ 65,000","£ 3,380,000","£ 3,560,231",F,23,Morocco,Southampton,Premier League,2017-2018
6,Oriol Romeu,"£ 65,000","£ 3,380,000","£ 3,560,231",M,25,Spain,Southampton,Premier League,2017-2018
7,Mario Lemina,"£ 65,000","£ 3,380,000","£ 3,560,231",M,23,Gabon,Southampton,Premier League,2017-2018
8,Steven Davis,"£ 60,000","£ 3,120,000","£ 3,286,367",M,32,Northern Ireland,Southampton,Premier League,2017-2018
9,Nathan Redmond,"£ 60,000","£ 3,120,000","£ 3,286,367",F,23,England,Southampton,Premier League,2017-2018
10,Dusan Tadic,"£ 60,000","£ 3,120,000","£ 3,286,367",F,28,Serbia,Southampton,Premier League,2017-2018
11,Guido Carrillo,"£ 60,000","£ 3,120,000","£ 3,286,367",F,26,Argentina,Southampton,Premier League,2017-2018
12,Ryan Bertrand,"£ 60,000","£ 3,120,000","£ 3,286,367",D,27,England,Southampton,Premier League,2017-2018
13,Wesley Hoedt,"£ 60,000","£ 3,120,000","£ 3,286,367",D,23,Netherlands,Southampton,Premier League,2017-2018
14,Shane Long,"£ 60,000","£ 3,120,000","£ 3,286,367",F,30,Ireland,Southampton,Premier League,2017-2018
15,Maya Yoshida,"£ 50,000","£ 2,600,000","£ 2,738,639",D,28,Japan,Southampton,Premier League,2017-2018
16,James Ward-Prowse,"£ 45,000","£ 2,340,000","£ 2,464,775",M,22,England,Southampton,Premier League,2017-2018
17,Alex McCarthy,"£ 40,000","£ 2,080,000","£ 2,190,912",K,27,England,Southampton,Premier League,2017-2018
18,Jérémy Pied,"£ 40,000","£ 2,080,000","£ 2,190,912",D,28,France,Southampton,Premier League,2017-2018
19,Jan Bednarek,"£ 20,000","£ 1,040,000","£ 1,095,456",D,21,Poland,Southampton,Premier League,2017-2018
20,Josh Sims,"£ 18,000","£ 936,000","£ 985,910",F,20,England,Southampton,Premier League,2017-2018
21,Sam McQueen,"£ 18,000","£ 936,000","£ 985,910",D,22,England,Southampton,Premier League,2017-2018
22,Jack Stephens,"£ 10,000","£ 520,000","£ 547,728",D,23,England,Southampton,Premier League,2017-2018
23,Stuart Taylor,"£ 5,000","£ 260,000","£ 273,864",K,36,England,Southampton,Premier League,2017-2018
24,Michael Obafemi,£ 96,"£ 5,000","£ 5,267",F,16,Ireland,Southampton,Premier League,2017-2018
25,Sam Gallagher,£ 0,£ 0,£ 0,F,21,England,Southampton,Premier League,2017-2018
26,Matt Targett,£ 0,£ 0,£ 0,D,21,England,Southampton,Premier League,2017-2018
27,Pierre-Emile Höjbjerg,£ 0,£ 0,£ 0,M,21,Denmark,Southampton,Premier League,2017-2018
28,Harrison Reed,£ 0,£ 0,£ 0,M,22,England,Southampton,Premier League,2017-2018
29,Cédric Soares,£ 0,£ 0,£ 0,D,25,Portugal,Southampton,Premier League,2017-2018
