,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Daniel Sturridge,"£ 130,000","£ 6,760,000","£ 7,120,462",F,27,England,West Bromwich,Premier League,2017-2018
2,Grzegorz Krychowiak,"£ 82,019","£ 4,265,000","£ 4,492,422",M,27,Poland,West Bromwich,Premier League,2017-2018
3,Jonny Evans,"£ 65,000","£ 3,380,000","£ 3,560,231",D,29,Northern Ireland,West Bromwich,Premier League,2017-2018
4,Ben Foster,"£ 60,000","£ 3,120,000","£ 3,286,367",K,34,England,West Bromwich,Premier League,2017-2018
5,Claudio Yacob,"£ 60,000","£ 3,120,000","£ 3,286,367",M,29,Argentina,West Bromwich,Premier League,2017-2018
6,Gareth Barry,"£ 60,000","£ 3,120,000","£ 3,286,367",M,36,England,West Bromwich,Premier League,2017-2018
7,Nacer Chadli,"£ 60,000","£ 3,120,000","£ 3,286,367",F,27,Belgium,West Bromwich,Premier League,2017-2018
8,Salomón Rondón,"£ 60,000","£ 3,120,000","£ 3,286,367",F,27,Venezuela,West Bromwich,Premier League,2017-2018
9,Kieran Gibbs,"£ 60,000","£ 3,120,000","£ 3,286,367",D,27,England,West Bromwich,Premier League,2017-2018
10,Chris Brunt,"£ 55,000","£ 2,860,000","£ 3,012,503",M,32,Northern Ireland,West Bromwich,Premier League,2017-2018
11,Jake Livermore,"£ 55,000","£ 2,860,000","£ 3,012,503",M,27,England,West Bromwich,Premier League,2017-2018
12,James Morrison,"£ 50,000","£ 2,600,000","£ 2,738,639",M,31,Scotland,West Bromwich,Premier League,2017-2018
13,Matt Phillips,"£ 50,000","£ 2,600,000","£ 2,738,639",F,26,Scotland,West Bromwich,Premier League,2017-2018
14,Craig Dawson,"£ 50,000","£ 2,600,000","£ 2,738,639",D,27,England,West Bromwich,Premier League,2017-2018
15,James McClean,"£ 40,000","£ 2,080,000","£ 2,190,912",F,28,Ireland,West Bromwich,Premier League,2017-2018
16,Gareth McAuley,"£ 35,000","£ 1,820,000","£ 1,917,048",D,37,Northern Ireland,West Bromwich,Premier League,2017-2018
17,Hal Robson-Kanu,"£ 35,000","£ 1,820,000","£ 1,917,048",F,28,Wales,West Bromwich,Premier League,2017-2018
18,Allan Nyom,"£ 35,000","£ 1,820,000","£ 1,917,048",D,29,Cameroon,West Bromwich,Premier League,2017-2018
19,Sam Field,"£ 27,000","£ 1,404,000","£ 1,478,865",M,19,England,West Bromwich,Premier League,2017-2018
20,Boaz Myhill,"£ 25,500","£ 1,326,000","£ 1,396,706",K,34,Wales,West Bromwich,Premier League,2017-2018
21,Oliver Burke,"£ 12,500","£ 650,000","£ 684,660",F,20,Scotland,West Bromwich,Premier League,2017-2018
22,Ali Gabr,"£ 4,442","£ 231,000","£ 243,318",D,28,Egypt,West Bromwich,Premier League,2017-2018
23,Jonathan Leko,"£ 2,500","£ 130,000","£ 136,932",F,18,England,West Bromwich,Premier League,2017-2018
24,Alex Palmer,"£ 2,000","£ 104,000","£ 109,546",K,20,England,West Bromwich,Premier League,2017-2018
25,Kyle Jameson,"£ 1,000","£ 52,000","£ 54,773",D,18,England,West Bromwich,Premier League,2017-2018
26,Rekeem Harper,"£ 1,000","£ 52,000","£ 54,773",M,17,England,West Bromwich,Premier League,2017-2018
27,Nathan Ferguson,£ 96,"£ 5,000","£ 5,267",D,16,England,West Bromwich,Premier League,2017-2018
28,Rayhaan Tulloch,£ 96,"£ 5,000","£ 5,267",F,16,England,West Bromwich,Premier League,2017-2018
29,Tyler Roberts,£ 0,£ 0,£ 0,F,18,Wales,West Bromwich,Premier League,2017-2018
30,Jay Rodríguez,£ 0,£ 0,£ 0,F,27,England,West Bromwich,Premier League,2017-2018
31,Kane Wilson,£ 0,£ 0,£ 0,D,17,England,West Bromwich,Premier League,2017-2018
32,Max Melbourne,£ 0,£ 0,£ 0,D,18,England,West Bromwich,Premier League,2017-2018
33,Ahmed Hegazy,£ 0,£ 0,£ 0,D,26,Egypt,West Bromwich,Premier League,2017-2018
