,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Joe Hart,"£ 115,885","£ 6,026,000","£ 6,347,323",K,30,England,West Ham,Premier League,2017-2018
2,Marko Arnautovic,"£ 100,000","£ 5,200,000","£ 5,477,279",F,28,Austria,West Ham,Premier League,2017-2018
3,Andy Carroll,"£ 90,000","£ 4,680,000","£ 4,929,551",F,28,England,West Ham,Premier League,2017-2018
4,João Mário,"£ 85,635","£ 4,453,000","£ 4,690,447",M,24,Portugal,West Ham,Premier League,2017-2018
5,André Ayew,"£ 80,000","£ 4,160,000","£ 4,381,823",F,27,Ghana,West Ham,Premier League,2017-2018
6,Pablo Zabaleta,"£ 75,000","£ 3,900,000","£ 4,107,959",D,32,Argentina,West Ham,Premier League,2017-2018
7,Michail Antonio,"£ 70,000","£ 3,640,000","£ 3,834,095",F,27,England,West Ham,Premier League,2017-2018
8,Angelo Ogbonna,"£ 70,000","£ 3,640,000","£ 3,834,095",D,29,Italy,West Ham,Premier League,2017-2018
9,Winston Reid,"£ 70,000","£ 3,640,000","£ 3,834,095",D,28,New Zealand,West Ham,Premier League,2017-2018
10,Cheikhou Kouyaté,"£ 60,000","£ 3,120,000","£ 3,286,367",M,27,Senegal,West Ham,Premier League,2017-2018
11,Pedro Obiang,"£ 55,000","£ 2,860,000","£ 3,012,503",M,25,Equatorial Guinea,West Ham,Premier League,2017-2018
12,Mark Noble,"£ 50,000","£ 2,600,000","£ 2,738,639",M,30,England,West Ham,Premier League,2017-2018
13,Patrice Evra,"£ 50,000","£ 2,600,000","£ 2,738,639",D,36,France,West Ham,Premier League,2017-2018
14,Adrián,"£ 50,000","£ 2,600,000","£ 2,738,639",K,30,Spain,West Ham,Premier League,2017-2018
15,Arthur Masuaku,"£ 40,000","£ 2,080,000","£ 2,190,912",D,23,Democratic Republic of Congo,West Ham,Premier League,2017-2018
16,James Collins,"£ 35,000","£ 1,820,000","£ 1,917,048",D,33,Wales,West Ham,Premier League,2017-2018
17,Manuel Lanzini,"£ 35,000","£ 1,820,000","£ 1,917,048",M,24,Argentina,West Ham,Premier League,2017-2018
18,Aaron Cresswell,"£ 30,000","£ 1,560,000","£ 1,643,184",D,27,England,West Ham,Premier League,2017-2018
19,Edimilson Fernandes,"£ 30,000","£ 1,560,000","£ 1,643,184",M,21,Switzerland,West Ham,Premier League,2017-2018
20,Jordan Hugill,"£ 30,000","£ 1,560,000","£ 1,643,184",F,25,England,West Ham,Premier League,2017-2018
21,Sam Byram,"£ 30,000","£ 1,560,000","£ 1,643,184",D,23,England,West Ham,Premier League,2017-2018
22,Domingos Quina,"£ 7,500","£ 390,000","£ 410,796",M,17,Portugal,West Ham,Premier League,2017-2018
23,Josh Cullen,"£ 7,500","£ 390,000","£ 410,796",M,21,Ireland,West Ham,Premier League,2017-2018
24,Sead Haksabanovic,"£ 5,000","£ 260,000","£ 273,864",M,18,Montenegro,West Ham,Premier League,2017-2018
25,Ben Johnson,"£ 3,000","£ 156,000","£ 164,318",D,17,England,West Ham,Premier League,2017-2018
26,Josh Pask,"£ 2,500","£ 130,000","£ 136,932",D,19,England,West Ham,Premier League,2017-2018
27,Nathan Holland,"£ 2,500","£ 130,000","£ 136,932",F,19,England,West Ham,Premier League,2017-2018
28,Toni Martínez,"£ 2,000","£ 104,000","£ 109,546",F,20,Spain,West Ham,Premier League,2017-2018
29,Marcus Browne,"£ 1,000","£ 52,000","£ 54,773",M,19,England,West Ham,Premier League,2017-2018
30,Declan Rice,"£ 1,000","£ 52,000","£ 54,773",M,18,England,West Ham,Premier League,2017-2018
31,Vashon Neufville,£ 750,"£ 39,000","£ 41,080",D,17,England,West Ham,Premier League,2017-2018
32,Nathan Trott,£ 558,"£ 29,000","£ 30,546",K,18,England,West Ham,Premier League,2017-2018
33,Grady Diangana,£ 250,"£ 13,000","£ 13,693",F,19,England,West Ham,Premier League,2017-2018
34,José Fonte,£ 0,£ 0,£ 0,D,33,Portugal,West Ham,Premier League,2017-2018
35,Moses Makasi,£ 0,£ 0,£ 0,M,21,England,West Ham,Premier League,2017-2018
36,Martin Samuelsen,£ 0,£ 0,£ 0,F,20,Norway,West Ham,Premier League,2017-2018
37,Diafra Sakho,£ 0,£ 0,£ 0,F,27,Senegal,West Ham,Premier League,2017-2018
38,Chicharito,£ 0,£ 0,£ 0,F,29,Mexico,West Ham,Premier League,2017-2018
39,Reece Burke,£ 0,£ 0,£ 0,D,20,England,West Ham,Premier League,2017-2018
40,Reece Oxford,£ 0,£ 0,£ 0,D,18,England,West Ham,Premier League,2017-2018
41,Robert Snodgrass,£ 0,£ 0,£ 0,F,29,Scotland,West Ham,Premier League,2017-2018
