,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Davy Pröpper,"£ 45,000","£ 2,340,000","£ 2,464,775",M,25,Netherlands,Brighton,Premier League,2017-2018
2,José Izquierdo,"£ 45,000","£ 2,340,000","£ 2,464,775",F,24,Colombia,Brighton,Premier League,2017-2018
3,Jürgen Locadia,"£ 45,000","£ 2,340,000","£ 2,464,775",F,23,Netherlands,Brighton,Premier League,2017-2018
4,Lewis Dunk,"£ 35,000","£ 1,820,000","£ 1,917,048",D,25,England,Brighton,Premier League,2017-2018
5,Tim Krul,"£ 35,000","£ 1,820,000","£ 1,917,048",K,29,Netherlands,Brighton,Premier League,2017-2018
6,Anthony Knockaert,"£ 35,000","£ 1,820,000","£ 1,917,048",F,25,France,Brighton,Premier League,2017-2018
7,Mathew Ryan,"£ 35,000","£ 1,820,000","£ 1,917,048",K,25,Australia,Brighton,Premier League,2017-2018
8,Ezequiel Schelotto,"£ 32,000","£ 1,664,000","£ 1,752,729",D,28,Italy,Brighton,Premier League,2017-2018
9,Leonardo Ulloa,"£ 30,000","£ 1,560,000","£ 1,643,184",F,30,Argentina,Brighton,Premier League,2017-2018
10,Shane Duffy,"£ 30,000","£ 1,560,000","£ 1,643,184",D,25,Ireland,Brighton,Premier League,2017-2018
11,Dale Stephens,"£ 30,000","£ 1,560,000","£ 1,643,184",M,27,England,Brighton,Premier League,2017-2018
12,Glenn Murray,"£ 30,000","£ 1,560,000","£ 1,643,184",F,33,England,Brighton,Premier League,2017-2018
13,Pascal Groß,"£ 30,000","£ 1,560,000","£ 1,643,184",M,26,Germany,Brighton,Premier League,2017-2018
14,Bruno,"£ 30,000","£ 1,560,000","£ 1,643,184",D,36,Spain,Brighton,Premier League,2017-2018
15,Markus Suttner,"£ 25,000","£ 1,300,000","£ 1,369,320",D,30,Austria,Brighton,Premier League,2017-2018
16,Beram Kayal,"£ 25,000","£ 1,300,000","£ 1,369,320",M,29,Israel,Brighton,Premier League,2017-2018
17,Steve Sidwell,"£ 25,000","£ 1,300,000","£ 1,369,320",M,34,England,Brighton,Premier League,2017-2018
18,Uwe Hünemeier,"£ 20,192","£ 1,050,000","£ 1,105,989",D,31,Germany,Brighton,Premier League,2017-2018
19,Connor Goldson,"£ 20,192","£ 1,050,000","£ 1,105,989",D,24,England,Brighton,Premier League,2017-2018
20,Gaëtan Bong,"£ 20,192","£ 1,050,000","£ 1,105,989",D,29,Cameroon,Brighton,Premier League,2017-2018
21,Jiri Skalak,"£ 20,192","£ 1,050,000","£ 1,105,989",F,25,Czech Republic,Brighton,Premier League,2017-2018
22,Liam Rosenior,"£ 20,192","£ 1,050,000","£ 1,105,989",D,32,England,Brighton,Premier League,2017-2018
23,Niki Mäenpää,"£ 20,192","£ 1,050,000","£ 1,105,989",K,32,Finland,Brighton,Premier League,2017-2018
24,Sam Baldock,"£ 20,192","£ 1,050,000","£ 1,105,989",F,28,England,Brighton,Premier League,2017-2018
25,Tomer Hemed,"£ 20,192","£ 1,050,000","£ 1,105,989",F,30,Israel,Brighton,Premier League,2017-2018
26,Ales Mateju,"£ 16,346","£ 850,000","£ 895,324",D,21,Czech Republic,Brighton,Premier League,2017-2018
27,Solly March,"£ 10,000","£ 520,000","£ 547,728",M,22,England,Brighton,Premier League,2017-2018
28,Dessie Hutchinson,£ 808,"£ 42,000","£ 44,240",M,20,Ireland,Brighton,Premier League,2017-2018
29,James Tilley,£ 692,"£ 36,000","£ 37,920",M,19,England,Brighton,Premier League,2017-2018
30,Jayson Molumby,£ 500,"£ 26,000","£ 27,386",M,17,Ireland,Brighton,Premier League,2017-2018
31,Max Sanders,£ 500,"£ 26,000","£ 27,386",M,18,England,Brighton,Premier League,2017-2018
32,Aaron Connolly,£ 96,"£ 5,000","£ 5,267",F,17,Ireland,Brighton,Premier League,2017-2018
33,Oliver Norwood,£ 0,£ 0,£ 0,M,26,Northern Ireland,Brighton,Premier League,2017-2018
34,Richie Towell,£ 0,£ 0,£ 0,M,25,Ireland,Brighton,Premier League,2017-2018
35,Christian Walton,£ 0,£ 0,£ 0,K,21,England,Brighton,Premier League,2017-2018
36,Jamie Murphy,£ 0,£ 0,£ 0,F,27,Scotland,Brighton,Premier League,2017-2018
37,Soufyan Ahannach,£ 0,£ 0,£ 0,M,21,Netherlands,Brighton,Premier League,2017-2018
38,Rohan Ince,£ 0,£ 0,£ 0,M,24,England,Brighton,Premier League,2017-2018
39,Izzy Brown,£ 0,£ 0,£ 0,F,20,England,Brighton,Premier League,2017-2018
