,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Aaron Mooy,"£ 50,000","£ 2,600,000","£ 2,738,639",M,26,Australia,Huddersfield,Premier League,2017-2018
2,Laurent Depoitre,"£ 35,000","£ 1,820,000","£ 1,917,048",F,28,Belgium,Huddersfield,Premier League,2017-2018
3,Steve Mounié,"£ 35,000","£ 1,820,000","£ 1,917,048",F,22,Benin,Huddersfield,Premier League,2017-2018
4,Danny Williams,"£ 30,000","£ 1,560,000","£ 1,643,184",M,28,United States,Huddersfield,Premier League,2017-2018
5,Alex Pritchard,"£ 30,000","£ 1,560,000","£ 1,643,184",M,24,England,Huddersfield,Premier League,2017-2018
6,Tom Ince,"£ 30,000","£ 1,560,000","£ 1,643,184",F,25,England,Huddersfield,Premier League,2017-2018
7,Elias Kachunga,"£ 25,000","£ 1,300,000","£ 1,369,320",F,25,Democratic Republic of Congo,Huddersfield,Premier League,2017-2018
8,Christopher Schindler,"£ 25,000","£ 1,300,000","£ 1,369,320",D,27,Germany,Huddersfield,Premier League,2017-2018
9,Jonathan Hogg,"£ 22,500","£ 1,170,000","£ 1,232,388",M,28,England,Huddersfield,Premier League,2017-2018
10,Chris Löwe,"£ 20,000","£ 1,040,000","£ 1,095,456",D,28,Germany,Huddersfield,Premier League,2017-2018
11,Scott Malone,"£ 20,000","£ 1,040,000","£ 1,095,456",D,26,England,Huddersfield,Premier League,2017-2018
12,Sean Scannell,"£ 20,000","£ 1,040,000","£ 1,095,456",F,26,Ireland,Huddersfield,Premier League,2017-2018
13,Terence Kongolo,"£ 17,615","£ 916,000","£ 964,844",D,23,Netherlands,Huddersfield,Premier League,2017-2018
14,Rajiv van La Parra,"£ 17,500","£ 910,000","£ 958,524",F,26,Netherlands,Huddersfield,Premier League,2017-2018
15,Abdelhamid Sabiri,"£ 17,500","£ 910,000","£ 958,524",M,20,Germany,Huddersfield,Premier League,2017-2018
16,Collin Quaner,"£ 15,596","£ 811,000","£ 854,245",F,26,Germany,Huddersfield,Premier League,2017-2018
17,Philip Billing,"£ 15,000","£ 780,000","£ 821,592",M,21,Denmark,Huddersfield,Premier League,2017-2018
18,Michael Hefele,"£ 15,000","£ 780,000","£ 821,592",D,26,Germany,Huddersfield,Premier League,2017-2018
19,Jonas Lössl,"£ 13,365","£ 695,000","£ 732,059",K,28,Denmark,Huddersfield,Premier League,2017-2018
20,Florent Hadergjonaj,"£ 13,365","£ 695,000","£ 732,059",D,22,Kosovo,Huddersfield,Premier League,2017-2018
21,Dean Whitehead,"£ 10,000","£ 520,000","£ 547,728",M,35,England,Huddersfield,Premier League,2017-2018
22,Joel Coleman,"£ 10,000","£ 520,000","£ 547,728",K,21,England,Huddersfield,Premier League,2017-2018
23,Jordan Williams,"£ 3,500","£ 182,000","£ 191,705",D,17,England,Huddersfield,Premier League,2017-2018
24,Lewis O'Brien,"£ 1,000","£ 52,000","£ 54,773",M,18,England,Huddersfield,Premier League,2017-2018
25,Ryan Schofield,£ 500,"£ 26,000","£ 27,386",K,17,England,Huddersfield,Premier League,2017-2018
26,Zanka,£ 0,£ 0,£ 0,D,27,Denmark,Huddersfield,Premier League,2017-2018
27,Jack Payne,£ 0,£ 0,£ 0,M,22,England,Huddersfield,Premier League,2017-2018
28,Joe Lolley,£ 0,£ 0,£ 0,F,24,England,Huddersfield,Premier League,2017-2018
29,Jon Gorenc-Stankovic,£ 0,£ 0,£ 0,D,21,Slovenia,Huddersfield,Premier League,2017-2018
30,Jordy Hiwula,£ 0,£ 0,£ 0,F,22,England,Huddersfield,Premier League,2017-2018
31,Kasey Palmer,£ 0,£ 0,£ 0,M,20,England,Huddersfield,Premier League,2017-2018
32,Martin Cranie,£ 0,£ 0,£ 0,D,30,England,Huddersfield,Premier League,2017-2018
33,Rob Green,£ 0,£ 0,£ 0,K,37,England,Huddersfield,Premier League,2017-2018
34,Tareiq Holmes-Dennis,£ 0,£ 0,£ 0,D,21,England,Huddersfield,Premier League,2017-2018
35,Tommy Smith,£ 0,£ 0,£ 0,D,25,England,Huddersfield,Premier League,2017-2018
