,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Harry Kane,"£ 100,000","£ 5,200,000","£ 5,477,279",F,23,England,Tottenham,Premier League,2017-2018
2,Hugo Lloris,"£ 100,000","£ 5,200,000","£ 5,477,279",K,30,France,Tottenham,Premier League,2017-2018
3,Jan Vertonghen,"£ 89,154","£ 4,636,000","£ 4,883,205",D,30,Belgium,Tottenham,Premier League,2017-2018
4,Heung-min Son,"£ 85,000","£ 4,420,000","£ 4,655,687",F,24,South Korea,Tottenham,Premier League,2017-2018
5,Serge Aurier,"£ 80,000","£ 4,160,000","£ 4,381,823",D,24,Cote d'Ivoire,Tottenham,Premier League,2017-2018
6,Erik Lamela,"£ 80,000","£ 4,160,000","£ 4,381,823",F,25,Argentina,Tottenham,Premier League,2017-2018
7,Moussa Sissoko,"£ 80,000","£ 4,160,000","£ 4,381,823",M,27,France,Tottenham,Premier League,2017-2018
8,Fernando Llorente,"£ 75,000","£ 3,900,000","£ 4,107,959",F,32,Spain,Tottenham,Premier League,2017-2018
9,Lucas Moura,"£ 75,000","£ 3,900,000","£ 4,107,959",F,24,Brazil,Tottenham,Premier League,2017-2018
10,Christian Eriksen,"£ 75,000","£ 3,900,000","£ 4,107,959",M,25,Denmark,Tottenham,Premier League,2017-2018
11,Kevin Wimmer,"£ 70,000","£ 3,640,000","£ 3,834,095",D,24,Austria,Tottenham,Premier League,2017-2018
12,Davinson Sánchez,"£ 65,000","£ 3,380,000","£ 3,560,231",D,21,Colombia,Tottenham,Premier League,2017-2018
13,Victor Wanyama,"£ 65,000","£ 3,380,000","£ 3,560,231",M,26,Kenya,Tottenham,Premier League,2017-2018
14,Ben Davies,"£ 60,000","£ 3,120,000","£ 3,286,367",D,24,Wales,Tottenham,Premier League,2017-2018
15,Danny Rose,"£ 60,000","£ 3,120,000","£ 3,286,367",D,26,England,Tottenham,Premier League,2017-2018
16,Eric Dier,"£ 60,000","£ 3,120,000","£ 3,286,367",M,23,England,Tottenham,Premier League,2017-2018
17,Dele Alli,"£ 55,000","£ 2,860,000","£ 3,012,503",M,21,England,Tottenham,Premier League,2017-2018
18,Mousa Dembélé,"£ 55,000","£ 2,860,000","£ 3,012,503",M,29,Belgium,Tottenham,Premier League,2017-2018
19,Toby Alderweireld,"£ 50,000","£ 2,600,000","£ 2,738,639",D,28,Belgium,Tottenham,Premier League,2017-2018
20,Michel Vorm,"£ 40,000","£ 2,080,000","£ 2,190,912",K,33,Netherlands,Tottenham,Premier League,2017-2018
21,Kieran Trippier,"£ 40,000","£ 2,080,000","£ 2,190,912",D,26,England,Tottenham,Premier League,2017-2018
22,Harry Winks,"£ 25,000","£ 1,300,000","£ 1,369,320",M,21,England,Tottenham,Premier League,2017-2018
23,Paulo Gazzaniga,"£ 20,000","£ 1,040,000","£ 1,095,456",K,25,Argentina,Tottenham,Premier League,2017-2018
24,Kyle Walker-Peters,"£ 20,000","£ 1,040,000","£ 1,095,456",D,20,England,Tottenham,Premier League,2017-2018
25,Juan Foyth,"£ 18,000","£ 936,000","£ 985,910",D,19,Argentina,Tottenham,Premier League,2017-2018
26,Anthony Georgiou,£ 750,"£ 39,000","£ 41,080",F,20,Cyprus,Tottenham,Premier League,2017-2018
27,Kazaiah Sterling,£ 596,"£ 31,000","£ 32,653",F,18,England,Tottenham,Premier League,2017-2018
28,Alfie Whiteman,£ 596,"£ 31,000","£ 32,653",K,18,England,Tottenham,Premier League,2017-2018
29,Tashan Oakley-Boothe,£ 96,"£ 5,000","£ 5,267",M,17,England,Tottenham,Premier League,2017-2018
30,Vincent Janssen,£ 0,£ 0,£ 0,F,23,Netherlands,Tottenham,Premier League,2017-2018
31,Cameron Carter-Vickers,£ 0,£ 0,£ 0,D,19,United States,Tottenham,Premier League,2017-2018
32,Georges-Kevin N'Koudou,£ 0,£ 0,£ 0,F,22,France,Tottenham,Premier League,2017-2018
33,Josh Onomah,£ 0,£ 0,£ 0,M,20,England,Tottenham,Premier League,2017-2018
34,Luke Amos,£ 0,£ 0,£ 0,M,20,England,Tottenham,Premier League,2017-2018
