,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Saido Berahino,"£ 80,000","£ 4,160,000","£ 4,381,823",F,23,Burundi,Stoke City,Premier League,2017-2018
2,Kevin Wimmer,"£ 70,000","£ 3,640,000","£ 3,834,095",D,24,Austria,Stoke City,Premier League,2017-2018
3,Xherdan Shaqiri,"£ 65,000","£ 3,380,000","£ 3,560,231",F,25,Switzerland,Stoke City,Premier League,2017-2018
4,Mame Diouf,"£ 65,000","£ 3,380,000","£ 3,560,231",F,29,Senegal,Stoke City,Premier League,2017-2018
5,Bruno Martins Indi,"£ 60,000","£ 3,120,000","£ 3,286,367",D,25,Netherlands,Stoke City,Premier League,2017-2018
6,Ryan Shawcross,"£ 55,000","£ 2,860,000","£ 3,012,503",D,29,England,Stoke City,Premier League,2017-2018
7,Darren Fletcher,"£ 55,000","£ 2,860,000","£ 3,012,503",M,33,Scotland,Stoke City,Premier League,2017-2018
8,Joe Allen,"£ 50,000","£ 2,600,000","£ 2,738,639",M,27,Wales,Stoke City,Premier League,2017-2018
9,Kurt Zouma,"£ 46,000","£ 2,392,000","£ 2,519,548",D,22,France,Stoke City,Premier League,2017-2018
10,Jesé,"£ 45,596","£ 2,371,000","£ 2,497,428",F,24,Spain,Stoke City,Premier League,2017-2018
11,Badou Ndiaye,"£ 40,615","£ 2,112,000","£ 2,224,618",M,26,Senegal,Stoke City,Premier League,2017-2018
12,Erik Pieters,"£ 37,500","£ 1,950,000","£ 2,053,980",D,28,Netherlands,Stoke City,Premier League,2017-2018
13,Charlie Adam,"£ 35,000","£ 1,820,000","£ 1,917,048",M,31,Scotland,Stoke City,Premier League,2017-2018
14,Jack Butland,"£ 35,000","£ 1,820,000","£ 1,917,048",K,24,England,Stoke City,Premier League,2017-2018
15,Glen Johnson,"£ 30,000","£ 1,560,000","£ 1,643,184",D,32,England,Stoke City,Premier League,2017-2018
16,Geoff Cameron,"£ 30,000","£ 1,560,000","£ 1,643,184",M,31,United States,Stoke City,Premier League,2017-2018
17,Lee Grant,"£ 30,000","£ 1,560,000","£ 1,643,184",K,34,England,Stoke City,Premier League,2017-2018
18,Peter Crouch,"£ 30,000","£ 1,560,000","£ 1,643,184",F,36,England,Stoke City,Premier League,2017-2018
19,Ibrahim Afellay,"£ 25,000","£ 1,300,000","£ 1,369,320",M,31,Netherlands,Stoke City,Premier League,2017-2018
20,Ramadan Sobhi,"£ 23,000","£ 1,196,000","£ 1,259,774",F,20,Egypt,Stoke City,Premier League,2017-2018
21,Moritz Bauer,"£ 20,000","£ 1,040,000","£ 1,095,456",D,25,Austria,Stoke City,Premier League,2017-2018
22,Jakob Haugaard,"£ 10,000","£ 520,000","£ 547,728",K,25,Denmark,Stoke City,Premier League,2017-2018
23,Stephen Ireland,"£ 5,000","£ 260,000","£ 273,864",M,30,Ireland,Stoke City,Premier League,2017-2018
24,Tom Edwards,£ 500,"£ 26,000","£ 27,386",D,18,England,Stoke City,Premier League,2017-2018
25,Tyrese Campbell,£ 96,"£ 5,000","£ 5,267",F,17,England,Stoke City,Premier League,2017-2018
26,Philipp Wollscheid,£ 0,£ 0,£ 0,D,28,Germany,Stoke City,Premier League,2017-2018
27,Eric Maxim Choupo-Moting,£ 0,£ 0,£ 0,F,28,Cameroon,Stoke City,Premier League,2017-2018
28,Ryan Sweeney,£ 0,£ 0,£ 0,D,20,Ireland,Stoke City,Premier League,2017-2018
29,Bojan Krkic,£ 0,£ 0,£ 0,F,26,Spain,Stoke City,Premier League,2017-2018
30,Lasse Sörensen,£ 0,£ 0,£ 0,M,17,Denmark,Stoke City,Premier League,2017-2018
31,Thibaud Verlinden,£ 0,£ 0,£ 0,F,17,Belgium,Stoke City,Premier League,2017-2018
32,Josh Tymon,£ 0,£ 0,£ 0,D,18,England,Stoke City,Premier League,2017-2018
33,Julien Ngoy,£ 0,£ 0,£ 0,F,19,Belgium,Stoke City,Premier League,2017-2018
34,Harry Souttar,£ 0,£ 0,£ 0,D,18,Australia,Stoke City,Premier League,2017-2018
35,Konstantinos Stafylidis,£ 0,£ 0,£ 0,D,23,Greece,Stoke City,Premier League,2017-2018
