,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Wayne Rooney,"£ 160,000","£ 8,320,000","£ 8,763,646",F,31,England,Everton,Premier League,2017-2018
2,Morgan Schneiderlin,"£ 120,000","£ 6,240,000","£ 6,572,735",M,27,France,Everton,Premier League,2017-2018
3,Theo Walcott,"£ 120,000","£ 6,240,000","£ 6,572,735",F,28,England,Everton,Premier League,2017-2018
4,Eliaquim Mangala,"£ 100,000","£ 5,200,000","£ 5,477,279",D,26,France,Everton,Premier League,2017-2018
5,Yannick Bolasie,"£ 75,000","£ 3,900,000","£ 4,107,959",F,28,Democratic Republic of Congo,Everton,Premier League,2017-2018
6,Seamus Coleman,"£ 70,000","£ 3,640,000","£ 3,834,095",D,28,Ireland,Everton,Premier League,2017-2018
7,Davy Klaassen,"£ 70,000","£ 3,640,000","£ 3,834,095",M,24,Netherlands,Everton,Premier League,2017-2018
8,Ashley Williams,"£ 70,000","£ 3,640,000","£ 3,834,095",D,32,Wales,Everton,Premier League,2017-2018
9,Idrissa Gueye,"£ 70,000","£ 3,640,000","£ 3,834,095",M,27,Senegal,Everton,Premier League,2017-2018
10,Leighton Baines,"£ 70,000","£ 3,640,000","£ 3,834,095",D,32,England,Everton,Premier League,2017-2018
11,Jordan Pickford,"£ 60,000","£ 3,120,000","£ 3,286,367",K,23,England,Everton,Premier League,2017-2018
12,Gareth Barry,"£ 60,000","£ 3,120,000","£ 3,286,367",M,36,England,Everton,Premier League,2017-2018
13,Michael Keane,"£ 60,000","£ 3,120,000","£ 3,286,367",D,24,England,Everton,Premier League,2017-2018
14,Cenk Tosun,"£ 60,000","£ 3,120,000","£ 3,286,367",F,26,Turkey,Everton,Premier League,2017-2018
15,Oumar Niasse,"£ 55,000","£ 2,860,000","£ 3,012,503",F,27,Senegal,Everton,Premier League,2017-2018
16,James McCarthy,"£ 50,000","£ 2,600,000","£ 2,738,639",M,26,Ireland,Everton,Premier League,2017-2018
17,Phil Jagielka,"£ 50,000","£ 2,600,000","£ 2,738,639",D,34,England,Everton,Premier League,2017-2018
18,Ramiro Funes Mori,"£ 40,000","£ 2,080,000","£ 2,190,912",D,26,Argentina,Everton,Premier League,2017-2018
19,Cuco Martina,"£ 35,000","£ 1,820,000","£ 1,917,048",D,27,Curacao,Everton,Premier League,2017-2018
20,Aaron Lennon,"£ 35,000","£ 1,820,000","£ 1,917,048",F,30,England,Everton,Premier League,2017-2018
21,Maarten Stekelenburg,"£ 30,000","£ 1,560,000","£ 1,643,184",K,34,Netherlands,Everton,Premier League,2017-2018
22,Luke Garbutt,"£ 27,500","£ 1,430,000","£ 1,506,252",D,24,England,Everton,Premier League,2017-2018
23,Nikola Vlasic,"£ 25,000","£ 1,300,000","£ 1,369,320",M,19,Croatia,Everton,Premier League,2017-2018
24,Mason Holgate,"£ 25,000","£ 1,300,000","£ 1,369,320",D,20,England,Everton,Premier League,2017-2018
25,Joel Robles,"£ 20,000","£ 1,040,000","£ 1,095,456",K,27,Spain,Everton,Premier League,2017-2018
26,Dominic Calvert-Lewin,"£ 20,000","£ 1,040,000","£ 1,095,456",F,20,England,Everton,Premier League,2017-2018
27,Shani Tarashaj,"£ 15,000","£ 780,000","£ 821,592",F,22,Switzerland,Everton,Premier League,2017-2018
28,Jonjoe Kenny,"£ 15,000","£ 780,000","£ 821,592",D,20,England,Everton,Premier League,2017-2018
29,Tom Davies,"£ 5,000","£ 260,000","£ 273,864",M,19,England,Everton,Premier League,2017-2018
30,Beni Baningime,"£ 2,000","£ 104,000","£ 109,546",M,18,Democratic Republic of Congo,Everton,Premier League,2017-2018
31,Anthony Gordon,"£ 2,000","£ 104,000","£ 109,546",M,16,England,Everton,Premier League,2017-2018
32,Nathan Broadhead,"£ 2,000","£ 104,000","£ 109,546",F,19,Wales,Everton,Premier League,2017-2018
33,Mateusz Hewelt,£ 904,"£ 47,000","£ 49,506",K,20,Poland,Everton,Premier League,2017-2018
34,Alex Denny,£ 96,"£ 5,000","£ 5,267",M,17,England,Everton,Premier League,2017-2018
35,Morgan Feeney,£ 96,"£ 5,000","£ 5,267",D,18,England,Everton,Premier League,2017-2018
36,Fraser Hornby,£ 96,"£ 5,000","£ 5,267",F,17,Scotland,Everton,Premier League,2017-2018
37,Michael Collins,£ 96,"£ 5,000","£ 5,267",D,16,England,Everton,Premier League,2017-2018
38,Stephen Duke-McKenna,£ 96,"£ 5,000","£ 5,267",M,16,Guyana,Everton,Premier League,2017-2018
39,Shayne Lavery,£ 96,"£ 5,000","£ 5,267",F,18,Northern Ireland,Everton,Premier League,2017-2018
40,Ademola Lookman,£ 0,£ 0,£ 0,F,19,England,Everton,Premier League,2017-2018
41,Matthew Pennington,£ 0,£ 0,£ 0,D,22,England,Everton,Premier League,2017-2018
42,Kevin Mirallas,£ 0,£ 0,£ 0,F,29,Belgium,Everton,Premier League,2017-2018
43,Muhamed Besic,£ 0,£ 0,£ 0,M,24,Bosnia-Herzegovina,Everton,Premier League,2017-2018
44,Harry Charsley,£ 0,£ 0,£ 0,M,20,Ireland,Everton,Premier League,2017-2018
45,Gylfi Sigurdsson,£ 0,£ 0,£ 0,M,27,Iceland,Everton,Premier League,2017-2018
46,Brendan Galloway,£ 0,£ 0,£ 0,D,21,England,Everton,Premier League,2017-2018
47,Sandro Ramírez,£ 0,£ 0,£ 0,F,21,Spain,Everton,Premier League,2017-2018
48,Tyias Browning,£ 0,£ 0,£ 0,D,23,England,Everton,Premier League,2017-2018
