,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Yaya Touré,"£ 190,000","£ 9,880,000","£ 10,645,442",M,33,Cote d'Ivoire,Manchester City,Premier League,2016-2017
2,Sergio Agüero,"£ 160,000","£ 8,320,000","£ 8,964,582",F,28,Argentina,Manchester City,Premier League,2016-2017
3,David Silva,"£ 160,000","£ 8,320,000","£ 8,964,582",M,30,Spain,Manchester City,Premier League,2016-2017
4,Vincent Kompany,"£ 150,000","£ 7,800,000","£ 8,404,296",D,30,Belgium,Manchester City,Premier League,2016-2017
5,Kevin De Bruyne,"£ 150,000","£ 7,800,000","£ 8,404,296",M,25,Belgium,Manchester City,Premier League,2016-2017
6,Raheem Sterling,"£ 150,000","£ 7,800,000","£ 8,404,296",F,21,England,Manchester City,Premier League,2016-2017
7,Nicolás Otamendi,"£ 120,000","£ 6,240,000","£ 6,723,437",D,28,Argentina,Manchester City,Premier League,2016-2017
8,Claudio Bravo,"£ 115,000","£ 5,980,000","£ 6,443,294",K,33,Chile,Manchester City,Premier League,2016-2017
9,Pablo Zabaleta,"£ 110,000","£ 5,720,000","£ 6,163,150",D,31,Argentina,Manchester City,Premier League,2016-2017
10,Wilfried Bony,"£ 100,000","£ 5,200,000","£ 5,602,864",F,27,Cote d'Ivoire,Manchester City,Premier League,2016-2017
11,John Stones,"£ 100,000","£ 5,200,000","£ 5,602,864",D,22,England,Manchester City,Premier League,2016-2017
12,Fernandinho,"£ 100,000","£ 5,200,000","£ 5,602,864",M,31,Brazil,Manchester City,Premier League,2016-2017
13,Fernando,"£ 100,000","£ 5,200,000","£ 5,602,864",M,28,Brazil,Manchester City,Premier League,2016-2017
14,Leroy Sané,"£ 95,000","£ 4,940,000","£ 5,322,721",F,20,Germany,Manchester City,Premier League,2016-2017
15,Nolito,"£ 95,000","£ 4,940,000","£ 5,322,721",F,29,Spain,Manchester City,Premier League,2016-2017
16,Gaël Clichy,"£ 95,000","£ 4,940,000","£ 5,322,721",D,30,France,Manchester City,Premier League,2016-2017
17,Jesús Navas,"£ 85,000","£ 4,420,000","£ 4,762,434",D,30,Spain,Manchester City,Premier League,2016-2017
18,Ilkay Gündogan,"£ 80,000","£ 4,160,000","£ 4,482,291",M,25,Germany,Manchester City,Premier League,2016-2017
19,Bacary Sagna,"£ 80,000","£ 4,160,000","£ 4,482,291",D,33,France,Manchester City,Premier League,2016-2017
20,Fabian Delph,"£ 80,000","£ 4,160,000","£ 4,482,291",M,26,England,Manchester City,Premier League,2016-2017
21,Gabriel Jesus,"£ 75,000","£ 3,900,000","£ 4,202,148",F,19,Brazil,Manchester City,Premier League,2016-2017
22,Aleksandar Kolarov,"£ 68,904","£ 3,583,000","£ 3,860,589",D,30,Serbia,Manchester City,Premier League,2016-2017
23,Kelechi Iheanacho,"£ 50,000","£ 2,600,000","£ 2,801,432",F,19,Nigeria,Manchester City,Premier League,2016-2017
24,Willy Caballero,"£ 45,000","£ 2,340,000","£ 2,521,289",K,34,Argentina,Manchester City,Premier League,2016-2017
25,Jason Denayer,"£ 25,000","£ 1,300,000","£ 1,400,716",D,21,Belgium,Manchester City,Premier League,2016-2017
26,Aleix García,"£ 5,000","£ 260,000","£ 280,143",M,19,Spain,Manchester City,Premier League,2016-2017
27,Tosin Adarabioyo,"£ 5,000","£ 260,000","£ 280,143",D,18,England,Manchester City,Premier League,2016-2017
28,Angus Gunn,"£ 4,000","£ 208,000","£ 224,115",K,20,England,Manchester City,Premier League,2016-2017
29,Brahim Díaz,£ 96,"£ 5,000","£ 5,387",F,16,Spain,Manchester City,Premier League,2016-2017
30,Phil Foden,£ 96,"£ 5,000","£ 5,387",M,16,England,Manchester City,Premier League,2016-2017
31,Patrick Roberts,£ 0,£ 0,£ 0,F,19,England,Manchester City,Premier League,2016-2017
32,Rubén Sobrino,£ 0,£ 0,£ 0,F,24,Spain,Manchester City,Premier League,2016-2017
33,Samir Nasri,£ 0,£ 0,£ 0,M,29,France,Manchester City,Premier League,2016-2017
34,Angeliño,£ 0,£ 0,£ 0,D,19,Spain,Manchester City,Premier League,2016-2017
35,Bruno Zuculini,£ 0,£ 0,£ 0,M,23,Argentina,Manchester City,Premier League,2016-2017
36,Aaron Mooy,£ 0,£ 0,£ 0,M,25,Australia,Manchester City,Premier League,2016-2017
37,Luke Brattan,£ 0,£ 0,£ 0,M,26,Australia,Manchester City,Premier League,2016-2017
38,Marlos Moreno,£ 0,£ 0,£ 0,F,19,Colombia,Manchester City,Premier League,2016-2017
39,Enes Ünal,£ 0,£ 0,£ 0,F,19,Turkey,Manchester City,Premier League,2016-2017
40,Eliaquim Mangala,£ 0,£ 0,£ 0,D,25,France,Manchester City,Premier League,2016-2017
41,Oleksandr Zinchenko,£ 0,£ 0,£ 0,D,19,Ukraine,Manchester City,Premier League,2016-2017
42,Pablo Maffeo,£ 0,£ 0,£ 0,D,18,Spain,Manchester City,Premier League,2016-2017
43,Pablo Marí,£ 0,£ 0,£ 0,D,22,Spain,Manchester City,Premier League,2016-2017
44,Joe Hart,£ 0,£ 0,£ 0,K,29,England,Manchester City,Premier League,2016-2017
