,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,André Ayew,"£ 80,000","£ 4,160,000","£ 4,482,291",F,26,Ghana,West Ham,Premier League,2016-2017
2,José Fonte,"£ 75,000","£ 3,900,000","£ 4,202,148",D,32,Portugal,West Ham,Premier League,2016-2017
3,Andy Carroll,"£ 70,000","£ 3,640,000","£ 3,922,005",F,27,England,West Ham,Premier League,2016-2017
4,Sofiane Feghouli,"£ 65,000","£ 3,380,000","£ 3,641,862",F,26,Algeria,West Ham,Premier League,2016-2017
5,Angelo Ogbonna,"£ 60,000","£ 3,120,000","£ 3,361,718",D,28,Italy,West Ham,Premier League,2016-2017
6,Winston Reid,"£ 60,000","£ 3,120,000","£ 3,361,718",D,27,New Zealand,West Ham,Premier League,2016-2017
7,Álvaro Arbeloa,"£ 50,000","£ 2,600,000","£ 2,801,432",D,33,Spain,West Ham,Premier League,2016-2017
8,Pedro Obiang,"£ 50,000","£ 2,600,000","£ 2,801,432",M,24,Equatorial Guinea,West Ham,Premier League,2016-2017
9,Mark Noble,"£ 50,000","£ 2,600,000","£ 2,801,432",M,29,England,West Ham,Premier League,2016-2017
10,Jonathan Calleri,"£ 40,000","£ 2,080,000","£ 2,241,146",F,22,Argentina,West Ham,Premier League,2016-2017
11,Robert Snodgrass,"£ 40,000","£ 2,080,000","£ 2,241,146",F,28,Scotland,West Ham,Premier League,2016-2017
12,Enner Valencia,"£ 40,000","£ 2,080,000","£ 2,241,146",F,26,Ecuador,West Ham,Premier League,2016-2017
13,Manuel Lanzini,"£ 35,000","£ 1,820,000","£ 1,961,002",M,23,Argentina,West Ham,Premier League,2016-2017
14,Adrián,"£ 35,000","£ 1,820,000","£ 1,961,002",K,29,Spain,West Ham,Premier League,2016-2017
15,James Collins,"£ 35,000","£ 1,820,000","£ 1,961,002",D,32,Wales,West Ham,Premier League,2016-2017
16,Aaron Cresswell,"£ 30,000","£ 1,560,000","£ 1,680,859",D,26,England,West Ham,Premier League,2016-2017
17,Edimilson Fernandes,"£ 30,000","£ 1,560,000","£ 1,680,859",M,20,Switzerland,West Ham,Premier League,2016-2017
18,Cheikhou Kouyaté,"£ 30,000","£ 1,560,000","£ 1,680,859",M,26,Senegal,West Ham,Premier League,2016-2017
19,Gökhan Töre,"£ 27,288","£ 1,419,000","£ 1,528,935",F,24,Turkey,West Ham,Premier League,2016-2017
20,Arthur Masuaku,"£ 25,000","£ 1,300,000","£ 1,400,716",D,22,Democratic Republic of Congo,West Ham,Premier League,2016-2017
21,Michail Antonio,"£ 25,000","£ 1,300,000","£ 1,400,716",F,26,England,West Ham,Premier League,2016-2017
22,Sam Byram,"£ 25,000","£ 1,300,000","£ 1,400,716",D,22,England,West Ham,Premier League,2016-2017
23,Diafra Sakho,"£ 20,000","£ 1,040,000","£ 1,120,573",F,26,Senegal,West Ham,Premier League,2016-2017
24,Doneil Henry,"£ 15,000","£ 780,000","£ 840,430",D,23,Canada,West Ham,Premier League,2016-2017
25,Darren Randolph,"£ 6,000","£ 312,000","£ 336,172",K,29,Ireland,West Ham,Premier League,2016-2017
26,Raphael Spiegel,"£ 5,000","£ 260,000","£ 280,143",K,23,Switzerland,West Ham,Premier League,2016-2017
27,Declan Rice,"£ 5,000","£ 260,000","£ 280,143",M,17,England,West Ham,Premier League,2016-2017
28,Ashley Fletcher,"£ 3,500","£ 182,000","£ 196,100",F,20,England,West Ham,Premier League,2016-2017
29,Nathan Holland,"£ 2,500","£ 130,000","£ 140,072",F,18,England,West Ham,Premier League,2016-2017
30,Sam Westley,"£ 1,000","£ 52,000","£ 56,029",D,22,England,West Ham,Premier League,2016-2017
31,Moses Makasi,£ 904,"£ 47,000","£ 50,641",M,20,England,West Ham,Premier League,2016-2017
32,Grady Diangana,£ 250,"£ 13,000","£ 14,007",F,18,England,West Ham,Premier League,2016-2017
33,Domingos Quina,£ 96,"£ 5,000","£ 5,387",M,16,Portugal,West Ham,Premier League,2016-2017
34,Dimitri Payet,£ 0,£ 0,£ 0,M,29,France,West Ham,Premier League,2016-2017
35,Havard Nordtveit,£ 0,£ 0,£ 0,M,26,Norway,West Ham,Premier League,2016-2017
36,Alex Pike,£ 0,£ 0,£ 0,D,19,England,West Ham,Premier League,2016-2017
37,Josh Cullen,£ 0,£ 0,£ 0,M,20,Ireland,West Ham,Premier League,2016-2017
38,Lewis Page,£ 0,£ 0,£ 0,D,20,England,West Ham,Premier League,2016-2017
39,Marcus Browne,£ 0,£ 0,£ 0,M,18,England,West Ham,Premier League,2016-2017
40,Dan Kemp,£ 0,£ 0,£ 0,F,17,England,West Ham,Premier League,2016-2017
41,Reece Burke,£ 0,£ 0,£ 0,D,19,England,West Ham,Premier League,2016-2017
42,Reece Oxford,£ 0,£ 0,£ 0,D,17,England,West Ham,Premier League,2016-2017
43,Simone Zaza,£ 0,£ 0,£ 0,F,25,Italy,West Ham,Premier League,2016-2017
44,Stephen Hendrie,£ 0,£ 0,£ 0,D,21,Scotland,West Ham,Premier League,2016-2017
