,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Harry Kane,"£ 100,000","£ 5,200,000","£ 5,602,864",F,22,England,Tottenham,Premier League,2016-2017
2,Hugo Lloris,"£ 100,000","£ 5,200,000","£ 5,602,864",K,29,France,Tottenham,Premier League,2016-2017
3,Heung-min Son,"£ 85,000","£ 4,420,000","£ 4,762,434",F,23,South Korea,Tottenham,Premier League,2016-2017
4,Toby Alderweireld,"£ 80,000","£ 4,160,000","£ 4,482,291",D,27,Belgium,Tottenham,Premier League,2016-2017
5,Erik Lamela,"£ 80,000","£ 4,160,000","£ 4,482,291",F,24,Argentina,Tottenham,Premier League,2016-2017
6,Moussa Sissoko,"£ 80,000","£ 4,160,000","£ 4,482,291",M,26,France,Tottenham,Premier League,2016-2017
7,Christian Eriksen,"£ 75,000","£ 3,900,000","£ 4,202,148",M,24,Denmark,Tottenham,Premier League,2016-2017
8,Kyle Walker,"£ 70,000","£ 3,640,000","£ 3,922,005",D,26,England,Tottenham,Premier League,2016-2017
9,Victor Wanyama,"£ 65,000","£ 3,380,000","£ 3,641,862",M,25,Kenya,Tottenham,Premier League,2016-2017
10,Jan Vertonghen,"£ 60,308","£ 3,136,000","£ 3,378,958",D,29,Belgium,Tottenham,Premier League,2016-2017
11,Danny Rose,"£ 60,000","£ 3,120,000","£ 3,361,718",D,25,England,Tottenham,Premier League,2016-2017
12,Eric Dier,"£ 60,000","£ 3,120,000","£ 3,361,718",M,22,England,Tottenham,Premier League,2016-2017
13,Mousa Dembélé,"£ 55,000","£ 2,860,000","£ 3,081,575",M,28,Belgium,Tottenham,Premier League,2016-2017
14,Dele Alli,"£ 50,000","£ 2,600,000","£ 2,801,432",M,20,England,Tottenham,Premier League,2016-2017
15,Kevin Wimmer,"£ 45,000","£ 2,340,000","£ 2,521,289",D,23,Austria,Tottenham,Premier League,2016-2017
16,Michel Vorm,"£ 40,000","£ 2,080,000","£ 2,241,146",K,32,Netherlands,Tottenham,Premier League,2016-2017
17,Ryan Mason,"£ 40,000","£ 2,080,000","£ 2,241,146",M,25,England,Tottenham,Premier League,2016-2017
18,Vincent Janssen,"£ 35,000","£ 1,820,000","£ 1,961,002",F,22,Netherlands,Tottenham,Premier League,2016-2017
19,Kieran Trippier,"£ 35,000","£ 1,820,000","£ 1,961,002",D,25,England,Tottenham,Premier League,2016-2017
20,Tom Carroll,"£ 35,000","£ 1,820,000","£ 1,961,002",M,24,England,Tottenham,Premier League,2016-2017
21,Pau López,"£ 33,154","£ 1,724,000","£ 1,857,565",K,21,Spain,Tottenham,Premier League,2016-2017
22,Ben Davies,"£ 30,000","£ 1,560,000","£ 1,680,859",D,23,Wales,Tottenham,Premier League,2016-2017
23,Harry Winks,"£ 25,000","£ 1,300,000","£ 1,400,716",M,20,England,Tottenham,Premier League,2016-2017
24,Cameron Carter-Vickers,"£ 20,000","£ 1,040,000","£ 1,120,573",D,18,United States,Tottenham,Premier League,2016-2017
25,Kyle Walker-Peters,"£ 10,000","£ 520,000","£ 560,286",D,19,England,Tottenham,Premier League,2016-2017
26,Filip Lesniak,£ 750,"£ 39,000","£ 42,021",M,20,Slovakia,Tottenham,Premier League,2016-2017
27,Alfie Whiteman,£ 96,"£ 5,000","£ 5,387",K,17,England,Tottenham,Premier League,2016-2017
28,Marcus Edwards,£ 96,"£ 5,000","£ 5,387",F,17,England,Tottenham,Premier League,2016-2017
29,Samuel Shashoua,£ 96,"£ 5,000","£ 5,387",F,17,England,Tottenham,Premier League,2016-2017
30,Nabil Bentaleb,£ 0,£ 0,£ 0,M,21,Algeria,Tottenham,Premier League,2016-2017
31,Georges-Kevin N'Koudou,£ 0,£ 0,£ 0,F,21,France,Tottenham,Premier League,2016-2017
32,Luke Amos,£ 0,£ 0,£ 0,M,19,England,Tottenham,Premier League,2016-2017
33,Luke McGee,£ 0,£ 0,£ 0,K,20,England,Tottenham,Premier League,2016-2017
34,Federico Fazio,£ 0,£ 0,£ 0,D,29,Argentina,Tottenham,Premier League,2016-2017
35,Clinton N'Jie,£ 0,£ 0,£ 0,F,22,Cameroon,Tottenham,Premier League,2016-2017
36,Anton Walkes,£ 0,£ 0,£ 0,M,19,England,Tottenham,Premier League,2016-2017
37,Shayon Harrison,£ 0,£ 0,£ 0,F,18,England,Tottenham,Premier League,2016-2017
38,Josh Onomah,£ 0,£ 0,£ 0,M,19,England,Tottenham,Premier League,2016-2017
