,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Robbie Brady,"£ 35,000","£ 1,820,000","£ 1,961,002",M,24,Ireland,Burnley,Premier League,2016-2017
2,Steven Defour,"£ 35,000","£ 1,820,000","£ 1,961,002",M,28,Belgium,Burnley,Premier League,2016-2017
3,Patrick Bamford,"£ 35,000","£ 1,820,000","£ 1,961,002",F,22,England,Burnley,Premier League,2016-2017
4,Jon Flanagan,"£ 32,500","£ 1,690,000","£ 1,820,931",D,23,England,Burnley,Premier League,2016-2017
5,Ashley Westwood,"£ 28,000","£ 1,456,000","£ 1,568,802",M,26,England,Burnley,Premier League,2016-2017
6,Jeff Hendrick,"£ 28,000","£ 1,456,000","£ 1,568,802",M,24,Ireland,Burnley,Premier League,2016-2017
7,Joey Barton,"£ 25,000","£ 1,300,000","£ 1,400,716",M,33,England,Burnley,Premier League,2016-2017
8,Tom Heaton,"£ 25,000","£ 1,300,000","£ 1,400,716",K,30,England,Burnley,Premier League,2016-2017
9,Andre Gray,"£ 25,000","£ 1,300,000","£ 1,400,716",F,25,England,Burnley,Premier League,2016-2017
10,Michael Keane,"£ 22,000","£ 1,144,000","£ 1,232,630",D,23,England,Burnley,Premier League,2016-2017
11,Ben Mee,"£ 20,000","£ 1,040,000","£ 1,120,573",D,26,England,Burnley,Premier League,2016-2017
12,Stephen Ward,"£ 20,000","£ 1,040,000","£ 1,120,573",D,30,Ireland,Burnley,Premier League,2016-2017
13,George Boyd,"£ 20,000","£ 1,040,000","£ 1,120,573",M,30,Scotland,Burnley,Premier League,2016-2017
14,Ashley Barnes,"£ 17,000","£ 884,000","£ 952,487",F,26,England,Burnley,Premier League,2016-2017
15,Sam Vokes,"£ 17,000","£ 884,000","£ 952,487",F,26,Wales,Burnley,Premier League,2016-2017
16,Dean Marney,"£ 17,000","£ 884,000","£ 952,487",M,32,England,Burnley,Premier League,2016-2017
17,Nick Pope,"£ 15,000","£ 780,000","£ 840,430",K,24,England,Burnley,Premier League,2016-2017
18,Scott Arfield,"£ 15,000","£ 780,000","£ 840,430",M,27,Canada,Burnley,Premier League,2016-2017
19,Kevin Long,"£ 14,000","£ 728,000","£ 784,401",D,25,Ireland,Burnley,Premier League,2016-2017
20,James Tarkowski,"£ 13,000","£ 676,000","£ 728,372",D,23,England,Burnley,Premier League,2016-2017
21,Tendayi Darikwa,"£ 10,000","£ 520,000","£ 560,286",D,24,Zimbabwe,Burnley,Premier League,2016-2017
22,Paul Robinson,"£ 5,000","£ 260,000","£ 280,143",K,36,England,Burnley,Premier League,2016-2017
23,Michael Kightly,£ 0,£ 0,£ 0,F,30,England,Burnley,Premier League,2016-2017
24,Johann Berg Gudmundsson,£ 0,£ 0,£ 0,F,25,Iceland,Burnley,Premier League,2016-2017
25,Ntumba Massanka,£ 0,£ 0,£ 0,F,19,England,Burnley,Premier League,2016-2017
26,Fredrik Ulvestad,£ 0,£ 0,£ 0,M,24,Norway,Burnley,Premier League,2016-2017
27,Rouwen Hennings,£ 0,£ 0,£ 0,F,28,Germany,Burnley,Premier League,2016-2017
28,David Jones,£ 0,£ 0,£ 0,M,31,England,Burnley,Premier League,2016-2017
29,Danny Lafferty,£ 0,£ 0,£ 0,D,27,Northern Ireland,Burnley,Premier League,2016-2017
30,Dan Agyei,£ 0,£ 0,£ 0,F,19,England,Burnley,Premier League,2016-2017
31,Chris Long,£ 0,£ 0,£ 0,F,21,England,Burnley,Premier League,2016-2017
32,Tom Anderson,£ 0,£ 0,£ 0,D,22,England,Burnley,Premier League,2016-2017
33,Lukas Jutkiewicz,£ 0,£ 0,£ 0,F,27,England,Burnley,Premier League,2016-2017
34,Bradley Jackson,£ 0,£ 0,£ 0,F,19,England,Burnley,Premier League,2016-2017
35,Matthew Lowton,£ 0,£ 0,£ 0,D,27,England,Burnley,Premier League,2016-2017
36,Aiden O'Neill,£ 0,£ 0,£ 0,M,17,Australia,Burnley,Premier League,2016-2017
