,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Fernando Llorente,"£ 75,000","£ 3,900,000","£ 4,202,148",F,31,Spain,Swansea,Premier League,2016-2017
2,Jordan Ayew,"£ 50,000","£ 2,600,000","£ 2,801,432",F,24,Ghana,Swansea,Premier League,2016-2017
3,Lukasz Fabianski,"£ 50,000","£ 2,600,000","£ 2,801,432",K,31,Poland,Swansea,Premier League,2016-2017
4,Borja Bastón,"£ 45,000","£ 2,340,000","£ 2,521,289",F,23,Spain,Swansea,Premier League,2016-2017
5,Federico Fernández,"£ 43,000","£ 2,236,000","£ 2,409,232",D,27,Argentina,Swansea,Premier League,2016-2017
6,Leroy Fer,"£ 40,000","£ 2,080,000","£ 2,241,146",M,26,Netherlands,Swansea,Premier League,2016-2017
7,Wayne Routledge,"£ 36,000","£ 1,872,000","£ 2,017,031",F,31,England,Swansea,Premier League,2016-2017
8,Tom Carroll,"£ 35,000","£ 1,820,000","£ 1,961,002",M,24,England,Swansea,Premier League,2016-2017
9,Jack Cork,"£ 35,000","£ 1,820,000","£ 1,961,002",M,27,England,Swansea,Premier League,2016-2017
10,Leon Britton,"£ 35,000","£ 1,820,000","£ 1,961,002",M,33,England,Swansea,Premier League,2016-2017
11,Ángel Rangel,"£ 32,000","£ 1,664,000","£ 1,792,916",D,33,Spain,Swansea,Premier League,2016-2017
12,Kyle Naughton,"£ 32,000","£ 1,664,000","£ 1,792,916",D,27,England,Swansea,Premier League,2016-2017
13,Nathan Dyer,"£ 32,000","£ 1,664,000","£ 1,792,916",F,28,England,Swansea,Premier League,2016-2017
14,Jefferson Montero,"£ 30,000","£ 1,560,000","£ 1,680,859",F,26,Ecuador,Swansea,Premier League,2016-2017
15,Luciano Narsingh,"£ 30,000","£ 1,560,000","£ 1,680,859",F,25,Netherlands,Swansea,Premier League,2016-2017
16,Jordi Amat,"£ 30,000","£ 1,560,000","£ 1,680,859",D,24,Spain,Swansea,Premier League,2016-2017
17,Martin Olsson,"£ 30,000","£ 1,560,000","£ 1,680,859",D,28,Sweden,Swansea,Premier League,2016-2017
18,Alfie Mawson,"£ 25,000","£ 1,300,000","£ 1,400,716",D,22,England,Swansea,Premier League,2016-2017
19,Kristoffer Nordfeldt,"£ 25,000","£ 1,300,000","£ 1,400,716",K,27,Sweden,Swansea,Premier League,2016-2017
20,Mike van der Hoorn,"£ 15,000","£ 780,000","£ 840,430",D,23,Netherlands,Swansea,Premier League,2016-2017
21,Gerhard Tremmel,"£ 11,000","£ 572,000","£ 616,315",K,37,Germany,Swansea,Premier League,2016-2017
22,Jay Fulton,"£ 6,000","£ 312,000","£ 336,172",M,22,Scotland,Swansea,Premier League,2016-2017
23,Mark Birighitti,"£ 6,000","£ 312,000","£ 336,172",K,25,Australia,Swansea,Premier League,2016-2017
24,Oliver McBurnie,"£ 5,000","£ 260,000","£ 280,143",F,20,Scotland,Swansea,Premier League,2016-2017
25,Kenji Gorré,"£ 4,000","£ 208,000","£ 224,115",F,21,Curacao,Swansea,Premier League,2016-2017
26,Stephen Kingsley,"£ 3,000","£ 156,000","£ 168,086",D,21,Scotland,Swansea,Premier League,2016-2017
27,Connor Roberts,"£ 2,000","£ 104,000","£ 112,057",D,20,Wales,Swansea,Premier League,2016-2017
28,Daniel James,"£ 2,000","£ 104,000","£ 112,057",F,18,Wales,Swansea,Premier League,2016-2017
29,Bafétimbi Gomis,£ 0,£ 0,£ 0,F,30,France,Swansea,Premier League,2016-2017
30,Gylfi Sigurdsson,£ 0,£ 0,£ 0,M,26,Iceland,Swansea,Premier League,2016-2017
31,Franck Tabanou,£ 0,£ 0,£ 0,D,27,France,Swansea,Premier League,2016-2017
32,Marvin Emnes,£ 0,£ 0,£ 0,F,28,Netherlands,Swansea,Premier League,2016-2017
33,Matt Grimes,£ 0,£ 0,£ 0,M,20,England,Swansea,Premier League,2016-2017
34,Modou Barrow,£ 0,£ 0,£ 0,F,23,The Gambia,Swansea,Premier League,2016-2017
35,Neil Taylor,£ 0,£ 0,£ 0,D,27,Wales,Swansea,Premier League,2016-2017
36,Sung-yong Ki,£ 0,£ 0,£ 0,M,27,South Korea,Swansea,Premier League,2016-2017
37,Kyle Bartley,£ 0,£ 0,£ 0,D,25,England,Swansea,Premier League,2016-2017
