,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Manolo Gabbiadini,"£ 80,000","£ 4,160,000","£ 4,482,291",F,24,Italy,Southampton,Premier League,2016-2017
2,José Fonte,"£ 75,000","£ 3,900,000","£ 4,202,148",D,32,Portugal,Southampton,Premier League,2016-2017
3,Virgil van Dijk,"£ 65,000","£ 3,380,000","£ 3,641,862",D,24,Netherlands,Southampton,Premier League,2016-2017
4,Martín Cáceres,"£ 65,000","£ 3,380,000","£ 3,641,862",D,29,Uruguay,Southampton,Premier League,2016-2017
5,Oriol Romeu,"£ 60,000","£ 3,120,000","£ 3,361,718",M,24,Spain,Southampton,Premier League,2016-2017
6,Sofiane Boufal,"£ 60,000","£ 3,120,000","£ 3,361,718",F,22,Morocco,Southampton,Premier League,2016-2017
7,Shane Long,"£ 60,000","£ 3,120,000","£ 3,361,718",F,29,Ireland,Southampton,Premier League,2016-2017
8,Dusan Tadic,"£ 60,000","£ 3,120,000","£ 3,361,718",F,27,Serbia,Southampton,Premier League,2016-2017
9,Charlie Austin,"£ 55,000","£ 2,860,000","£ 3,081,575",F,26,England,Southampton,Premier League,2016-2017
10,Steven Davis,"£ 55,000","£ 2,860,000","£ 3,081,575",M,31,Northern Ireland,Southampton,Premier League,2016-2017
11,Fraser Forster,"£ 40,000","£ 2,080,000","£ 2,241,146",K,28,England,Southampton,Premier League,2016-2017
12,Alex McCarthy,"£ 40,000","£ 2,080,000","£ 2,241,146",K,26,England,Southampton,Premier League,2016-2017
13,Ryan Bertrand,"£ 40,000","£ 2,080,000","£ 2,241,146",D,26,England,Southampton,Premier League,2016-2017
14,Jérémy Pied,"£ 40,000","£ 2,080,000","£ 2,241,146",D,27,France,Southampton,Premier League,2016-2017
15,Jordy Clasie,"£ 40,000","£ 2,080,000","£ 2,241,146",M,25,Netherlands,Southampton,Premier League,2016-2017
16,James Ward-Prowse,"£ 35,000","£ 1,820,000","£ 1,961,002",M,21,England,Southampton,Premier League,2016-2017
17,Nathan Redmond,"£ 35,000","£ 1,820,000","£ 1,961,002",F,22,England,Southampton,Premier League,2016-2017
18,Florin Gardos,"£ 30,000","£ 1,560,000","£ 1,680,859",D,27,Romania,Southampton,Premier League,2016-2017
19,Maya Yoshida,"£ 28,000","£ 1,456,000","£ 1,568,802",D,27,Japan,Southampton,Premier League,2016-2017
20,Cuco Martina,"£ 20,000","£ 1,040,000","£ 1,120,573",D,26,Curacao,Southampton,Premier League,2016-2017
21,Josh Sims,"£ 18,000","£ 936,000","£ 1,008,516",F,19,England,Southampton,Premier League,2016-2017
22,Jake Hesketh,"£ 18,000","£ 936,000","£ 1,008,516",M,20,England,Southampton,Premier League,2016-2017
23,Harrison Reed,"£ 18,000","£ 936,000","£ 1,008,516",M,21,England,Southampton,Premier League,2016-2017
24,Sam McQueen,"£ 18,000","£ 936,000","£ 1,008,516",D,21,England,Southampton,Premier League,2016-2017
25,Lloyd Isgrove,"£ 12,000","£ 624,000","£ 672,344",F,23,Wales,Southampton,Premier League,2016-2017
26,Jack Stephens,"£ 10,000","£ 520,000","£ 560,286",D,22,England,Southampton,Premier League,2016-2017
27,Stuart Taylor,"£ 5,000","£ 260,000","£ 280,143",K,35,England,Southampton,Premier League,2016-2017
28,Mouez Hassen,"£ 4,423","£ 230,000","£ 247,819",K,21,Tunisia,Southampton,Premier League,2016-2017
29,Harry Lewis,"£ 1,192","£ 62,000","£ 66,803",K,18,England,Southampton,Premier League,2016-2017
30,Olufela Olomola,"£ 1,000","£ 52,000","£ 56,029",F,18,England,Southampton,Premier League,2016-2017
31,Jay Rodríguez,£ 0,£ 0,£ 0,F,26,England,Southampton,Premier League,2016-2017
32,Cédric Soares,£ 0,£ 0,£ 0,D,24,Portugal,Southampton,Premier League,2016-2017
33,Paulo Gazzaniga,£ 0,£ 0,£ 0,K,24,Argentina,Southampton,Premier League,2016-2017
34,Pierre-Emile Höjbjerg,£ 0,£ 0,£ 0,M,20,Denmark,Southampton,Premier League,2016-2017
35,Matt Targett,£ 0,£ 0,£ 0,D,20,England,Southampton,Premier League,2016-2017
36,Sam Gallagher,£ 0,£ 0,£ 0,F,20,England,Southampton,Premier League,2016-2017
