,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Eden Hazard,"£ 215,346","£ 11,198,000","£ 12,065,552",F,25,Belgium,Chelsea,Premier League,2016-2017
2,Cesc Fàbregas,"£ 198,712","£ 10,333,000","£ 11,133,537",M,29,Spain,Chelsea,Premier League,2016-2017
3,Diego Costa,"£ 150,000","£ 7,800,000","£ 8,404,296",F,27,Spain,Chelsea,Premier League,2016-2017
4,N'Golo Kanté,"£ 150,000","£ 7,800,000","£ 8,404,296",M,25,France,Chelsea,Premier League,2016-2017
5,Willian,"£ 120,000","£ 6,240,000","£ 6,723,437",F,27,Brazil,Chelsea,Premier League,2016-2017
6,Thibaut Courtois,"£ 100,000","£ 5,200,000","£ 5,602,864",K,24,Belgium,Chelsea,Premier League,2016-2017
7,Pedro,"£ 95,750","£ 4,979,000","£ 5,364,742",F,28,Spain,Chelsea,Premier League,2016-2017
8,César Azpilicueta,"£ 90,000","£ 4,680,000","£ 5,042,578",D,26,Spain,Chelsea,Premier League,2016-2017
9,David Luiz,"£ 83,115","£ 4,322,000","£ 4,656,842",D,29,Brazil,Chelsea,Premier League,2016-2017
10,Gary Cahill,"£ 80,000","£ 4,160,000","£ 4,482,291",D,30,England,Chelsea,Premier League,2016-2017
11,Loïc Rémy,"£ 80,000","£ 4,160,000","£ 4,482,291",F,29,France,Chelsea,Premier League,2016-2017
12,Nemanja Matic,"£ 70,000","£ 3,640,000","£ 3,922,005",M,27,Serbia,Chelsea,Premier League,2016-2017
13,Michy Batshuayi,"£ 70,000","£ 3,640,000","£ 3,922,005",F,22,Belgium,Chelsea,Premier League,2016-2017
14,Marcos Alonso,"£ 50,000","£ 2,600,000","£ 2,801,432",D,25,Spain,Chelsea,Premier League,2016-2017
15,Asmir Begovic,"£ 50,000","£ 2,600,000","£ 2,801,432",K,29,Bosnia-Herzegovina,Chelsea,Premier League,2016-2017
16,John Terry,"£ 50,000","£ 2,600,000","£ 2,801,432",D,35,England,Chelsea,Premier League,2016-2017
17,Kurt Zouma,"£ 40,000","£ 2,080,000","£ 2,241,146",D,21,France,Chelsea,Premier League,2016-2017
18,Nathaniel Chalobah,"£ 35,000","£ 1,820,000","£ 1,961,002",M,21,England,Chelsea,Premier League,2016-2017
19,Ruben Loftus-Cheek,"£ 35,000","£ 1,820,000","£ 1,961,002",M,20,England,Chelsea,Premier League,2016-2017
20,Eduardo dos Reis Carvalho,"£ 30,000","£ 1,560,000","£ 1,680,859",K,33,Portugal,Chelsea,Premier League,2016-2017
21,Victor Moses,"£ 30,000","£ 1,560,000","£ 1,680,859",F,25,Nigeria,Chelsea,Premier League,2016-2017
22,Kenedy,"£ 25,000","£ 1,300,000","£ 1,400,716",M,20,Brazil,Chelsea,Premier League,2016-2017
23,Nathan Aké,"£ 20,000","£ 1,040,000","£ 1,120,573",D,21,Netherlands,Chelsea,Premier League,2016-2017
24,Ola Aina,"£ 15,000","£ 780,000","£ 840,430",D,19,Nigeria,Chelsea,Premier League,2016-2017
25,Todd Kane,"£ 8,500","£ 442,000","£ 476,243",D,22,England,Chelsea,Premier League,2016-2017
26,Dominic Solanke,"£ 5,000","£ 260,000","£ 280,143",F,18,England,Chelsea,Premier League,2016-2017
27,Marco van Ginkel,£ 0,£ 0,£ 0,M,23,Netherlands,Chelsea,Premier League,2016-2017
28,Mario Pasalic,£ 0,£ 0,£ 0,M,21,Croatia,Chelsea,Premier League,2016-2017
29,Matej Delac,£ 0,£ 0,£ 0,K,23,Croatia,Chelsea,Premier League,2016-2017
30,Matt Miazga,£ 0,£ 0,£ 0,D,20,United States,Chelsea,Premier League,2016-2017
31,Michael Hector,£ 0,£ 0,£ 0,D,23,Jamaica,Chelsea,Premier League,2016-2017
32,Lucas Piazón,£ 0,£ 0,£ 0,F,22,Brazil,Chelsea,Premier League,2016-2017
33,Nathan,£ 0,£ 0,£ 0,F,20,Brazil,Chelsea,Premier League,2016-2017
34,Lewis Baker,£ 0,£ 0,£ 0,M,21,England,Chelsea,Premier League,2016-2017
35,Kenneth Omeruo,£ 0,£ 0,£ 0,D,22,Nigeria,Chelsea,Premier League,2016-2017
36,Juan Cuadrado,£ 0,£ 0,£ 0,F,28,Colombia,Chelsea,Premier League,2016-2017
37,Jamal Blackman,£ 0,£ 0,£ 0,K,22,England,Chelsea,Premier League,2016-2017
38,Abdul Rahman Baba,£ 0,£ 0,£ 0,D,21,Ghana,Chelsea,Premier League,2016-2017
39,Oscar,£ 0,£ 0,£ 0,M,24,Brazil,Chelsea,Premier League,2016-2017
40,Danilo Pantic,£ 0,£ 0,£ 0,M,19,Serbia,Chelsea,Premier League,2016-2017
41,Cristian Cuevas,£ 0,£ 0,£ 0,D,21,Chile,Chelsea,Premier League,2016-2017
42,Christian Atsu,£ 0,£ 0,£ 0,F,24,Ghana,Chelsea,Premier League,2016-2017
43,Branislav Ivanovic,£ 0,£ 0,£ 0,D,32,Serbia,Chelsea,Premier League,2016-2017
44,Tomas Kalas,£ 0,£ 0,£ 0,D,23,Czech Republic,Chelsea,Premier League,2016-2017
45,Victorien Angban,£ 0,£ 0,£ 0,M,19,Cote d'Ivoire,Chelsea,Premier League,2016-2017
46,Bertrand Traoré,£ 0,£ 0,£ 0,F,20,Burkina Faso,Chelsea,Premier League,2016-2017
47,Wallace Oliveira,£ 0,£ 0,£ 0,D,22,Brazil,Chelsea,Premier League,2016-2017
48,Andreas Christensen,£ 0,£ 0,£ 0,D,20,Denmark,Chelsea,Premier League,2016-2017
